Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,6555,8404,7751.99,7987
"Cash and Short Term Investments 3456.77 3607 3232.41 3033.77  Cash - - - -  Cash & Equivalents 3456.77 3522 3232.41 3033.77  Short Term Investments - 85 55 5  Total Receivables, Net 2602.06 4293 3763.52 4215.95  Accounts Receivables - Trade, Net 2602 4293 2060.91 2559.44  Total Inventory 130 208 355.68 252.68  Prepaid Expenses - 89.06 89.3 89.06  Other Current Assets, Total 365.72 296 311.08 395.54","Cash and Short Term Investments 3456.77 3607 3232.41 3033.77  Cash - - - -  Cash & Equivalents 3456.77 3522 3232.41 3033.77  Short Term Investments - 85 55 5  Total Receivables, Net 2602.06 4293 3763.52 4215.95  Accounts Receivables - Trade, Net 2602 4293 2060.91 2559.44  Total Inventory 130 208 355.68 252.68  Prepaid Expenses - 89.06 89.3 89.06  Other Current Assets, Total 365.72 296 311.08 395.54","Cash and Short Term Investments 3456.77 3607 3232.41 3033.77  Cash - - - -  Cash & Equivalents 3456.77 3522 3232.41 3033.77  Short Term Investments - 85 55 5  Total Receivables, Net 2602.06 4293 3763.52 4215.95  Accounts Receivables - Trade, Net 2602 4293 2060.91 2559.44  Total Inventory 130 208 355.68 252.68  Prepaid Expenses - 89.06 89.3 89.06  Other Current Assets, Total 365.72 296 311.08 395.54","Cash and Short Term Investments 3456.77 3607 3232.41 3033.77  Cash - - - -  Cash & Equivalents 3456.77 3522 3232.41 3033.77  Short Term Investments - 85 55 5  Total Receivables, Net 2602.06 4293 3763.52 4215.95  Accounts Receivables - Trade, Net 2602 4293 2060.91 2559.44  Total Inventory 130 208 355.68 252.68  Prepaid Expenses - 89.06 89.3 89.06  Other Current Assets, Total 365.72 296 311.08 395.54","Cash and Short Term Investments 3456.77 3607 3232.41 3033.77  Cash - - - -  Cash & Equivalents 3456.77 3522 3232.41 3033.77  Short Term Investments - 85 55 5  Total Receivables, Net 2602.06 4293 3763.52 4215.95  Accounts Receivables - Trade, Net 2602 4293 2060.91 2559.44  Total Inventory 130 208 355.68 252.68  Prepaid Expenses - 89.06 89.3 89.06  Other Current Assets, Total 365.72 296 311.08 395.54"
Cash and Short Term Investments,3456.77,3607,3232.41,3033.77
Cash,-,-,-,-
Cash & Equivalents,3456.77,3522,3232.41,3033.77
Short Term Investments,-,85,55,5
"Total Receivables, Net",2602.06,4293,3763.52,4215.95
"Accounts Receivables - Trade, Net",2602,4293,2060.91,2559.44
Total Inventory,130,208,355.68,252.68
Prepaid Expenses,-,89.06,89.3,89.06
"Other Current Assets, Total",365.72,296,311.08,395.54
Total Assets,33535,34475,32273.92,31688.56
