Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,11598,8209.66,8107.39,7752.06
"Cash and Short Term Investments - 1777.28 1269.92 1760.23  Cash - - - -  Cash & Equivalents 4540 1777.28 1269.92 1760.23  Short Term Investments - - - -  Total Receivables, Net 4720 4376.17 4471.69 3917.96  Accounts Receivables - Trade, Net 4720 4346.8 3577.07 3917.96  Total Inventory 2043 1896.45 1615.77 1915.63  Prepaid Expenses 57 54.07 51.43 48.42  Other Current Assets, Total 238 105.69 698.58 109.81","Cash and Short Term Investments - 1777.28 1269.92 1760.23  Cash - - - -  Cash & Equivalents 4540 1777.28 1269.92 1760.23  Short Term Investments - - - -  Total Receivables, Net 4720 4376.17 4471.69 3917.96  Accounts Receivables - Trade, Net 4720 4346.8 3577.07 3917.96  Total Inventory 2043 1896.45 1615.77 1915.63  Prepaid Expenses 57 54.07 51.43 48.42  Other Current Assets, Total 238 105.69 698.58 109.81","Cash and Short Term Investments - 1777.28 1269.92 1760.23  Cash - - - -  Cash & Equivalents 4540 1777.28 1269.92 1760.23  Short Term Investments - - - -  Total Receivables, Net 4720 4376.17 4471.69 3917.96  Accounts Receivables - Trade, Net 4720 4346.8 3577.07 3917.96  Total Inventory 2043 1896.45 1615.77 1915.63  Prepaid Expenses 57 54.07 51.43 48.42  Other Current Assets, Total 238 105.69 698.58 109.81","Cash and Short Term Investments - 1777.28 1269.92 1760.23  Cash - - - -  Cash & Equivalents 4540 1777.28 1269.92 1760.23  Short Term Investments - - - -  Total Receivables, Net 4720 4376.17 4471.69 3917.96  Accounts Receivables - Trade, Net 4720 4346.8 3577.07 3917.96  Total Inventory 2043 1896.45 1615.77 1915.63  Prepaid Expenses 57 54.07 51.43 48.42  Other Current Assets, Total 238 105.69 698.58 109.81","Cash and Short Term Investments - 1777.28 1269.92 1760.23  Cash - - - -  Cash & Equivalents 4540 1777.28 1269.92 1760.23  Short Term Investments - - - -  Total Receivables, Net 4720 4376.17 4471.69 3917.96  Accounts Receivables - Trade, Net 4720 4346.8 3577.07 3917.96  Total Inventory 2043 1896.45 1615.77 1915.63  Prepaid Expenses 57 54.07 51.43 48.42  Other Current Assets, Total 238 105.69 698.58 109.81"
Cash and Short Term Investments,-,1777.28,1269.92,1760.23
Cash,-,-,-,-
Cash & Equivalents,4540,1777.28,1269.92,1760.23
Short Term Investments,-,-,-,-
"Total Receivables, Net",4720,4376.17,4471.69,3917.96
"Accounts Receivables - Trade, Net",4720,4346.8,3577.07,3917.96
Total Inventory,2043,1896.45,1615.77,1915.63
Prepaid Expenses,57,54.07,51.43,48.42
"Other Current Assets, Total",238,105.69,698.58,109.81
Total Assets,-,96277.45,76371.84,70136
"Property/Plant/Equipment, Total - Net 14035 13833.48 13824.3 9638.07  Property/Plant/Equipment, Total - Gross - 33069.64 32412.82 27735.19  Accumulated Depreciation, Total - -19236.16 -18588.53 -18097.13  Goodwill, Net - - - -  Intangibles, Net 110 68.87 83.62 74.37  Long Term Investments 56675 72865.05 54002.37 51285.54  Note Receivable - Long Term - 991.64 30.05 908.42  Other Long Term Assets, Total 1 308.75 324.12 477.54  Other Assets, Total -1303 - - -","Property/Plant/Equipment, Total - Net 14035 13833.48 13824.3 9638.07  Property/Plant/Equipment, Total - Gross - 33069.64 32412.82 27735.19  Accumulated Depreciation, Total - -19236.16 -18588.53 -18097.13  Goodwill, Net - - - -  Intangibles, Net 110 68.87 83.62 74.37  Long Term Investments 56675 72865.05 54002.37 51285.54  Note Receivable - Long Term - 991.64 30.05 908.42  Other Long Term Assets, Total 1 308.75 324.12 477.54  Other Assets, Total -1303 - - -","Property/Plant/Equipment, Total - Net 14035 13833.48 13824.3 9638.07  Property/Plant/Equipment, Total - Gross - 33069.64 32412.82 27735.19  Accumulated Depreciation, Total - -19236.16 -18588.53 -18097.13  Goodwill, Net - - - -  Intangibles, Net 110 68.87 83.62 74.37  Long Term Investments 56675 72865.05 54002.37 51285.54  Note Receivable - Long Term - 991.64 30.05 908.42  Other Long Term Assets, Total 1 308.75 324.12 477.54  Other Assets, Total -1303 - - -","Property/Plant/Equipment, Total - Net 14035 13833.48 13824.3 9638.07  Property/Plant/Equipment, Total - Gross - 33069.64 32412.82 27735.19  Accumulated Depreciation, Total - -19236.16 -18588.53 -18097.13  Goodwill, Net - - - -  Intangibles, Net 110 68.87 83.62 74.37  Long Term Investments 56675 72865.05 54002.37 51285.54  Note Receivable - Long Term - 991.64 30.05 908.42  Other Long Term Assets, Total 1 308.75 324.12 477.54  Other Assets, Total -1303 - - -","Property/Plant/Equipment, Total - Net 14035 13833.48 13824.3 9638.07  Property/Plant/Equipment, Total - Gross - 33069.64 32412.82 27735.19  Accumulated Depreciation, Total - -19236.16 -18588.53 -18097.13  Goodwill, Net - - - -  Intangibles, Net 110 68.87 83.62 74.37  Long Term Investments 56675 72865.05 54002.37 51285.54  Note Receivable - Long Term - 991.64 30.05 908.42  Other Long Term Assets, Total 1 308.75 324.12 477.54  Other Assets, Total -1303 - - -"
"Property/Plant/Equipment, Total - Net",14035,13833.48,13824.3,9638.07
"Property/Plant/Equipment, Total - Gross",-,33069.64,32412.82,27735.19
"Accumulated Depreciation, Total",-,-19236.16,-18588.53,-18097.13
"Goodwill, Net",-,-,-,-
"Intangibles, Net",110,68.87,83.62,74.37
Long Term Investments,56675,72865.05,54002.37,51285.54
Note Receivable - Long Term,-,991.64,30.05,908.42
