Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,6244,5155,5489,4963.25
"Cash and Short Term Investments 3391 2806 1675 1899.02  Cash - - - -  Cash & Equivalents 3391 2806 1675 1899.02  Short Term Investments - - - -  Total Receivables, Net 2523 2069 3616 2809.56  Accounts Receivables - Trade, Net 2523 2069 3616 2809.56  Total Inventory 142 85 106 156.04  Prepaid Expenses 85 78 89 94.39  Other Current Assets, Total 103 117 3 4.24","Cash and Short Term Investments 3391 2806 1675 1899.02  Cash - - - -  Cash & Equivalents 3391 2806 1675 1899.02  Short Term Investments - - - -  Total Receivables, Net 2523 2069 3616 2809.56  Accounts Receivables - Trade, Net 2523 2069 3616 2809.56  Total Inventory 142 85 106 156.04  Prepaid Expenses 85 78 89 94.39  Other Current Assets, Total 103 117 3 4.24","Cash and Short Term Investments 3391 2806 1675 1899.02  Cash - - - -  Cash & Equivalents 3391 2806 1675 1899.02  Short Term Investments - - - -  Total Receivables, Net 2523 2069 3616 2809.56  Accounts Receivables - Trade, Net 2523 2069 3616 2809.56  Total Inventory 142 85 106 156.04  Prepaid Expenses 85 78 89 94.39  Other Current Assets, Total 103 117 3 4.24","Cash and Short Term Investments 3391 2806 1675 1899.02  Cash - - - -  Cash & Equivalents 3391 2806 1675 1899.02  Short Term Investments - - - -  Total Receivables, Net 2523 2069 3616 2809.56  Accounts Receivables - Trade, Net 2523 2069 3616 2809.56  Total Inventory 142 85 106 156.04  Prepaid Expenses 85 78 89 94.39  Other Current Assets, Total 103 117 3 4.24","Cash and Short Term Investments 3391 2806 1675 1899.02  Cash - - - -  Cash & Equivalents 3391 2806 1675 1899.02  Short Term Investments - - - -  Total Receivables, Net 2523 2069 3616 2809.56  Accounts Receivables - Trade, Net 2523 2069 3616 2809.56  Total Inventory 142 85 106 156.04  Prepaid Expenses 85 78 89 94.39  Other Current Assets, Total 103 117 3 4.24"
Cash and Short Term Investments,3391,2806,1675,1899.02
Cash,-,-,-,-
Cash & Equivalents,3391,2806,1675,1899.02
Short Term Investments,-,-,-,-
"Total Receivables, Net",2523,2069,3616,2809.56
"Accounts Receivables - Trade, Net",2523,2069,3616,2809.56
Total Inventory,142,85,106,156.04
Prepaid Expenses,85,78,89,94.39
"Other Current Assets, Total",103,117,3,4.24
Total Assets,9338,8069,8141,7614
