Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,268320,229420,204273,196973
"Cash and Short Term Investments 94752 67552 61310 61957  Cash - - - -  Cash & Equivalents 67536 67552 61310 61957  Short Term Investments 27216 - - -  Total Receivables, Net 57909 54756 48570 47139  Accounts Receivables - Trade, Net 57909 54756 48570 47139  Total Inventory 101725 92750 80754 75805  Prepaid Expenses - - - 3741  Other Current Assets, Total 13934 14362 13639 12072","Cash and Short Term Investments 94752 67552 61310 61957  Cash - - - -  Cash & Equivalents 67536 67552 61310 61957  Short Term Investments 27216 - - -  Total Receivables, Net 57909 54756 48570 47139  Accounts Receivables - Trade, Net 57909 54756 48570 47139  Total Inventory 101725 92750 80754 75805  Prepaid Expenses - - - 3741  Other Current Assets, Total 13934 14362 13639 12072","Cash and Short Term Investments 94752 67552 61310 61957  Cash - - - -  Cash & Equivalents 67536 67552 61310 61957  Short Term Investments 27216 - - -  Total Receivables, Net 57909 54756 48570 47139  Accounts Receivables - Trade, Net 57909 54756 48570 47139  Total Inventory 101725 92750 80754 75805  Prepaid Expenses - - - 3741  Other Current Assets, Total 13934 14362 13639 12072","Cash and Short Term Investments 94752 67552 61310 61957  Cash - - - -  Cash & Equivalents 67536 67552 61310 61957  Short Term Investments 27216 - - -  Total Receivables, Net 57909 54756 48570 47139  Accounts Receivables - Trade, Net 57909 54756 48570 47139  Total Inventory 101725 92750 80754 75805  Prepaid Expenses - - - 3741  Other Current Assets, Total 13934 14362 13639 12072","Cash and Short Term Investments 94752 67552 61310 61957  Cash - - - -  Cash & Equivalents 67536 67552 61310 61957  Short Term Investments 27216 - - -  Total Receivables, Net 57909 54756 48570 47139  Accounts Receivables - Trade, Net 57909 54756 48570 47139  Total Inventory 101725 92750 80754 75805  Prepaid Expenses - - - 3741  Other Current Assets, Total 13934 14362 13639 12072"
Cash and Short Term Investments,94752,67552,61310,61957
Cash,-,-,-,-
Cash & Equivalents,67536,67552,61310,61957
Short Term Investments,27216,-,-,-
"Total Receivables, Net",57909,54756,48570,47139
"Accounts Receivables - Trade, Net",57909,54756,48570,47139
Total Inventory,101725,92750,80754,75805
Prepaid Expenses,-,-,-,3741
"Other Current Assets, Total",13934,14362,13639,12072
Total Assets,396813,350981,319063,311990
"Property/Plant/Equipment, Total - Net 93413 90040 84176 77207  Property/Plant/Equipment, Total - Gross 198455 186181 171783 160280  Accumulated Depreciation, Total -105042 -96143 -87609 -83076  Goodwill, Net 8480 8513 7881 8222  Intangibles, Net 6166 3815 3562 3382  Long Term Investments 11160 10184 13534 18916  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 7430 9009 5637 7290  Other Assets, Total 86810 - - -","Property/Plant/Equipment, Total - Net 93413 90040 84176 77207  Property/Plant/Equipment, Total - Gross 198455 186181 171783 160280  Accumulated Depreciation, Total -105042 -96143 -87609 -83076  Goodwill, Net 8480 8513 7881 8222  Intangibles, Net 6166 3815 3562 3382  Long Term Investments 11160 10184 13534 18916  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 7430 9009 5637 7290  Other Assets, Total 86810 - - -","Property/Plant/Equipment, Total - Net 93413 90040 84176 77207  Property/Plant/Equipment, Total - Gross 198455 186181 171783 160280  Accumulated Depreciation, Total -105042 -96143 -87609 -83076  Goodwill, Net 8480 8513 7881 8222  Intangibles, Net 6166 3815 3562 3382  Long Term Investments 11160 10184 13534 18916  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 7430 9009 5637 7290  Other Assets, Total 86810 - - -","Property/Plant/Equipment, Total - Net 93413 90040 84176 77207  Property/Plant/Equipment, Total - Gross 198455 186181 171783 160280  Accumulated Depreciation, Total -105042 -96143 -87609 -83076  Goodwill, Net 8480 8513 7881 8222  Intangibles, Net 6166 3815 3562 3382  Long Term Investments 11160 10184 13534 18916  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 7430 9009 5637 7290  Other Assets, Total 86810 - - -","Property/Plant/Equipment, Total - Net 93413 90040 84176 77207  Property/Plant/Equipment, Total - Gross 198455 186181 171783 160280  Accumulated Depreciation, Total -105042 -96143 -87609 -83076  Goodwill, Net 8480 8513 7881 8222  Intangibles, Net 6166 3815 3562 3382  Long Term Investments 11160 10184 13534 18916  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 7430 9009 5637 7290  Other Assets, Total 86810 - - -"
"Property/Plant/Equipment, Total - Net",93413,90040,84176,77207
"Property/Plant/Equipment, Total - Gross",198455,186181,171783,160280
"Accumulated Depreciation, Total",-105042,-96143,-87609,-83076
"Goodwill, Net",8480,8513,7881,8222
"Intangibles, Net",6166,3815,3562,3382
Long Term Investments,11160,10184,13534,18916
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",7430,9009,5637,7290
"Other Assets, Total",86810,-,-,-
Total Current Liabilities,47205,45875,48380,48476
