Period Ending:,202231/05,202131/05,202031/05,201931/05
Total Current Assets,1675,1347.29,771.15,920.56
"Cash and Short Term Investments 1362 1056.02 513.86 696.82  Cash - - - -  Cash & Equivalents 1362 1056.02 513.86 696.82  Short Term Investments - - - -  Total Receivables, Net 236 184.97 187.31 159.32  Accounts Receivables - Trade, Net 236 184.97 169.66 159.06  Total Inventory 37 34.47 33.61 31.73  Prepaid Expenses 30 - 31.25 29.12  Other Current Assets, Total 10 71.82 5.12 3.56","Cash and Short Term Investments 1362 1056.02 513.86 696.82  Cash - - - -  Cash & Equivalents 1362 1056.02 513.86 696.82  Short Term Investments - - - -  Total Receivables, Net 236 184.97 187.31 159.32  Accounts Receivables - Trade, Net 236 184.97 169.66 159.06  Total Inventory 37 34.47 33.61 31.73  Prepaid Expenses 30 - 31.25 29.12  Other Current Assets, Total 10 71.82 5.12 3.56","Cash and Short Term Investments 1362 1056.02 513.86 696.82  Cash - - - -  Cash & Equivalents 1362 1056.02 513.86 696.82  Short Term Investments - - - -  Total Receivables, Net 236 184.97 187.31 159.32  Accounts Receivables - Trade, Net 236 184.97 169.66 159.06  Total Inventory 37 34.47 33.61 31.73  Prepaid Expenses 30 - 31.25 29.12  Other Current Assets, Total 10 71.82 5.12 3.56","Cash and Short Term Investments 1362 1056.02 513.86 696.82  Cash - - - -  Cash & Equivalents 1362 1056.02 513.86 696.82  Short Term Investments - - - -  Total Receivables, Net 236 184.97 187.31 159.32  Accounts Receivables - Trade, Net 236 184.97 169.66 159.06  Total Inventory 37 34.47 33.61 31.73  Prepaid Expenses 30 - 31.25 29.12  Other Current Assets, Total 10 71.82 5.12 3.56","Cash and Short Term Investments 1362 1056.02 513.86 696.82  Cash - - - -  Cash & Equivalents 1362 1056.02 513.86 696.82  Short Term Investments - - - -  Total Receivables, Net 236 184.97 187.31 159.32  Accounts Receivables - Trade, Net 236 184.97 169.66 159.06  Total Inventory 37 34.47 33.61 31.73  Prepaid Expenses 30 - 31.25 29.12  Other Current Assets, Total 10 71.82 5.12 3.56"
Cash and Short Term Investments,1362,1056.02,513.86,696.82
Cash,-,-,-,-
Cash & Equivalents,1362,1056.02,513.86,696.82
Short Term Investments,-,-,-,-
"Total Receivables, Net",236,184.97,187.31,159.32
"Accounts Receivables - Trade, Net",236,184.97,169.66,159.06
Total Inventory,37,34.47,33.61,31.73
Prepaid Expenses,30,-,31.25,29.12
"Other Current Assets, Total",10,71.82,5.12,3.56
Total Assets,23273,20883.95,17540.55,16677.5
