Period Ending:,202231/03,202131/03,202031/03,201931/03
Total Current Assets,10869.69,9812.96,9835.7,9789.68
"Cash and Short Term Investments 4606.19 4221.23 4308.79 5028.12  Cash - - - -  Cash & Equivalents 4606.19 4221.23 4308.79 5028.12  Short Term Investments - - - -  Total Receivables, Net 6100.34 5416.15 5318.18 4509.33  Accounts Receivables - Trade, Net 6093.26 5407.3 5303.54 4505.31  Total Inventory 58.42 70.81 89.92 154.32  Prepaid Expenses 96.75 91.3 102.89 72.46  Other Current Assets, Total 7.99 13.47 15.92 25.46","Cash and Short Term Investments 4606.19 4221.23 4308.79 5028.12  Cash - - - -  Cash & Equivalents 4606.19 4221.23 4308.79 5028.12  Short Term Investments - - - -  Total Receivables, Net 6100.34 5416.15 5318.18 4509.33  Accounts Receivables - Trade, Net 6093.26 5407.3 5303.54 4505.31  Total Inventory 58.42 70.81 89.92 154.32  Prepaid Expenses 96.75 91.3 102.89 72.46  Other Current Assets, Total 7.99 13.47 15.92 25.46","Cash and Short Term Investments 4606.19 4221.23 4308.79 5028.12  Cash - - - -  Cash & Equivalents 4606.19 4221.23 4308.79 5028.12  Short Term Investments - - - -  Total Receivables, Net 6100.34 5416.15 5318.18 4509.33  Accounts Receivables - Trade, Net 6093.26 5407.3 5303.54 4505.31  Total Inventory 58.42 70.81 89.92 154.32  Prepaid Expenses 96.75 91.3 102.89 72.46  Other Current Assets, Total 7.99 13.47 15.92 25.46","Cash and Short Term Investments 4606.19 4221.23 4308.79 5028.12  Cash - - - -  Cash & Equivalents 4606.19 4221.23 4308.79 5028.12  Short Term Investments - - - -  Total Receivables, Net 6100.34 5416.15 5318.18 4509.33  Accounts Receivables - Trade, Net 6093.26 5407.3 5303.54 4505.31  Total Inventory 58.42 70.81 89.92 154.32  Prepaid Expenses 96.75 91.3 102.89 72.46  Other Current Assets, Total 7.99 13.47 15.92 25.46","Cash and Short Term Investments 4606.19 4221.23 4308.79 5028.12  Cash - - - -  Cash & Equivalents 4606.19 4221.23 4308.79 5028.12  Short Term Investments - - - -  Total Receivables, Net 6100.34 5416.15 5318.18 4509.33  Accounts Receivables - Trade, Net 6093.26 5407.3 5303.54 4505.31  Total Inventory 58.42 70.81 89.92 154.32  Prepaid Expenses 96.75 91.3 102.89 72.46  Other Current Assets, Total 7.99 13.47 15.92 25.46"
Cash and Short Term Investments,4606.19,4221.23,4308.79,5028.12
Cash,-,-,-,-
Cash & Equivalents,4606.19,4221.23,4308.79,5028.12
Short Term Investments,-,-,-,-
"Total Receivables, Net",6100.34,5416.15,5318.18,4509.33
"Accounts Receivables - Trade, Net",6093.26,5407.3,5303.54,4505.31
Total Inventory,58.42,70.81,89.92,154.32
Prepaid Expenses,96.75,91.3,102.89,72.46
"Other Current Assets, Total",7.99,13.47,15.92,25.46
Total Assets,23372.74,17808.39,15361.88,15991.99
