Period Ending:,202331/01,202231/07,202231/01,202131/07
Total Current Assets,5046,6811,-,6672.71
"Cash and Short Term Investments 2545 4583 - 4469.01  Cash - - - -  Cash & Equivalents 2545 4583 - 4469.01  Short Term Investments - - - -  Total Receivables, Net 254 165 - 148.57  Accounts Receivables - Trade, Net 254 165 - 148.57  Total Inventory - - - -  Prepaid Expenses - - - 142.8  Other Current Assets, Total 2247 2063 - 1912.33","Cash and Short Term Investments 2545 4583 - 4469.01  Cash - - - -  Cash & Equivalents 2545 4583 - 4469.01  Short Term Investments - - - -  Total Receivables, Net 254 165 - 148.57  Accounts Receivables - Trade, Net 254 165 - 148.57  Total Inventory - - - -  Prepaid Expenses - - - 142.8  Other Current Assets, Total 2247 2063 - 1912.33","Cash and Short Term Investments 2545 4583 - 4469.01  Cash - - - -  Cash & Equivalents 2545 4583 - 4469.01  Short Term Investments - - - -  Total Receivables, Net 254 165 - 148.57  Accounts Receivables - Trade, Net 254 165 - 148.57  Total Inventory - - - -  Prepaid Expenses - - - 142.8  Other Current Assets, Total 2247 2063 - 1912.33","Cash and Short Term Investments 2545 4583 - 4469.01  Cash - - - -  Cash & Equivalents 2545 4583 - 4469.01  Short Term Investments - - - -  Total Receivables, Net 254 165 - 148.57  Accounts Receivables - Trade, Net 254 165 - 148.57  Total Inventory - - - -  Prepaid Expenses - - - 142.8  Other Current Assets, Total 2247 2063 - 1912.33","Cash and Short Term Investments 2545 4583 - 4469.01  Cash - - - -  Cash & Equivalents 2545 4583 - 4469.01  Short Term Investments - - - -  Total Receivables, Net 254 165 - 148.57  Accounts Receivables - Trade, Net 254 165 - 148.57  Total Inventory - - - -  Prepaid Expenses - - - 142.8  Other Current Assets, Total 2247 2063 - 1912.33"
Cash and Short Term Investments,2545,4583,-,4469.01
Cash,-,-,-,-
Cash & Equivalents,2545,4583,-,4469.01
Short Term Investments,-,-,-,-
"Total Receivables, Net",254,165,-,148.57
"Accounts Receivables - Trade, Net",254,165,-,148.57
Total Inventory,-,-,-,-
Prepaid Expenses,-,-,-,142.8
"Other Current Assets, Total",2247,2063,-,1912.33
Total Assets,59766,59356,-,58929.82
"Property/Plant/Equipment, Total - Net 54648 52445 - 36284.4  Property/Plant/Equipment, Total - Gross 54654 52451 - 36445.06  Accumulated Depreciation, Total - - - -160.67  Goodwill, Net - - - -  Intangibles, Net - - - -  Long Term Investments - - - 15786.59  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 65 92 - 186.11  Other Assets, Total 2000 1906 - -","Property/Plant/Equipment, Total - Net 54648 52445 - 36284.4  Property/Plant/Equipment, Total - Gross 54654 52451 - 36445.06  Accumulated Depreciation, Total - - - -160.67  Goodwill, Net - - - -  Intangibles, Net - - - -  Long Term Investments - - - 15786.59  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 65 92 - 186.11  Other Assets, Total 2000 1906 - -","Property/Plant/Equipment, Total - Net 54648 52445 - 36284.4  Property/Plant/Equipment, Total - Gross 54654 52451 - 36445.06  Accumulated Depreciation, Total - - - -160.67  Goodwill, Net - - - -  Intangibles, Net - - - -  Long Term Investments - - - 15786.59  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 65 92 - 186.11  Other Assets, Total 2000 1906 - -","Property/Plant/Equipment, Total - Net 54648 52445 - 36284.4  Property/Plant/Equipment, Total - Gross 54654 52451 - 36445.06  Accumulated Depreciation, Total - - - -160.67  Goodwill, Net - - - -  Intangibles, Net - - - -  Long Term Investments - - - 15786.59  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 65 92 - 186.11  Other Assets, Total 2000 1906 - -","Property/Plant/Equipment, Total - Net 54648 52445 - 36284.4  Property/Plant/Equipment, Total - Gross 54654 52451 - 36445.06  Accumulated Depreciation, Total - - - -160.67  Goodwill, Net - - - -  Intangibles, Net - - - -  Long Term Investments - - - 15786.59  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 65 92 - 186.11  Other Assets, Total 2000 1906 - -"
"Property/Plant/Equipment, Total - Net",54648,52445,-,36284.4
"Property/Plant/Equipment, Total - Gross",54654,52451,-,36445.06
"Accumulated Depreciation, Total",-,-,-,-160.67
"Goodwill, Net",-,-,-,-
"Intangibles, Net",-,-,-,-
Long Term Investments,-,-,-,15786.59
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",65,92,-,186.11
"Other Assets, Total",2000,1906,-,-
Total Current Liabilities,18766,14094,-,7796.3
"Accounts Payable 421 240 - 176.47  Payable/Accrued - - - -  Accrued Expenses 11 12 - 28.46  Notes Payable/Short Term Debt 9250 7450 - 7000  Current Port. of LT Debt/Capital Leases 9000 6300 - 450  Other Current liabilities, Total 84 92 - 141.37","Accounts Payable 421 240 - 176.47  Payable/Accrued - - - -  Accrued Expenses 11 12 - 28.46  Notes Payable/Short Term Debt 9250 7450 - 7000  Current Port. of LT Debt/Capital Leases 9000 6300 - 450  Other Current liabilities, Total 84 92 - 141.37","Accounts Payable 421 240 - 176.47  Payable/Accrued - - - -  Accrued Expenses 11 12 - 28.46  Notes Payable/Short Term Debt 9250 7450 - 7000  Current Port. of LT Debt/Capital Leases 9000 6300 - 450  Other Current liabilities, Total 84 92 - 141.37","Accounts Payable 421 240 - 176.47  Payable/Accrued - - - -  Accrued Expenses 11 12 - 28.46  Notes Payable/Short Term Debt 9250 7450 - 7000  Current Port. of LT Debt/Capital Leases 9000 6300 - 450  Other Current liabilities, Total 84 92 - 141.37","Accounts Payable 421 240 - 176.47  Payable/Accrued - - - -  Accrued Expenses 11 12 - 28.46  Notes Payable/Short Term Debt 9250 7450 - 7000  Current Port. of LT Debt/Capital Leases 9000 6300 - 450  Other Current liabilities, Total 84 92 - 141.37"
Accounts Payable,421,240,-,176.47
Payable/Accrued,-,-,-,-
Accrued Expenses,11,12,-,28.46
Notes Payable/Short Term Debt,9250,7450,-,7000
Current Port. of LT Debt/Capital Leases,9000,6300,-,450
"Other Current liabilities, Total",84,92,-,141.37
Total Liabilities,27598,27397,-,27063.17
"Total Long Term Debt 8090 12590 - 18520  Long Term Debt 8090 12590 - 18520  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -8508 -6737 - 746.87","Total Long Term Debt 8090 12590 - 18520  Long Term Debt 8090 12590 - 18520  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -8508 -6737 - 746.87","Total Long Term Debt 8090 12590 - 18520  Long Term Debt 8090 12590 - 18520  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -8508 -6737 - 746.87","Total Long Term Debt 8090 12590 - 18520  Long Term Debt 8090 12590 - 18520  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -8508 -6737 - 746.87","Total Long Term Debt 8090 12590 - 18520  Long Term Debt 8090 12590 - 18520  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -8508 -6737 - 746.87"
Total Long Term Debt,8090,12590,-,18520
Long Term Debt,8090,12590,-,18520
Capital Lease Obligations,-,-,-,-
Deferred Income Tax,-,-,-,-
Minority Interest,-,-,-,-
"Other Liabilities, Total",-8508,-6737,-,746.87
Total Equity,32168,31959,-,31866.65
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 31597 31597 - 31597.62  Additional Paid-In Capital - - - -  Retained Earnings (Accumulated Deficit) 571 361 - 269.03  Treasury Stock - Common - - - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total - 1 - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 31597 31597 - 31597.62  Additional Paid-In Capital - - - -  Retained Earnings (Accumulated Deficit) 571 361 - 269.03  Treasury Stock - Common - - - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total - 1 - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 31597 31597 - 31597.62  Additional Paid-In Capital - - - -  Retained Earnings (Accumulated Deficit) 571 361 - 269.03  Treasury Stock - Common - - - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total - 1 - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 31597 31597 - 31597.62  Additional Paid-In Capital - - - -  Retained Earnings (Accumulated Deficit) 571 361 - 269.03  Treasury Stock - Common - - - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total - 1 - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 31597 31597 - 31597.62  Additional Paid-In Capital - - - -  Retained Earnings (Accumulated Deficit) 571 361 - 269.03  Treasury Stock - Common - - - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total - 1 - -"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",31597,31597,-,31597.62
Additional Paid-In Capital,-,-,-,-
Retained Earnings (Accumulated Deficit),571,361,-,269.03
Treasury Stock - Common,-,-,-,-
ESOP Debt Guarantee,-,-,-,-
Unrealized Gain (Loss),-,-,-,-
"Other Equity, Total",-,1,-,-
Total Liabilities & Shareholders' Equity,59766,59356,-,58929.82
Total Common Shares Outstanding,0.255,0.255,-,0.25
Total Preferred Shares Outstanding,-,-,-,-
