Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,1384618,1292664,1024112,933537
"Cash and Short Term Investments 186098 204483 223414 207899  Cash - - 213540 201049  Cash & Equivalents 186098 199655 219524 206986  Short Term Investments - 4828 3890 913  Total Receivables, Net 603484 580413 472475 426473  Accounts Receivables - Trade, Net 592948 572123 402382 362080  Total Inventory 519348 457372 296631 278185  Prepaid Expenses - 13791 10364 11064  Other Current Assets, Total 75688 36605 21228 10187","Cash and Short Term Investments 186098 204483 223414 207899  Cash - - 213540 201049  Cash & Equivalents 186098 199655 219524 206986  Short Term Investments - 4828 3890 913  Total Receivables, Net 603484 580413 472475 426473  Accounts Receivables - Trade, Net 592948 572123 402382 362080  Total Inventory 519348 457372 296631 278185  Prepaid Expenses - 13791 10364 11064  Other Current Assets, Total 75688 36605 21228 10187","Cash and Short Term Investments 186098 204483 223414 207899  Cash - - 213540 201049  Cash & Equivalents 186098 199655 219524 206986  Short Term Investments - 4828 3890 913  Total Receivables, Net 603484 580413 472475 426473  Accounts Receivables - Trade, Net 592948 572123 402382 362080  Total Inventory 519348 457372 296631 278185  Prepaid Expenses - 13791 10364 11064  Other Current Assets, Total 75688 36605 21228 10187","Cash and Short Term Investments 186098 204483 223414 207899  Cash - - 213540 201049  Cash & Equivalents 186098 199655 219524 206986  Short Term Investments - 4828 3890 913  Total Receivables, Net 603484 580413 472475 426473  Accounts Receivables - Trade, Net 592948 572123 402382 362080  Total Inventory 519348 457372 296631 278185  Prepaid Expenses - 13791 10364 11064  Other Current Assets, Total 75688 36605 21228 10187","Cash and Short Term Investments 186098 204483 223414 207899  Cash - - 213540 201049  Cash & Equivalents 186098 199655 219524 206986  Short Term Investments - 4828 3890 913  Total Receivables, Net 603484 580413 472475 426473  Accounts Receivables - Trade, Net 592948 572123 402382 362080  Total Inventory 519348 457372 296631 278185  Prepaid Expenses - 13791 10364 11064  Other Current Assets, Total 75688 36605 21228 10187"
Cash and Short Term Investments,186098,204483,223414,207899
Cash,-,-,213540,201049
Cash & Equivalents,186098,199655,219524,206986
Short Term Investments,-,4828,3890,913
"Total Receivables, Net",603484,580413,472475,426473
"Accounts Receivables - Trade, Net",592948,572123,402382,362080
Total Inventory,519348,457372,296631,278185
Prepaid Expenses,-,13791,10364,11064
"Other Current Assets, Total",75688,36605,21228,10187
Total Assets,2872591,2679594,2256067,2122493
"Property/Plant/Equipment, Total - Net 835691 765986 663149 633970  Property/Plant/Equipment, Total - Gross - - 1248632 1156295  Accumulated Depreciation, Total - - -585483 -522691  Goodwill, Net 363480 339904 320020 310487  Intangibles, Net 221740 214498 195565 191653  Long Term Investments 29040 45480 21782 17773  Note Receivable - Long Term 10536 8290 70093 64393  Other Long Term Assets, Total 25931 37849 13207 14110  Other Assets, Total 3643 -60546 -132494 -116496","Property/Plant/Equipment, Total - Net 835691 765986 663149 633970  Property/Plant/Equipment, Total - Gross - - 1248632 1156295  Accumulated Depreciation, Total - - -585483 -522691  Goodwill, Net 363480 339904 320020 310487  Intangibles, Net 221740 214498 195565 191653  Long Term Investments 29040 45480 21782 17773  Note Receivable - Long Term 10536 8290 70093 64393  Other Long Term Assets, Total 25931 37849 13207 14110  Other Assets, Total 3643 -60546 -132494 -116496","Property/Plant/Equipment, Total - Net 835691 765986 663149 633970  Property/Plant/Equipment, Total - Gross - - 1248632 1156295  Accumulated Depreciation, Total - - -585483 -522691  Goodwill, Net 363480 339904 320020 310487  Intangibles, Net 221740 214498 195565 191653  Long Term Investments 29040 45480 21782 17773  Note Receivable - Long Term 10536 8290 70093 64393  Other Long Term Assets, Total 25931 37849 13207 14110  Other Assets, Total 3643 -60546 -132494 -116496","Property/Plant/Equipment, Total - Net 835691 765986 663149 633970  Property/Plant/Equipment, Total - Gross - - 1248632 1156295  Accumulated Depreciation, Total - - -585483 -522691  Goodwill, Net 363480 339904 320020 310487  Intangibles, Net 221740 214498 195565 191653  Long Term Investments 29040 45480 21782 17773  Note Receivable - Long Term 10536 8290 70093 64393  Other Long Term Assets, Total 25931 37849 13207 14110  Other Assets, Total 3643 -60546 -132494 -116496","Property/Plant/Equipment, Total - Net 835691 765986 663149 633970  Property/Plant/Equipment, Total - Gross - - 1248632 1156295  Accumulated Depreciation, Total - - -585483 -522691  Goodwill, Net 363480 339904 320020 310487  Intangibles, Net 221740 214498 195565 191653  Long Term Investments 29040 45480 21782 17773  Note Receivable - Long Term 10536 8290 70093 64393  Other Long Term Assets, Total 25931 37849 13207 14110  Other Assets, Total 3643 -60546 -132494 -116496"
"Property/Plant/Equipment, Total - Net",835691,765986,663149,633970
"Property/Plant/Equipment, Total - Gross",-,-,1248632,1156295
"Accumulated Depreciation, Total",-,-,-585483,-522691
"Goodwill, Net",363480,339904,320020,310487
