Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,5661,6062,5641.28,3581.87
"Cash and Short Term Investments 4149 4329 3669.06 2005.63  Cash - - - -  Cash & Equivalents 3944 4329 3669.06 2005.63  Short Term Investments 205 - - -  Total Receivables, Net 1179 1273 1499.26 893.65  Accounts Receivables - Trade, Net 1052 843 876.42 893.65  Total Inventory 84 66 53.41 79.85  Prepaid Expenses 164 164 163.45 212.4  Other Current Assets, Total 85 230 256.11 390.34","Cash and Short Term Investments 4149 4329 3669.06 2005.63  Cash - - - -  Cash & Equivalents 3944 4329 3669.06 2005.63  Short Term Investments 205 - - -  Total Receivables, Net 1179 1273 1499.26 893.65  Accounts Receivables - Trade, Net 1052 843 876.42 893.65  Total Inventory 84 66 53.41 79.85  Prepaid Expenses 164 164 163.45 212.4  Other Current Assets, Total 85 230 256.11 390.34","Cash and Short Term Investments 4149 4329 3669.06 2005.63  Cash - - - -  Cash & Equivalents 3944 4329 3669.06 2005.63  Short Term Investments 205 - - -  Total Receivables, Net 1179 1273 1499.26 893.65  Accounts Receivables - Trade, Net 1052 843 876.42 893.65  Total Inventory 84 66 53.41 79.85  Prepaid Expenses 164 164 163.45 212.4  Other Current Assets, Total 85 230 256.11 390.34","Cash and Short Term Investments 4149 4329 3669.06 2005.63  Cash - - - -  Cash & Equivalents 3944 4329 3669.06 2005.63  Short Term Investments 205 - - -  Total Receivables, Net 1179 1273 1499.26 893.65  Accounts Receivables - Trade, Net 1052 843 876.42 893.65  Total Inventory 84 66 53.41 79.85  Prepaid Expenses 164 164 163.45 212.4  Other Current Assets, Total 85 230 256.11 390.34","Cash and Short Term Investments 4149 4329 3669.06 2005.63  Cash - - - -  Cash & Equivalents 3944 4329 3669.06 2005.63  Short Term Investments 205 - - -  Total Receivables, Net 1179 1273 1499.26 893.65  Accounts Receivables - Trade, Net 1052 843 876.42 893.65  Total Inventory 84 66 53.41 79.85  Prepaid Expenses 164 164 163.45 212.4  Other Current Assets, Total 85 230 256.11 390.34"
Cash and Short Term Investments,4149,4329,3669.06,2005.63
Cash,-,-,-,-
Cash & Equivalents,3944,4329,3669.06,2005.63
Short Term Investments,205,-,-,-
"Total Receivables, Net",1179,1273,1499.26,893.65
"Accounts Receivables - Trade, Net",1052,843,876.42,893.65
Total Inventory,84,66,53.41,79.85
Prepaid Expenses,164,164,163.45,212.4
"Other Current Assets, Total",85,230,256.11,390.34
Total Assets,9602,9809,9106.05,8816.55
"Property/Plant/Equipment, Total - Net 1209 984 1283.21 2790.12  Property/Plant/Equipment, Total - Gross - 6486 6826.14 8822.94  Accumulated Depreciation, Total - -5504 -5542.92 -6032.81  Goodwill, Net - - - 35.98  Intangibles, Net 120 121 110.5 34.35  Long Term Investments 1752 32 36.21 2.72  Note Receivable - Long Term 127 7 21.91 25.9  Other Long Term Assets, Total 1 2603 2012.92 2345.6  Other Assets, Total 54 - - -","Property/Plant/Equipment, Total - Net 1209 984 1283.21 2790.12  Property/Plant/Equipment, Total - Gross - 6486 6826.14 8822.94  Accumulated Depreciation, Total - -5504 -5542.92 -6032.81  Goodwill, Net - - - 35.98  Intangibles, Net 120 121 110.5 34.35  Long Term Investments 1752 32 36.21 2.72  Note Receivable - Long Term 127 7 21.91 25.9  Other Long Term Assets, Total 1 2603 2012.92 2345.6  Other Assets, Total 54 - - -","Property/Plant/Equipment, Total - Net 1209 984 1283.21 2790.12  Property/Plant/Equipment, Total - Gross - 6486 6826.14 8822.94  Accumulated Depreciation, Total - -5504 -5542.92 -6032.81  Goodwill, Net - - - 35.98  Intangibles, Net 120 121 110.5 34.35  Long Term Investments 1752 32 36.21 2.72  Note Receivable - Long Term 127 7 21.91 25.9  Other Long Term Assets, Total 1 2603 2012.92 2345.6  Other Assets, Total 54 - - -","Property/Plant/Equipment, Total - Net 1209 984 1283.21 2790.12  Property/Plant/Equipment, Total - Gross - 6486 6826.14 8822.94  Accumulated Depreciation, Total - -5504 -5542.92 -6032.81  Goodwill, Net - - - 35.98  Intangibles, Net 120 121 110.5 34.35  Long Term Investments 1752 32 36.21 2.72  Note Receivable - Long Term 127 7 21.91 25.9  Other Long Term Assets, Total 1 2603 2012.92 2345.6  Other Assets, Total 54 - - -","Property/Plant/Equipment, Total - Net 1209 984 1283.21 2790.12  Property/Plant/Equipment, Total - Gross - 6486 6826.14 8822.94  Accumulated Depreciation, Total - -5504 -5542.92 -6032.81  Goodwill, Net - - - 35.98  Intangibles, Net 120 121 110.5 34.35  Long Term Investments 1752 32 36.21 2.72  Note Receivable - Long Term 127 7 21.91 25.9  Other Long Term Assets, Total 1 2603 2012.92 2345.6  Other Assets, Total 54 - - -"
"Property/Plant/Equipment, Total - Net",1209,984,1283.21,2790.12
"Property/Plant/Equipment, Total - Gross",-,6486,6826.14,8822.94
"Accumulated Depreciation, Total",-,-5504,-5542.92,-6032.81
"Goodwill, Net",-,-,-,35.98
"Intangibles, Net",120,121,110.5,34.35
Long Term Investments,1752,32,36.21,2.72
Note Receivable - Long Term,127,7,21.91,25.9
"Other Long Term Assets, Total",1,2603,2012.92,2345.6
"Other Assets, Total",54,-,-,-
Total Current Liabilities,3475,3360,5423.93,3118.03
"Accounts Payable 973 795 680.33 902.92  Payable/Accrued - - - -  Accrued Expenses 75 68 75.19 69.58  Notes Payable/Short Term Debt - - 3000 600  Current Port. of LT Debt/Capital Leases 644 668 293.14 310.69  Other Current liabilities, Total 1783 1829 1375.27 1234.84","Accounts Payable 973 795 680.33 902.92  Payable/Accrued - - - -  Accrued Expenses 75 68 75.19 69.58  Notes Payable/Short Term Debt - - 3000 600  Current Port. of LT Debt/Capital Leases 644 668 293.14 310.69  Other Current liabilities, Total 1783 1829 1375.27 1234.84","Accounts Payable 973 795 680.33 902.92  Payable/Accrued - - - -  Accrued Expenses 75 68 75.19 69.58  Notes Payable/Short Term Debt - - 3000 600  Current Port. of LT Debt/Capital Leases 644 668 293.14 310.69  Other Current liabilities, Total 1783 1829 1375.27 1234.84","Accounts Payable 973 795 680.33 902.92  Payable/Accrued - - - -  Accrued Expenses 75 68 75.19 69.58  Notes Payable/Short Term Debt - - 3000 600  Current Port. of LT Debt/Capital Leases 644 668 293.14 310.69  Other Current liabilities, Total 1783 1829 1375.27 1234.84","Accounts Payable 973 795 680.33 902.92  Payable/Accrued - - - -  Accrued Expenses 75 68 75.19 69.58  Notes Payable/Short Term Debt - - 3000 600  Current Port. of LT Debt/Capital Leases 644 668 293.14 310.69  Other Current liabilities, Total 1783 1829 1375.27 1234.84"
Accounts Payable,973,795,680.33,902.92
Payable/Accrued,-,-,-,-
Accrued Expenses,75,68,75.19,69.58
Notes Payable/Short Term Debt,-,-,3000,600
Current Port. of LT Debt/Capital Leases,644,668,293.14,310.69
"Other Current liabilities, Total",1783,1829,1375.27,1234.84
Total Liabilities,5889,6470,7702.41,5537.19
"Total Long Term Debt 1003 1647 614.7 807.56  Long Term Debt 1000 1640 578 720  Capital Lease Obligations 3 7 36.7 87.56  Deferred Income Tax - - - -  Minority Interest 120 76 69.26 68.41  Other Liabilities, Total 1291 1387 1594.53 1543.19","Total Long Term Debt 1003 1647 614.7 807.56  Long Term Debt 1000 1640 578 720  Capital Lease Obligations 3 7 36.7 87.56  Deferred Income Tax - - - -  Minority Interest 120 76 69.26 68.41  Other Liabilities, Total 1291 1387 1594.53 1543.19","Total Long Term Debt 1003 1647 614.7 807.56  Long Term Debt 1000 1640 578 720  Capital Lease Obligations 3 7 36.7 87.56  Deferred Income Tax - - - -  Minority Interest 120 76 69.26 68.41  Other Liabilities, Total 1291 1387 1594.53 1543.19","Total Long Term Debt 1003 1647 614.7 807.56  Long Term Debt 1000 1640 578 720  Capital Lease Obligations 3 7 36.7 87.56  Deferred Income Tax - - - -  Minority Interest 120 76 69.26 68.41  Other Liabilities, Total 1291 1387 1594.53 1543.19","Total Long Term Debt 1003 1647 614.7 807.56  Long Term Debt 1000 1640 578 720  Capital Lease Obligations 3 7 36.7 87.56  Deferred Income Tax - - - -  Minority Interest 120 76 69.26 68.41  Other Liabilities, Total 1291 1387 1594.53 1543.19"
Total Long Term Debt,1003,1647,614.7,807.56
Long Term Debt,1000,1640,578,720
Capital Lease Obligations,3,7,36.7,87.56
Deferred Income Tax,-,-,-,-
Minority Interest,120,76,69.26,68.41
"Other Liabilities, Total",1291,1387,1594.53,1543.19
Total Equity,3713,3339,1403.63,3279.36
"Redeemable Preferred Stock, Total - 3000 3000 -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 3029 1529 1522.8 1522.8  Additional Paid-In Capital 2785 1271 1440.97 1440.97  Retained Earnings (Accumulated Deficit) -2376 -2548 -4615.95 234.56  Treasury Stock - Common - - -0.29 -0.29  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - 0.73 -0.15  Other Equity, Total 275 87 55.38 81.47","Redeemable Preferred Stock, Total - 3000 3000 -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 3029 1529 1522.8 1522.8  Additional Paid-In Capital 2785 1271 1440.97 1440.97  Retained Earnings (Accumulated Deficit) -2376 -2548 -4615.95 234.56  Treasury Stock - Common - - -0.29 -0.29  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - 0.73 -0.15  Other Equity, Total 275 87 55.38 81.47","Redeemable Preferred Stock, Total - 3000 3000 -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 3029 1529 1522.8 1522.8  Additional Paid-In Capital 2785 1271 1440.97 1440.97  Retained Earnings (Accumulated Deficit) -2376 -2548 -4615.95 234.56  Treasury Stock - Common - - -0.29 -0.29  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - 0.73 -0.15  Other Equity, Total 275 87 55.38 81.47","Redeemable Preferred Stock, Total - 3000 3000 -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 3029 1529 1522.8 1522.8  Additional Paid-In Capital 2785 1271 1440.97 1440.97  Retained Earnings (Accumulated Deficit) -2376 -2548 -4615.95 234.56  Treasury Stock - Common - - -0.29 -0.29  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - 0.73 -0.15  Other Equity, Total 275 87 55.38 81.47","Redeemable Preferred Stock, Total - 3000 3000 -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 3029 1529 1522.8 1522.8  Additional Paid-In Capital 2785 1271 1440.97 1440.97  Retained Earnings (Accumulated Deficit) -2376 -2548 -4615.95 234.56  Treasury Stock - Common - - -0.29 -0.29  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - 0.73 -0.15  Other Equity, Total 275 87 55.38 81.47"
"Redeemable Preferred Stock, Total",-,3000,3000,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",3029,1529,1522.8,1522.8
Additional Paid-In Capital,2785,1271,1440.97,1440.97
Retained Earnings (Accumulated Deficit),-2376,-2548,-4615.95,234.56
Treasury Stock - Common,-,-,-0.29,-0.29
ESOP Debt Guarantee,-,-,-,-
Unrealized Gain (Loss),-,-,0.73,-0.15
"Other Equity, Total",275,87,55.38,81.47
Total Liabilities & Shareholders' Equity,-,9809,9106.05,8816.55
Total Common Shares Outstanding,7.24,7.24,7.24,7.25
Total Preferred Shares Outstanding,-,-,-,-
