Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,11894,11272,11327.78,6502.98
"Cash and Short Term Investments 9683 9457 9333.47 4709.39  Cash - - - -  Cash & Equivalents 9683 9457 9333.47 4709.39  Short Term Investments - - - -  Total Receivables, Net 1096 1217 1309.61 1219.59  Accounts Receivables - Trade, Net 1096 1217 1159.32 1219.59  Total Inventory 283 145 166.19 139.9  Prepaid Expenses 355 342 317.02 271.02  Other Current Assets, Total 477 111 201.5 163.08","Cash and Short Term Investments 9683 9457 9333.47 4709.39  Cash - - - -  Cash & Equivalents 9683 9457 9333.47 4709.39  Short Term Investments - - - -  Total Receivables, Net 1096 1217 1309.61 1219.59  Accounts Receivables - Trade, Net 1096 1217 1159.32 1219.59  Total Inventory 283 145 166.19 139.9  Prepaid Expenses 355 342 317.02 271.02  Other Current Assets, Total 477 111 201.5 163.08","Cash and Short Term Investments 9683 9457 9333.47 4709.39  Cash - - - -  Cash & Equivalents 9683 9457 9333.47 4709.39  Short Term Investments - - - -  Total Receivables, Net 1096 1217 1309.61 1219.59  Accounts Receivables - Trade, Net 1096 1217 1159.32 1219.59  Total Inventory 283 145 166.19 139.9  Prepaid Expenses 355 342 317.02 271.02  Other Current Assets, Total 477 111 201.5 163.08","Cash and Short Term Investments 9683 9457 9333.47 4709.39  Cash - - - -  Cash & Equivalents 9683 9457 9333.47 4709.39  Short Term Investments - - - -  Total Receivables, Net 1096 1217 1309.61 1219.59  Accounts Receivables - Trade, Net 1096 1217 1159.32 1219.59  Total Inventory 283 145 166.19 139.9  Prepaid Expenses 355 342 317.02 271.02  Other Current Assets, Total 477 111 201.5 163.08","Cash and Short Term Investments 9683 9457 9333.47 4709.39  Cash - - - -  Cash & Equivalents 9683 9457 9333.47 4709.39  Short Term Investments - - - -  Total Receivables, Net 1096 1217 1309.61 1219.59  Accounts Receivables - Trade, Net 1096 1217 1159.32 1219.59  Total Inventory 283 145 166.19 139.9  Prepaid Expenses 355 342 317.02 271.02  Other Current Assets, Total 477 111 201.5 163.08"
Cash and Short Term Investments,9683,9457,9333.47,4709.39
Cash,-,-,-,-
Cash & Equivalents,9683,9457,9333.47,4709.39
Short Term Investments,-,-,-,-
"Total Receivables, Net",1096,1217,1309.61,1219.59
"Accounts Receivables - Trade, Net",1096,1217,1159.32,1219.59
Total Inventory,283,145,166.19,139.9
Prepaid Expenses,355,342,317.02,271.02
"Other Current Assets, Total",477,111,201.5,163.08
Total Assets,21195,21429,21093.55,15624.24
"Property/Plant/Equipment, Total - Net 6226 7028 6614.3 6319.47  Property/Plant/Equipment, Total - Gross - 11195.66 9848.66 8543.73  Accumulated Depreciation, Total - -4167.32 -3234.37 -2224.26  Goodwill, Net 98 92 117.11 81.03  Intangibles, Net 43 81 116.02 133.89  Long Term Investments 1984 2017 1.03 0.68  Note Receivable - Long Term - 251.49 226.13 194.45  Other Long Term Assets, Total 1 1 2691.17 2391.75  Other Assets, Total 613 -23 - -","Property/Plant/Equipment, Total - Net 6226 7028 6614.3 6319.47  Property/Plant/Equipment, Total - Gross - 11195.66 9848.66 8543.73  Accumulated Depreciation, Total - -4167.32 -3234.37 -2224.26  Goodwill, Net 98 92 117.11 81.03  Intangibles, Net 43 81 116.02 133.89  Long Term Investments 1984 2017 1.03 0.68  Note Receivable - Long Term - 251.49 226.13 194.45  Other Long Term Assets, Total 1 1 2691.17 2391.75  Other Assets, Total 613 -23 - -","Property/Plant/Equipment, Total - Net 6226 7028 6614.3 6319.47  Property/Plant/Equipment, Total - Gross - 11195.66 9848.66 8543.73  Accumulated Depreciation, Total - -4167.32 -3234.37 -2224.26  Goodwill, Net 98 92 117.11 81.03  Intangibles, Net 43 81 116.02 133.89  Long Term Investments 1984 2017 1.03 0.68  Note Receivable - Long Term - 251.49 226.13 194.45  Other Long Term Assets, Total 1 1 2691.17 2391.75  Other Assets, Total 613 -23 - -","Property/Plant/Equipment, Total - Net 6226 7028 6614.3 6319.47  Property/Plant/Equipment, Total - Gross - 11195.66 9848.66 8543.73  Accumulated Depreciation, Total - -4167.32 -3234.37 -2224.26  Goodwill, Net 98 92 117.11 81.03  Intangibles, Net 43 81 116.02 133.89  Long Term Investments 1984 2017 1.03 0.68  Note Receivable - Long Term - 251.49 226.13 194.45  Other Long Term Assets, Total 1 1 2691.17 2391.75  Other Assets, Total 613 -23 - -","Property/Plant/Equipment, Total - Net 6226 7028 6614.3 6319.47  Property/Plant/Equipment, Total - Gross - 11195.66 9848.66 8543.73  Accumulated Depreciation, Total - -4167.32 -3234.37 -2224.26  Goodwill, Net 98 92 117.11 81.03  Intangibles, Net 43 81 116.02 133.89  Long Term Investments 1984 2017 1.03 0.68  Note Receivable - Long Term - 251.49 226.13 194.45  Other Long Term Assets, Total 1 1 2691.17 2391.75  Other Assets, Total 613 -23 - -"
"Property/Plant/Equipment, Total - Net",6226,7028,6614.3,6319.47
"Property/Plant/Equipment, Total - Gross",-,11195.66,9848.66,8543.73
"Accumulated Depreciation, Total",-,-4167.32,-3234.37,-2224.26
"Goodwill, Net",98,92,117.11,81.03
"Intangibles, Net",43,81,116.02,133.89
Long Term Investments,1984,2017,1.03,0.68
Note Receivable - Long Term,-,251.49,226.13,194.45
"Other Long Term Assets, Total",1,1,2691.17,2391.75
"Other Assets, Total",613,-23,-,-
Total Current Liabilities,5445,5677,4853.09,4569.65
"Accounts Payable 52 126 172.88 77.34  Payable/Accrued - - - -  Accrued Expenses 224 172 161.21 146.21  Notes Payable/Short Term Debt - - - 52.32  Current Port. of LT Debt/Capital Leases 1569 1635 2679.56 1874.99  Other Current liabilities, Total 3600 3744 1839.45 2418.77","Accounts Payable 52 126 172.88 77.34  Payable/Accrued - - - -  Accrued Expenses 224 172 161.21 146.21  Notes Payable/Short Term Debt - - - 52.32  Current Port. of LT Debt/Capital Leases 1569 1635 2679.56 1874.99  Other Current liabilities, Total 3600 3744 1839.45 2418.77","Accounts Payable 52 126 172.88 77.34  Payable/Accrued - - - -  Accrued Expenses 224 172 161.21 146.21  Notes Payable/Short Term Debt - - - 52.32  Current Port. of LT Debt/Capital Leases 1569 1635 2679.56 1874.99  Other Current liabilities, Total 3600 3744 1839.45 2418.77","Accounts Payable 52 126 172.88 77.34  Payable/Accrued - - - -  Accrued Expenses 224 172 161.21 146.21  Notes Payable/Short Term Debt - - - 52.32  Current Port. of LT Debt/Capital Leases 1569 1635 2679.56 1874.99  Other Current liabilities, Total 3600 3744 1839.45 2418.77","Accounts Payable 52 126 172.88 77.34  Payable/Accrued - - - -  Accrued Expenses 224 172 161.21 146.21  Notes Payable/Short Term Debt - - - 52.32  Current Port. of LT Debt/Capital Leases 1569 1635 2679.56 1874.99  Other Current liabilities, Total 3600 3744 1839.45 2418.77"
Accounts Payable,52,126,172.88,77.34
Payable/Accrued,-,-,-,-
Accrued Expenses,224,172,161.21,146.21
Notes Payable/Short Term Debt,-,-,-,52.32
Current Port. of LT Debt/Capital Leases,1569,1635,2679.56,1874.99
