Period Ending:,202131/12,202031/12,201931/12,201831/12
Total Current Assets,1253.27,1098.41,425.35,246
"Cash and Short Term Investments 1052.18 899.05 356.91 204.15  Cash - - - -  Cash & Equivalents 1052.18 899.05 356.91 204.15  Short Term Investments - - - -  Total Receivables, Net 154.11 124.92 51.12 28.54  Accounts Receivables - Trade, Net 154.11 124.92 51.12 28.54  Total Inventory - - - -  Prepaid Expenses - - 17.08 13.29  Other Current Assets, Total 46.98 74.44 0.23 0.02","Cash and Short Term Investments 1052.18 899.05 356.91 204.15  Cash - - - -  Cash & Equivalents 1052.18 899.05 356.91 204.15  Short Term Investments - - - -  Total Receivables, Net 154.11 124.92 51.12 28.54  Accounts Receivables - Trade, Net 154.11 124.92 51.12 28.54  Total Inventory - - - -  Prepaid Expenses - - 17.08 13.29  Other Current Assets, Total 46.98 74.44 0.23 0.02","Cash and Short Term Investments 1052.18 899.05 356.91 204.15  Cash - - - -  Cash & Equivalents 1052.18 899.05 356.91 204.15  Short Term Investments - - - -  Total Receivables, Net 154.11 124.92 51.12 28.54  Accounts Receivables - Trade, Net 154.11 124.92 51.12 28.54  Total Inventory - - - -  Prepaid Expenses - - 17.08 13.29  Other Current Assets, Total 46.98 74.44 0.23 0.02","Cash and Short Term Investments 1052.18 899.05 356.91 204.15  Cash - - - -  Cash & Equivalents 1052.18 899.05 356.91 204.15  Short Term Investments - - - -  Total Receivables, Net 154.11 124.92 51.12 28.54  Accounts Receivables - Trade, Net 154.11 124.92 51.12 28.54  Total Inventory - - - -  Prepaid Expenses - - 17.08 13.29  Other Current Assets, Total 46.98 74.44 0.23 0.02","Cash and Short Term Investments 1052.18 899.05 356.91 204.15  Cash - - - -  Cash & Equivalents 1052.18 899.05 356.91 204.15  Short Term Investments - - - -  Total Receivables, Net 154.11 124.92 51.12 28.54  Accounts Receivables - Trade, Net 154.11 124.92 51.12 28.54  Total Inventory - - - -  Prepaid Expenses - - 17.08 13.29  Other Current Assets, Total 46.98 74.44 0.23 0.02"
Cash and Short Term Investments,1052.18,899.05,356.91,204.15
Cash,-,-,-,-
Cash & Equivalents,1052.18,899.05,356.91,204.15
Short Term Investments,-,-,-,-
"Total Receivables, Net",154.11,124.92,51.12,28.54
"Accounts Receivables - Trade, Net",154.11,124.92,51.12,28.54
Total Inventory,-,-,-,-
Prepaid Expenses,-,-,17.08,13.29
"Other Current Assets, Total",46.98,74.44,0.23,0.02
Total Assets,1710.02,1499.18,498.82,288.64
