Period Ending:,202231/10,202131/10,202031/10,201931/10
Total Current Assets,5536,5404,6674.66,4471.46
"Cash and Short Term Investments 4729 4566 5952.81 4154.73  Cash - - - -  Cash & Equivalents 4729 4566 5952.81 4154.73  Short Term Investments - - - -  Total Receivables, Net 509 650 629.08 277.8  Accounts Receivables - Trade, Net 509 650 629.08 277.8  Total Inventory 1 47 43.66 2  Prepaid Expenses - - - 33.92  Other Current Assets, Total 297 141 49.1 3.01","Cash and Short Term Investments 4729 4566 5952.81 4154.73  Cash - - - -  Cash & Equivalents 4729 4566 5952.81 4154.73  Short Term Investments - - - -  Total Receivables, Net 509 650 629.08 277.8  Accounts Receivables - Trade, Net 509 650 629.08 277.8  Total Inventory 1 47 43.66 2  Prepaid Expenses - - - 33.92  Other Current Assets, Total 297 141 49.1 3.01","Cash and Short Term Investments 4729 4566 5952.81 4154.73  Cash - - - -  Cash & Equivalents 4729 4566 5952.81 4154.73  Short Term Investments - - - -  Total Receivables, Net 509 650 629.08 277.8  Accounts Receivables - Trade, Net 509 650 629.08 277.8  Total Inventory 1 47 43.66 2  Prepaid Expenses - - - 33.92  Other Current Assets, Total 297 141 49.1 3.01","Cash and Short Term Investments 4729 4566 5952.81 4154.73  Cash - - - -  Cash & Equivalents 4729 4566 5952.81 4154.73  Short Term Investments - - - -  Total Receivables, Net 509 650 629.08 277.8  Accounts Receivables - Trade, Net 509 650 629.08 277.8  Total Inventory 1 47 43.66 2  Prepaid Expenses - - - 33.92  Other Current Assets, Total 297 141 49.1 3.01","Cash and Short Term Investments 4729 4566 5952.81 4154.73  Cash - - - -  Cash & Equivalents 4729 4566 5952.81 4154.73  Short Term Investments - - - -  Total Receivables, Net 509 650 629.08 277.8  Accounts Receivables - Trade, Net 509 650 629.08 277.8  Total Inventory 1 47 43.66 2  Prepaid Expenses - - - 33.92  Other Current Assets, Total 297 141 49.1 3.01"
Cash and Short Term Investments,4729,4566,5952.81,4154.73
Cash,-,-,-,-
Cash & Equivalents,4729,4566,5952.81,4154.73
Short Term Investments,-,-,-,-
"Total Receivables, Net",509,650,629.08,277.8
"Accounts Receivables - Trade, Net",509,650,629.08,277.8
Total Inventory,1,47,43.66,2
Prepaid Expenses,-,-,-,33.92
"Other Current Assets, Total",297,141,49.1,3.01
Total Assets,9322,8892,7522.71,4718.76
"Property/Plant/Equipment, Total - Net 70 79 44.75 50.23  Property/Plant/Equipment, Total - Gross - 92.75 76.65 75.23  Accumulated Depreciation, Total - -13.51 -31.9 -25  Goodwill, Net 307 338 369.05 -  Intangibles, Net 27 315 47.79 5.72  Long Term Investments 3369 2703 263.01 94.66  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2 123.44 96.69  Other Assets, Total -199 -411 - -","Property/Plant/Equipment, Total - Net 70 79 44.75 50.23  Property/Plant/Equipment, Total - Gross - 92.75 76.65 75.23  Accumulated Depreciation, Total - -13.51 -31.9 -25  Goodwill, Net 307 338 369.05 -  Intangibles, Net 27 315 47.79 5.72  Long Term Investments 3369 2703 263.01 94.66  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2 123.44 96.69  Other Assets, Total -199 -411 - -","Property/Plant/Equipment, Total - Net 70 79 44.75 50.23  Property/Plant/Equipment, Total - Gross - 92.75 76.65 75.23  Accumulated Depreciation, Total - -13.51 -31.9 -25  Goodwill, Net 307 338 369.05 -  Intangibles, Net 27 315 47.79 5.72  Long Term Investments 3369 2703 263.01 94.66  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2 123.44 96.69  Other Assets, Total -199 -411 - -","Property/Plant/Equipment, Total - Net 70 79 44.75 50.23  Property/Plant/Equipment, Total - Gross - 92.75 76.65 75.23  Accumulated Depreciation, Total - -13.51 -31.9 -25  Goodwill, Net 307 338 369.05 -  Intangibles, Net 27 315 47.79 5.72  Long Term Investments 3369 2703 263.01 94.66  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2 123.44 96.69  Other Assets, Total -199 -411 - -","Property/Plant/Equipment, Total - Net 70 79 44.75 50.23  Property/Plant/Equipment, Total - Gross - 92.75 76.65 75.23  Accumulated Depreciation, Total - -13.51 -31.9 -25  Goodwill, Net 307 338 369.05 -  Intangibles, Net 27 315 47.79 5.72  Long Term Investments 3369 2703 263.01 94.66  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2 123.44 96.69  Other Assets, Total -199 -411 - -"
"Property/Plant/Equipment, Total - Net",70,79,44.75,50.23
"Property/Plant/Equipment, Total - Gross",-,92.75,76.65,75.23
"Accumulated Depreciation, Total",-,-13.51,-31.9,-25
"Goodwill, Net",307,338,369.05,-
"Intangibles, Net",27,315,47.79,5.72
Long Term Investments,3369,2703,263.01,94.66
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",1,2,123.44,96.69
"Other Assets, Total",-199,-411,-,-
Total Current Liabilities,1012,818,912.7,689.48
