Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,1134,1154,1043.48,979.97
"Cash and Short Term Investments 676 635 475.31 280.19  Cash - - - -  Cash & Equivalents 676 635 475.31 280.19  Short Term Investments - - - -  Total Receivables, Net 420 455 516.92 495.84  Accounts Receivables - Trade, Net 397 421 499.51 455.87  Total Inventory - 10 11.95 167.95  Prepaid Expenses 33 44 33.44 17.73  Other Current Assets, Total 5 10 5.85 18.27","Cash and Short Term Investments 676 635 475.31 280.19  Cash - - - -  Cash & Equivalents 676 635 475.31 280.19  Short Term Investments - - - -  Total Receivables, Net 420 455 516.92 495.84  Accounts Receivables - Trade, Net 397 421 499.51 455.87  Total Inventory - 10 11.95 167.95  Prepaid Expenses 33 44 33.44 17.73  Other Current Assets, Total 5 10 5.85 18.27","Cash and Short Term Investments 676 635 475.31 280.19  Cash - - - -  Cash & Equivalents 676 635 475.31 280.19  Short Term Investments - - - -  Total Receivables, Net 420 455 516.92 495.84  Accounts Receivables - Trade, Net 397 421 499.51 455.87  Total Inventory - 10 11.95 167.95  Prepaid Expenses 33 44 33.44 17.73  Other Current Assets, Total 5 10 5.85 18.27","Cash and Short Term Investments 676 635 475.31 280.19  Cash - - - -  Cash & Equivalents 676 635 475.31 280.19  Short Term Investments - - - -  Total Receivables, Net 420 455 516.92 495.84  Accounts Receivables - Trade, Net 397 421 499.51 455.87  Total Inventory - 10 11.95 167.95  Prepaid Expenses 33 44 33.44 17.73  Other Current Assets, Total 5 10 5.85 18.27","Cash and Short Term Investments 676 635 475.31 280.19  Cash - - - -  Cash & Equivalents 676 635 475.31 280.19  Short Term Investments - - - -  Total Receivables, Net 420 455 516.92 495.84  Accounts Receivables - Trade, Net 397 421 499.51 455.87  Total Inventory - 10 11.95 167.95  Prepaid Expenses 33 44 33.44 17.73  Other Current Assets, Total 5 10 5.85 18.27"
Cash and Short Term Investments,676,635,475.31,280.19
Cash,-,-,-,-
Cash & Equivalents,676,635,475.31,280.19
Short Term Investments,-,-,-,-
"Total Receivables, Net",420,455,516.92,495.84
"Accounts Receivables - Trade, Net",397,421,499.51,455.87
Total Inventory,-,10,11.95,167.95
Prepaid Expenses,33,44,33.44,17.73
