Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,5776518,5535208,4715017,5735145
"Cash and Short Term Investments 724407 1160496 1289764 3360129  Cash - - - -  Cash & Equivalents 724407 1160496 1289764 1512357  Short Term Investments - 509974 529664 1847772  Total Receivables, Net 1777939 1628521 1365493 1191026  Accounts Receivables - Trade, Net 1777939 1628521 1365493 1002920  Total Inventory 1468042 874007 636668 589969  Prepaid Expenses - - 538540 594021  Other Current Assets, Total 1806130 1872184 1423092 -","Cash and Short Term Investments 724407 1160496 1289764 3360129  Cash - - - -  Cash & Equivalents 724407 1160496 1289764 1512357  Short Term Investments - 509974 529664 1847772  Total Receivables, Net 1777939 1628521 1365493 1191026  Accounts Receivables - Trade, Net 1777939 1628521 1365493 1002920  Total Inventory 1468042 874007 636668 589969  Prepaid Expenses - - 538540 594021  Other Current Assets, Total 1806130 1872184 1423092 -","Cash and Short Term Investments 724407 1160496 1289764 3360129  Cash - - - -  Cash & Equivalents 724407 1160496 1289764 1512357  Short Term Investments - 509974 529664 1847772  Total Receivables, Net 1777939 1628521 1365493 1191026  Accounts Receivables - Trade, Net 1777939 1628521 1365493 1002920  Total Inventory 1468042 874007 636668 589969  Prepaid Expenses - - 538540 594021  Other Current Assets, Total 1806130 1872184 1423092 -","Cash and Short Term Investments 724407 1160496 1289764 3360129  Cash - - - -  Cash & Equivalents 724407 1160496 1289764 1512357  Short Term Investments - 509974 529664 1847772  Total Receivables, Net 1777939 1628521 1365493 1191026  Accounts Receivables - Trade, Net 1777939 1628521 1365493 1002920  Total Inventory 1468042 874007 636668 589969  Prepaid Expenses - - 538540 594021  Other Current Assets, Total 1806130 1872184 1423092 -","Cash and Short Term Investments 724407 1160496 1289764 3360129  Cash - - - -  Cash & Equivalents 724407 1160496 1289764 1512357  Short Term Investments - 509974 529664 1847772  Total Receivables, Net 1777939 1628521 1365493 1191026  Accounts Receivables - Trade, Net 1777939 1628521 1365493 1002920  Total Inventory 1468042 874007 636668 589969  Prepaid Expenses - - 538540 594021  Other Current Assets, Total 1806130 1872184 1423092 -"
Cash and Short Term Investments,724407,1160496,1289764,3360129
Cash,-,-,-,-
Cash & Equivalents,724407,1160496,1289764,1512357
Short Term Investments,-,509974,529664,1847772
"Total Receivables, Net",1777939,1628521,1365493,1191026
"Accounts Receivables - Trade, Net",1777939,1628521,1365493,1002920
Total Inventory,1468042,874007,636668,589969
Prepaid Expenses,-,-,538540,594021
"Other Current Assets, Total",1806130,1872184,1423092,-
Total Assets,32041222,30480967,27507843,23039343
