Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,2702,3066.41,2781.26,2172.31
"Cash and Short Term Investments 1206 1570.76 1263.42 842.86  Cash - - - -  Cash & Equivalents 1206 1570.76 1263.42 842.86  Short Term Investments - - - -  Total Receivables, Net 1368 1466.62 1486.83 1300.08  Accounts Receivables - Trade, Net 1368 1465.47 1482.87 1214.96  Total Inventory - - - -  Prepaid Expenses 44 26.46 30.92 29.08  Other Current Assets, Total 84 2.57 0.09 0.28","Cash and Short Term Investments 1206 1570.76 1263.42 842.86  Cash - - - -  Cash & Equivalents 1206 1570.76 1263.42 842.86  Short Term Investments - - - -  Total Receivables, Net 1368 1466.62 1486.83 1300.08  Accounts Receivables - Trade, Net 1368 1465.47 1482.87 1214.96  Total Inventory - - - -  Prepaid Expenses 44 26.46 30.92 29.08  Other Current Assets, Total 84 2.57 0.09 0.28","Cash and Short Term Investments 1206 1570.76 1263.42 842.86  Cash - - - -  Cash & Equivalents 1206 1570.76 1263.42 842.86  Short Term Investments - - - -  Total Receivables, Net 1368 1466.62 1486.83 1300.08  Accounts Receivables - Trade, Net 1368 1465.47 1482.87 1214.96  Total Inventory - - - -  Prepaid Expenses 44 26.46 30.92 29.08  Other Current Assets, Total 84 2.57 0.09 0.28","Cash and Short Term Investments 1206 1570.76 1263.42 842.86  Cash - - - -  Cash & Equivalents 1206 1570.76 1263.42 842.86  Short Term Investments - - - -  Total Receivables, Net 1368 1466.62 1486.83 1300.08  Accounts Receivables - Trade, Net 1368 1465.47 1482.87 1214.96  Total Inventory - - - -  Prepaid Expenses 44 26.46 30.92 29.08  Other Current Assets, Total 84 2.57 0.09 0.28","Cash and Short Term Investments 1206 1570.76 1263.42 842.86  Cash - - - -  Cash & Equivalents 1206 1570.76 1263.42 842.86  Short Term Investments - - - -  Total Receivables, Net 1368 1466.62 1486.83 1300.08  Accounts Receivables - Trade, Net 1368 1465.47 1482.87 1214.96  Total Inventory - - - -  Prepaid Expenses 44 26.46 30.92 29.08  Other Current Assets, Total 84 2.57 0.09 0.28"
Cash and Short Term Investments,1206,1570.76,1263.42,842.86
Cash,-,-,-,-
Cash & Equivalents,1206,1570.76,1263.42,842.86
Short Term Investments,-,-,-,-
"Total Receivables, Net",1368,1466.62,1486.83,1300.08
"Accounts Receivables - Trade, Net",1368,1465.47,1482.87,1214.96
Total Inventory,-,-,-,-
Prepaid Expenses,44,26.46,30.92,29.08
"Other Current Assets, Total",84,2.57,0.09,0.28
Total Assets,2976,3312.01,3020.57,2512.13
