Period Ending:,202231/07,202131/07,202031/07,201931/07
Total Current Assets,92273,76790,49324.07,36245.35
"Cash and Short Term Investments 36806 19473 14466.13 9032.95  Cash - - - -  Cash & Equivalents 36806 19473 14466.13 9032.95  Short Term Investments - - - -  Total Receivables, Net 1162 1157 612.48 689.63  Accounts Receivables - Trade, Net 1162 1157 612.48 689.63  Total Inventory 46536 52263 29111.7 24601.36  Prepaid Expenses 1482 1360 4430.19 782.65  Other Current Assets, Total 6287 2537 703.58 1138.76","Cash and Short Term Investments 36806 19473 14466.13 9032.95  Cash - - - -  Cash & Equivalents 36806 19473 14466.13 9032.95  Short Term Investments - - - -  Total Receivables, Net 1162 1157 612.48 689.63  Accounts Receivables - Trade, Net 1162 1157 612.48 689.63  Total Inventory 46536 52263 29111.7 24601.36  Prepaid Expenses 1482 1360 4430.19 782.65  Other Current Assets, Total 6287 2537 703.58 1138.76","Cash and Short Term Investments 36806 19473 14466.13 9032.95  Cash - - - -  Cash & Equivalents 36806 19473 14466.13 9032.95  Short Term Investments - - - -  Total Receivables, Net 1162 1157 612.48 689.63  Accounts Receivables - Trade, Net 1162 1157 612.48 689.63  Total Inventory 46536 52263 29111.7 24601.36  Prepaid Expenses 1482 1360 4430.19 782.65  Other Current Assets, Total 6287 2537 703.58 1138.76","Cash and Short Term Investments 36806 19473 14466.13 9032.95  Cash - - - -  Cash & Equivalents 36806 19473 14466.13 9032.95  Short Term Investments - - - -  Total Receivables, Net 1162 1157 612.48 689.63  Accounts Receivables - Trade, Net 1162 1157 612.48 689.63  Total Inventory 46536 52263 29111.7 24601.36  Prepaid Expenses 1482 1360 4430.19 782.65  Other Current Assets, Total 6287 2537 703.58 1138.76","Cash and Short Term Investments 36806 19473 14466.13 9032.95  Cash - - - -  Cash & Equivalents 36806 19473 14466.13 9032.95  Short Term Investments - - - -  Total Receivables, Net 1162 1157 612.48 689.63  Accounts Receivables - Trade, Net 1162 1157 612.48 689.63  Total Inventory 46536 52263 29111.7 24601.36  Prepaid Expenses 1482 1360 4430.19 782.65  Other Current Assets, Total 6287 2537 703.58 1138.76"
Cash and Short Term Investments,36806,19473,14466.13,9032.95
Cash,-,-,-,-
Cash & Equivalents,36806,19473,14466.13,9032.95
Short Term Investments,-,-,-,-
"Total Receivables, Net",1162,1157,612.48,689.63
"Accounts Receivables - Trade, Net",1162,1157,612.48,689.63
Total Inventory,46536,52263,29111.7,24601.36
Prepaid Expenses,1482,1360,4430.19,782.65
