Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Current Assets,1910,1689.48,1515.69,909.11
"Cash and Short Term Investments 1459 1350.95 1168.01 584.85  Cash - - - -  Cash & Equivalents 1459 1350.95 1168.01 584.85  Short Term Investments - - - -  Total Receivables, Net 419 322.85 303.62 314.47  Accounts Receivables - Trade, Net 419 322.85 303.62 314.47  Total Inventory 2 5.64 3.28 1.04  Prepaid Expenses - - - 8.45  Other Current Assets, Total 30 10.05 40.79 0.3","Cash and Short Term Investments 1459 1350.95 1168.01 584.85  Cash - - - -  Cash & Equivalents 1459 1350.95 1168.01 584.85  Short Term Investments - - - -  Total Receivables, Net 419 322.85 303.62 314.47  Accounts Receivables - Trade, Net 419 322.85 303.62 314.47  Total Inventory 2 5.64 3.28 1.04  Prepaid Expenses - - - 8.45  Other Current Assets, Total 30 10.05 40.79 0.3","Cash and Short Term Investments 1459 1350.95 1168.01 584.85  Cash - - - -  Cash & Equivalents 1459 1350.95 1168.01 584.85  Short Term Investments - - - -  Total Receivables, Net 419 322.85 303.62 314.47  Accounts Receivables - Trade, Net 419 322.85 303.62 314.47  Total Inventory 2 5.64 3.28 1.04  Prepaid Expenses - - - 8.45  Other Current Assets, Total 30 10.05 40.79 0.3","Cash and Short Term Investments 1459 1350.95 1168.01 584.85  Cash - - - -  Cash & Equivalents 1459 1350.95 1168.01 584.85  Short Term Investments - - - -  Total Receivables, Net 419 322.85 303.62 314.47  Accounts Receivables - Trade, Net 419 322.85 303.62 314.47  Total Inventory 2 5.64 3.28 1.04  Prepaid Expenses - - - 8.45  Other Current Assets, Total 30 10.05 40.79 0.3","Cash and Short Term Investments 1459 1350.95 1168.01 584.85  Cash - - - -  Cash & Equivalents 1459 1350.95 1168.01 584.85  Short Term Investments - - - -  Total Receivables, Net 419 322.85 303.62 314.47  Accounts Receivables - Trade, Net 419 322.85 303.62 314.47  Total Inventory 2 5.64 3.28 1.04  Prepaid Expenses - - - 8.45  Other Current Assets, Total 30 10.05 40.79 0.3"
Cash and Short Term Investments,1459,1350.95,1168.01,584.85
Cash,-,-,-,-
Cash & Equivalents,1459,1350.95,1168.01,584.85
Short Term Investments,-,-,-,-
"Total Receivables, Net",419,322.85,303.62,314.47
"Accounts Receivables - Trade, Net",419,322.85,303.62,314.47
Total Inventory,2,5.64,3.28,1.04
Prepaid Expenses,-,-,-,8.45
"Other Current Assets, Total",30,10.05,40.79,0.3
Total Assets,1987,1755.24,1611.55,968.49
"Property/Plant/Equipment, Total - Net 10 9.77 11.12 3.49  Property/Plant/Equipment, Total - Gross - 35.53 35.07 25.72  Accumulated Depreciation, Total - -25.76 -23.95 -22.23  Goodwill, Net - - - -  Intangibles, Net - 1.41 2.05 1.93  Long Term Investments 50 - 32.82 -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 54.59 49.87 53.96  Other Assets, Total -372 - - -","Property/Plant/Equipment, Total - Net 10 9.77 11.12 3.49  Property/Plant/Equipment, Total - Gross - 35.53 35.07 25.72  Accumulated Depreciation, Total - -25.76 -23.95 -22.23  Goodwill, Net - - - -  Intangibles, Net - 1.41 2.05 1.93  Long Term Investments 50 - 32.82 -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 54.59 49.87 53.96  Other Assets, Total -372 - - -","Property/Plant/Equipment, Total - Net 10 9.77 11.12 3.49  Property/Plant/Equipment, Total - Gross - 35.53 35.07 25.72  Accumulated Depreciation, Total - -25.76 -23.95 -22.23  Goodwill, Net - - - -  Intangibles, Net - 1.41 2.05 1.93  Long Term Investments 50 - 32.82 -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 54.59 49.87 53.96  Other Assets, Total -372 - - -","Property/Plant/Equipment, Total - Net 10 9.77 11.12 3.49  Property/Plant/Equipment, Total - Gross - 35.53 35.07 25.72  Accumulated Depreciation, Total - -25.76 -23.95 -22.23  Goodwill, Net - - - -  Intangibles, Net - 1.41 2.05 1.93  Long Term Investments 50 - 32.82 -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 54.59 49.87 53.96  Other Assets, Total -372 - - -","Property/Plant/Equipment, Total - Net 10 9.77 11.12 3.49  Property/Plant/Equipment, Total - Gross - 35.53 35.07 25.72  Accumulated Depreciation, Total - -25.76 -23.95 -22.23  Goodwill, Net - - - -  Intangibles, Net - 1.41 2.05 1.93  Long Term Investments 50 - 32.82 -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 54.59 49.87 53.96  Other Assets, Total -372 - - -"
"Property/Plant/Equipment, Total - Net",10,9.77,11.12,3.49
"Property/Plant/Equipment, Total - Gross",-,35.53,35.07,25.72
"Accumulated Depreciation, Total",-,-25.76,-23.95,-22.23
"Goodwill, Net",-,-,-,-
"Intangibles, Net",-,1.41,2.05,1.93
Long Term Investments,50,-,32.82,-
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",2,54.59,49.87,53.96
"Other Assets, Total",-372,-,-,-
Total Current Liabilities,462,333.99,274.19,338.09
"Accounts Payable 329 224.98 193.19 198.79  Payable/Accrued - - - -  Accrued Expenses 28 23 14.96 29.2  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases - - - -  Other Current liabilities, Total 105 86.02 66.03 110.11","Accounts Payable 329 224.98 193.19 198.79  Payable/Accrued - - - -  Accrued Expenses 28 23 14.96 29.2  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases - - - -  Other Current liabilities, Total 105 86.02 66.03 110.11","Accounts Payable 329 224.98 193.19 198.79  Payable/Accrued - - - -  Accrued Expenses 28 23 14.96 29.2  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases - - - -  Other Current liabilities, Total 105 86.02 66.03 110.11","Accounts Payable 329 224.98 193.19 198.79  Payable/Accrued - - - -  Accrued Expenses 28 23 14.96 29.2  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases - - - -  Other Current liabilities, Total 105 86.02 66.03 110.11","Accounts Payable 329 224.98 193.19 198.79  Payable/Accrued - - - -  Accrued Expenses 28 23 14.96 29.2  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases - - - -  Other Current liabilities, Total 105 86.02 66.03 110.11"
Accounts Payable,329,224.98,193.19,198.79
Payable/Accrued,-,-,-,-
Accrued Expenses,28,23,14.96,29.2
Notes Payable/Short Term Debt,-,-,-,-
Current Port. of LT Debt/Capital Leases,-,-,-,-
"Other Current liabilities, Total",105,86.02,66.03,110.11
Total Liabilities,569,464.23,409.77,342.81
"Total Long Term Debt 100 100 100 -  Long Term Debt 100 100 100 -  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest 19 23.94 29.29 -  Other Liabilities, Total -112 6.3 6.3 4.72","Total Long Term Debt 100 100 100 -  Long Term Debt 100 100 100 -  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest 19 23.94 29.29 -  Other Liabilities, Total -112 6.3 6.3 4.72","Total Long Term Debt 100 100 100 -  Long Term Debt 100 100 100 -  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest 19 23.94 29.29 -  Other Liabilities, Total -112 6.3 6.3 4.72","Total Long Term Debt 100 100 100 -  Long Term Debt 100 100 100 -  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest 19 23.94 29.29 -  Other Liabilities, Total -112 6.3 6.3 4.72","Total Long Term Debt 100 100 100 -  Long Term Debt 100 100 100 -  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest 19 23.94 29.29 -  Other Liabilities, Total -112 6.3 6.3 4.72"
Total Long Term Debt,100,100,100,-
Long Term Debt,100,100,100,-
Capital Lease Obligations,-,-,-,-
Deferred Income Tax,-,-,-,-
Minority Interest,19,23.94,29.29,-
"Other Liabilities, Total",-112,6.3,6.3,4.72
Total Equity,1418,1291.01,1201.78,625.68
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 469 453.49 428.02 150  Additional Paid-In Capital 449 433.49 408.02 130  Retained Earnings (Accumulated Deficit) 479 404.12 365.73 345.68  Treasury Stock - Common - -0.09 - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 21 - - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 469 453.49 428.02 150  Additional Paid-In Capital 449 433.49 408.02 130  Retained Earnings (Accumulated Deficit) 479 404.12 365.73 345.68  Treasury Stock - Common - -0.09 - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 21 - - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 469 453.49 428.02 150  Additional Paid-In Capital 449 433.49 408.02 130  Retained Earnings (Accumulated Deficit) 479 404.12 365.73 345.68  Treasury Stock - Common - -0.09 - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 21 - - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 469 453.49 428.02 150  Additional Paid-In Capital 449 433.49 408.02 130  Retained Earnings (Accumulated Deficit) 479 404.12 365.73 345.68  Treasury Stock - Common - -0.09 - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 21 - - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 469 453.49 428.02 150  Additional Paid-In Capital 449 433.49 408.02 130  Retained Earnings (Accumulated Deficit) 479 404.12 365.73 345.68  Treasury Stock - Common - -0.09 - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 21 - - -"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",469,453.49,428.02,150
Additional Paid-In Capital,449,433.49,408.02,130
Retained Earnings (Accumulated Deficit),479,404.12,365.73,345.68
Treasury Stock - Common,-,-0.09,-,-
ESOP Debt Guarantee,-,-,-,-
Unrealized Gain (Loss),-,-,-,-
"Other Equity, Total",21,-,-,-
