Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Current Assets,3705,3513,2851.05,3048.85
"Cash and Short Term Investments 1838 1862 1525.01 1498.06  Cash - - - -  Cash & Equivalents 1838 1749 1525.01 1498.06  Short Term Investments - 113 - -  Total Receivables, Net 1080 1034 808.96 967.68  Accounts Receivables - Trade, Net 1080 1034 774.85 967.68  Total Inventory 556 381 340.2 383.17  Prepaid Expenses 25 15 22.48 15.57  Other Current Assets, Total 206 221 154.4 184.37","Cash and Short Term Investments 1838 1862 1525.01 1498.06  Cash - - - -  Cash & Equivalents 1838 1749 1525.01 1498.06  Short Term Investments - 113 - -  Total Receivables, Net 1080 1034 808.96 967.68  Accounts Receivables - Trade, Net 1080 1034 774.85 967.68  Total Inventory 556 381 340.2 383.17  Prepaid Expenses 25 15 22.48 15.57  Other Current Assets, Total 206 221 154.4 184.37","Cash and Short Term Investments 1838 1862 1525.01 1498.06  Cash - - - -  Cash & Equivalents 1838 1749 1525.01 1498.06  Short Term Investments - 113 - -  Total Receivables, Net 1080 1034 808.96 967.68  Accounts Receivables - Trade, Net 1080 1034 774.85 967.68  Total Inventory 556 381 340.2 383.17  Prepaid Expenses 25 15 22.48 15.57  Other Current Assets, Total 206 221 154.4 184.37","Cash and Short Term Investments 1838 1862 1525.01 1498.06  Cash - - - -  Cash & Equivalents 1838 1749 1525.01 1498.06  Short Term Investments - 113 - -  Total Receivables, Net 1080 1034 808.96 967.68  Accounts Receivables - Trade, Net 1080 1034 774.85 967.68  Total Inventory 556 381 340.2 383.17  Prepaid Expenses 25 15 22.48 15.57  Other Current Assets, Total 206 221 154.4 184.37","Cash and Short Term Investments 1838 1862 1525.01 1498.06  Cash - - - -  Cash & Equivalents 1838 1749 1525.01 1498.06  Short Term Investments - 113 - -  Total Receivables, Net 1080 1034 808.96 967.68  Accounts Receivables - Trade, Net 1080 1034 774.85 967.68  Total Inventory 556 381 340.2 383.17  Prepaid Expenses 25 15 22.48 15.57  Other Current Assets, Total 206 221 154.4 184.37"
Cash and Short Term Investments,1838,1862,1525.01,1498.06
Cash,-,-,-,-
Cash & Equivalents,1838,1749,1525.01,1498.06
Short Term Investments,-,113,-,-
"Total Receivables, Net",1080,1034,808.96,967.68
"Accounts Receivables - Trade, Net",1080,1034,774.85,967.68
Total Inventory,556,381,340.2,383.17
Prepaid Expenses,25,15,22.48,15.57
"Other Current Assets, Total",206,221,154.4,184.37
Total Assets,5928,5732,5136.48,5319.98
"Property/Plant/Equipment, Total - Net 1922 1930 1937.41 1969.09  Property/Plant/Equipment, Total - Gross - 5688.89 5626.26 5558.23  Accumulated Depreciation, Total - -3757.99 -3688.84 -3589.14  Goodwill, Net - - - -  Intangibles, Net 74 89 57.86 12.55  Long Term Investments 224 198 122.34 165.22  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 3 2 167.82 124.26  Other Assets, Total -318 -319 - -","Property/Plant/Equipment, Total - Net 1922 1930 1937.41 1969.09  Property/Plant/Equipment, Total - Gross - 5688.89 5626.26 5558.23  Accumulated Depreciation, Total - -3757.99 -3688.84 -3589.14  Goodwill, Net - - - -  Intangibles, Net 74 89 57.86 12.55  Long Term Investments 224 198 122.34 165.22  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 3 2 167.82 124.26  Other Assets, Total -318 -319 - -","Property/Plant/Equipment, Total - Net 1922 1930 1937.41 1969.09  Property/Plant/Equipment, Total - Gross - 5688.89 5626.26 5558.23  Accumulated Depreciation, Total - -3757.99 -3688.84 -3589.14  Goodwill, Net - - - -  Intangibles, Net 74 89 57.86 12.55  Long Term Investments 224 198 122.34 165.22  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 3 2 167.82 124.26  Other Assets, Total -318 -319 - -","Property/Plant/Equipment, Total - Net 1922 1930 1937.41 1969.09  Property/Plant/Equipment, Total - Gross - 5688.89 5626.26 5558.23  Accumulated Depreciation, Total - -3757.99 -3688.84 -3589.14  Goodwill, Net - - - -  Intangibles, Net 74 89 57.86 12.55  Long Term Investments 224 198 122.34 165.22  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 3 2 167.82 124.26  Other Assets, Total -318 -319 - -","Property/Plant/Equipment, Total - Net 1922 1930 1937.41 1969.09  Property/Plant/Equipment, Total - Gross - 5688.89 5626.26 5558.23  Accumulated Depreciation, Total - -3757.99 -3688.84 -3589.14  Goodwill, Net - - - -  Intangibles, Net 74 89 57.86 12.55  Long Term Investments 224 198 122.34 165.22  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 3 2 167.82 124.26  Other Assets, Total -318 -319 - -"
