Period Ending:,202231/07,202131/07,202031/07,201931/07
Total Current Assets,11516,12479.88,6477.76,2882.38
"Cash and Short Term Investments 2973 6061.06 1902.42 719.06  Cash - - - -  Cash & Equivalents 2973 6061.06 1902.42 719.06  Short Term Investments - - - -  Total Receivables, Net 3071 3399.56 2504.71 1576.67  Accounts Receivables - Trade, Net 3071 3399.56 2504.71 1576.67  Total Inventory 4361 2699.15 1985.78 520.41  Prepaid Expenses 418 183.22 75.72 65.93  Other Current Assets, Total 693 136.89 9.12 0.3","Cash and Short Term Investments 2973 6061.06 1902.42 719.06  Cash - - - -  Cash & Equivalents 2973 6061.06 1902.42 719.06  Short Term Investments - - - -  Total Receivables, Net 3071 3399.56 2504.71 1576.67  Accounts Receivables - Trade, Net 3071 3399.56 2504.71 1576.67  Total Inventory 4361 2699.15 1985.78 520.41  Prepaid Expenses 418 183.22 75.72 65.93  Other Current Assets, Total 693 136.89 9.12 0.3","Cash and Short Term Investments 2973 6061.06 1902.42 719.06  Cash - - - -  Cash & Equivalents 2973 6061.06 1902.42 719.06  Short Term Investments - - - -  Total Receivables, Net 3071 3399.56 2504.71 1576.67  Accounts Receivables - Trade, Net 3071 3399.56 2504.71 1576.67  Total Inventory 4361 2699.15 1985.78 520.41  Prepaid Expenses 418 183.22 75.72 65.93  Other Current Assets, Total 693 136.89 9.12 0.3","Cash and Short Term Investments 2973 6061.06 1902.42 719.06  Cash - - - -  Cash & Equivalents 2973 6061.06 1902.42 719.06  Short Term Investments - - - -  Total Receivables, Net 3071 3399.56 2504.71 1576.67  Accounts Receivables - Trade, Net 3071 3399.56 2504.71 1576.67  Total Inventory 4361 2699.15 1985.78 520.41  Prepaid Expenses 418 183.22 75.72 65.93  Other Current Assets, Total 693 136.89 9.12 0.3","Cash and Short Term Investments 2973 6061.06 1902.42 719.06  Cash - - - -  Cash & Equivalents 2973 6061.06 1902.42 719.06  Short Term Investments - - - -  Total Receivables, Net 3071 3399.56 2504.71 1576.67  Accounts Receivables - Trade, Net 3071 3399.56 2504.71 1576.67  Total Inventory 4361 2699.15 1985.78 520.41  Prepaid Expenses 418 183.22 75.72 65.93  Other Current Assets, Total 693 136.89 9.12 0.3"
Cash and Short Term Investments,2973,6061.06,1902.42,719.06
Cash,-,-,-,-
Cash & Equivalents,2973,6061.06,1902.42,719.06
Short Term Investments,-,-,-,-
"Total Receivables, Net",3071,3399.56,2504.71,1576.67
"Accounts Receivables - Trade, Net",3071,3399.56,2504.71,1576.67
Total Inventory,4361,2699.15,1985.78,520.41
Prepaid Expenses,418,183.22,75.72,65.93
"Other Current Assets, Total",693,136.89,9.12,0.3
Total Assets,12300,13071.33,6848.06,3045.72
"Property/Plant/Equipment, Total - Net 110 120.5 124.15 16.08  Property/Plant/Equipment, Total - Gross - 148.46 136.51 33.49  Accumulated Depreciation, Total - -27.96 -12.35 -17.41  Goodwill, Net - - - -  Intangibles, Net 266 149.6 90.45 63.09  Long Term Investments 327 10.01 - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 311.34 155.69 84.18  Other Assets, Total 2063 - - -","Property/Plant/Equipment, Total - Net 110 120.5 124.15 16.08  Property/Plant/Equipment, Total - Gross - 148.46 136.51 33.49  Accumulated Depreciation, Total - -27.96 -12.35 -17.41  Goodwill, Net - - - -  Intangibles, Net 266 149.6 90.45 63.09  Long Term Investments 327 10.01 - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 311.34 155.69 84.18  Other Assets, Total 2063 - - -","Property/Plant/Equipment, Total - Net 110 120.5 124.15 16.08  Property/Plant/Equipment, Total - Gross - 148.46 136.51 33.49  Accumulated Depreciation, Total - -27.96 -12.35 -17.41  Goodwill, Net - - - -  Intangibles, Net 266 149.6 90.45 63.09  Long Term Investments 327 10.01 - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 311.34 155.69 84.18  Other Assets, Total 2063 - - -","Property/Plant/Equipment, Total - Net 110 120.5 124.15 16.08  Property/Plant/Equipment, Total - Gross - 148.46 136.51 33.49  Accumulated Depreciation, Total - -27.96 -12.35 -17.41  Goodwill, Net - - - -  Intangibles, Net 266 149.6 90.45 63.09  Long Term Investments 327 10.01 - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 311.34 155.69 84.18  Other Assets, Total 2063 - - -","Property/Plant/Equipment, Total - Net 110 120.5 124.15 16.08  Property/Plant/Equipment, Total - Gross - 148.46 136.51 33.49  Accumulated Depreciation, Total - -27.96 -12.35 -17.41  Goodwill, Net - - - -  Intangibles, Net 266 149.6 90.45 63.09  Long Term Investments 327 10.01 - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 311.34 155.69 84.18  Other Assets, Total 2063 - - -"
"Property/Plant/Equipment, Total - Net",110,120.5,124.15,16.08
"Property/Plant/Equipment, Total - Gross",-,148.46,136.51,33.49
"Accumulated Depreciation, Total",-,-27.96,-12.35,-17.41
"Goodwill, Net",-,-,-,-
"Intangibles, Net",266,149.6,90.45,63.09
Long Term Investments,327,10.01,-,-
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",1,311.34,155.69,84.18
"Other Assets, Total",2063,-,-,-
Total Current Liabilities,3220,5591.83,4735.22,2450.25
"Accounts Payable 435 810.02 1063.71 914.9  Payable/Accrued - - - -  Accrued Expenses 18 575.53 115.08 47.66  Notes Payable/Short Term Debt 390 - 1050 550  Current Port. of LT Debt/Capital Leases 322 365.56 309.21 178.49  Other Current liabilities, Total 2055 3840.71 2197.21 759.21","Accounts Payable 435 810.02 1063.71 914.9  Payable/Accrued - - - -  Accrued Expenses 18 575.53 115.08 47.66  Notes Payable/Short Term Debt 390 - 1050 550  Current Port. of LT Debt/Capital Leases 322 365.56 309.21 178.49  Other Current liabilities, Total 2055 3840.71 2197.21 759.21","Accounts Payable 435 810.02 1063.71 914.9  Payable/Accrued - - - -  Accrued Expenses 18 575.53 115.08 47.66  Notes Payable/Short Term Debt 390 - 1050 550  Current Port. of LT Debt/Capital Leases 322 365.56 309.21 178.49  Other Current liabilities, Total 2055 3840.71 2197.21 759.21","Accounts Payable 435 810.02 1063.71 914.9  Payable/Accrued - - - -  Accrued Expenses 18 575.53 115.08 47.66  Notes Payable/Short Term Debt 390 - 1050 550  Current Port. of LT Debt/Capital Leases 322 365.56 309.21 178.49  Other Current liabilities, Total 2055 3840.71 2197.21 759.21","Accounts Payable 435 810.02 1063.71 914.9  Payable/Accrued - - - -  Accrued Expenses 18 575.53 115.08 47.66  Notes Payable/Short Term Debt 390 - 1050 550  Current Port. of LT Debt/Capital Leases 322 365.56 309.21 178.49  Other Current liabilities, Total 2055 3840.71 2197.21 759.21"
Accounts Payable,435,810.02,1063.71,914.9
Payable/Accrued,-,-,-,-
Accrued Expenses,18,575.53,115.08,47.66
Notes Payable/Short Term Debt,390,-,1050,550
Current Port. of LT Debt/Capital Leases,322,365.56,309.21,178.49
"Other Current liabilities, Total",2055,3840.71,2197.21,759.21
Total Liabilities,3952,6168.22,5398.18,2739.3
"Total Long Term Debt 701 545.85 632.51 289.04  Long Term Debt 701 545.85 632.51 289.04  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -1222.23 30.54 30.45 -","Total Long Term Debt 701 545.85 632.51 289.04  Long Term Debt 701 545.85 632.51 289.04  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -1222.23 30.54 30.45 -","Total Long Term Debt 701 545.85 632.51 289.04  Long Term Debt 701 545.85 632.51 289.04  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -1222.23 30.54 30.45 -","Total Long Term Debt 701 545.85 632.51 289.04  Long Term Debt 701 545.85 632.51 289.04  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -1222.23 30.54 30.45 -","Total Long Term Debt 701 545.85 632.51 289.04  Long Term Debt 701 545.85 632.51 289.04  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -1222.23 30.54 30.45 -"
