Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,6515,6259.21,5230.68,3701.36
"Cash and Short Term Investments 4353 4768.58 3778.37 2105.06  Cash - - - -  Cash & Equivalents 4353 4768.58 3778.37 1664.1  Short Term Investments - - - 440.95  Total Receivables, Net 262 271.04 555.42 512.02  Accounts Receivables - Trade, Net 262 271.04 555.42 512.02  Total Inventory 693 553.84 559.28 584.55  Prepaid Expenses 929 418.89 319.38 353.36  Other Current Assets, Total 278 246.87 18.23 146.38","Cash and Short Term Investments 4353 4768.58 3778.37 2105.06  Cash - - - -  Cash & Equivalents 4353 4768.58 3778.37 1664.1  Short Term Investments - - - 440.95  Total Receivables, Net 262 271.04 555.42 512.02  Accounts Receivables - Trade, Net 262 271.04 555.42 512.02  Total Inventory 693 553.84 559.28 584.55  Prepaid Expenses 929 418.89 319.38 353.36  Other Current Assets, Total 278 246.87 18.23 146.38","Cash and Short Term Investments 4353 4768.58 3778.37 2105.06  Cash - - - -  Cash & Equivalents 4353 4768.58 3778.37 1664.1  Short Term Investments - - - 440.95  Total Receivables, Net 262 271.04 555.42 512.02  Accounts Receivables - Trade, Net 262 271.04 555.42 512.02  Total Inventory 693 553.84 559.28 584.55  Prepaid Expenses 929 418.89 319.38 353.36  Other Current Assets, Total 278 246.87 18.23 146.38","Cash and Short Term Investments 4353 4768.58 3778.37 2105.06  Cash - - - -  Cash & Equivalents 4353 4768.58 3778.37 1664.1  Short Term Investments - - - 440.95  Total Receivables, Net 262 271.04 555.42 512.02  Accounts Receivables - Trade, Net 262 271.04 555.42 512.02  Total Inventory 693 553.84 559.28 584.55  Prepaid Expenses 929 418.89 319.38 353.36  Other Current Assets, Total 278 246.87 18.23 146.38","Cash and Short Term Investments 4353 4768.58 3778.37 2105.06  Cash - - - -  Cash & Equivalents 4353 4768.58 3778.37 1664.1  Short Term Investments - - - 440.95  Total Receivables, Net 262 271.04 555.42 512.02  Accounts Receivables - Trade, Net 262 271.04 555.42 512.02  Total Inventory 693 553.84 559.28 584.55  Prepaid Expenses 929 418.89 319.38 353.36  Other Current Assets, Total 278 246.87 18.23 146.38"
Cash and Short Term Investments,4353,4768.58,3778.37,2105.06
Cash,-,-,-,-
Cash & Equivalents,4353,4768.58,3778.37,1664.1
Short Term Investments,-,-,-,440.95
"Total Receivables, Net",262,271.04,555.42,512.02
"Accounts Receivables - Trade, Net",262,271.04,555.42,512.02
Total Inventory,693,553.84,559.28,584.55
Prepaid Expenses,929,418.89,319.38,353.36
"Other Current Assets, Total",278,246.87,18.23,146.38
Total Assets,9379,8225.13,6387.35,5004.8
