Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Current Assets,5943,5271.73,5048.51,5344.83
"Cash and Short Term Investments 1497 1561.2 1429.05 1407.09  Cash - - - -  Cash & Equivalents 1497 1561.2 1429.05 1407.09  Short Term Investments - - - -  Total Receivables, Net 2952 2559.31 2632.72 3032.05  Accounts Receivables - Trade, Net 2899 2552.54 1888.84 2227.38  Total Inventory 1341 1107.75 953.94 876.7  Prepaid Expenses - - 24.28 26.65  Other Current Assets, Total 153 43.47 8.53 2.34","Cash and Short Term Investments 1497 1561.2 1429.05 1407.09  Cash - - - -  Cash & Equivalents 1497 1561.2 1429.05 1407.09  Short Term Investments - - - -  Total Receivables, Net 2952 2559.31 2632.72 3032.05  Accounts Receivables - Trade, Net 2899 2552.54 1888.84 2227.38  Total Inventory 1341 1107.75 953.94 876.7  Prepaid Expenses - - 24.28 26.65  Other Current Assets, Total 153 43.47 8.53 2.34","Cash and Short Term Investments 1497 1561.2 1429.05 1407.09  Cash - - - -  Cash & Equivalents 1497 1561.2 1429.05 1407.09  Short Term Investments - - - -  Total Receivables, Net 2952 2559.31 2632.72 3032.05  Accounts Receivables - Trade, Net 2899 2552.54 1888.84 2227.38  Total Inventory 1341 1107.75 953.94 876.7  Prepaid Expenses - - 24.28 26.65  Other Current Assets, Total 153 43.47 8.53 2.34","Cash and Short Term Investments 1497 1561.2 1429.05 1407.09  Cash - - - -  Cash & Equivalents 1497 1561.2 1429.05 1407.09  Short Term Investments - - - -  Total Receivables, Net 2952 2559.31 2632.72 3032.05  Accounts Receivables - Trade, Net 2899 2552.54 1888.84 2227.38  Total Inventory 1341 1107.75 953.94 876.7  Prepaid Expenses - - 24.28 26.65  Other Current Assets, Total 153 43.47 8.53 2.34","Cash and Short Term Investments 1497 1561.2 1429.05 1407.09  Cash - - - -  Cash & Equivalents 1497 1561.2 1429.05 1407.09  Short Term Investments - - - -  Total Receivables, Net 2952 2559.31 2632.72 3032.05  Accounts Receivables - Trade, Net 2899 2552.54 1888.84 2227.38  Total Inventory 1341 1107.75 953.94 876.7  Prepaid Expenses - - 24.28 26.65  Other Current Assets, Total 153 43.47 8.53 2.34"
Cash and Short Term Investments,1497,1561.2,1429.05,1407.09
Cash,-,-,-,-
Cash & Equivalents,1497,1561.2,1429.05,1407.09
Short Term Investments,-,-,-,-
"Total Receivables, Net",2952,2559.31,2632.72,3032.05
"Accounts Receivables - Trade, Net",2899,2552.54,1888.84,2227.38
Total Inventory,1341,1107.75,953.94,876.7
Prepaid Expenses,-,-,24.28,26.65
"Other Current Assets, Total",153,43.47,8.53,2.34
Total Assets,10430,8625.24,7591.86,8023.66
