Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,295491,275092,230833,205704
"Cash and Short Term Investments 70335 75250 67572 56836  Cash - - - -  Cash & Equivalents 69460 73752 66467 56592  Short Term Investments 875 1498 1105 244  Total Receivables, Net 126919 127544 107685 94831  Accounts Receivables - Trade, Net 126319 118697 100641 88047  Total Inventory 73310 61944 46985 48303  Prepaid Expenses - 4338 4115 4754  Other Current Assets, Total 24927 6016 4476 980","Cash and Short Term Investments 70335 75250 67572 56836  Cash - - - -  Cash & Equivalents 69460 73752 66467 56592  Short Term Investments 875 1498 1105 244  Total Receivables, Net 126919 127544 107685 94831  Accounts Receivables - Trade, Net 126319 118697 100641 88047  Total Inventory 73310 61944 46985 48303  Prepaid Expenses - 4338 4115 4754  Other Current Assets, Total 24927 6016 4476 980","Cash and Short Term Investments 70335 75250 67572 56836  Cash - - - -  Cash & Equivalents 69460 73752 66467 56592  Short Term Investments 875 1498 1105 244  Total Receivables, Net 126919 127544 107685 94831  Accounts Receivables - Trade, Net 126319 118697 100641 88047  Total Inventory 73310 61944 46985 48303  Prepaid Expenses - 4338 4115 4754  Other Current Assets, Total 24927 6016 4476 980","Cash and Short Term Investments 70335 75250 67572 56836  Cash - - - -  Cash & Equivalents 69460 73752 66467 56592  Short Term Investments 875 1498 1105 244  Total Receivables, Net 126919 127544 107685 94831  Accounts Receivables - Trade, Net 126319 118697 100641 88047  Total Inventory 73310 61944 46985 48303  Prepaid Expenses - 4338 4115 4754  Other Current Assets, Total 24927 6016 4476 980","Cash and Short Term Investments 70335 75250 67572 56836  Cash - - - -  Cash & Equivalents 69460 73752 66467 56592  Short Term Investments 875 1498 1105 244  Total Receivables, Net 126919 127544 107685 94831  Accounts Receivables - Trade, Net 126319 118697 100641 88047  Total Inventory 73310 61944 46985 48303  Prepaid Expenses - 4338 4115 4754  Other Current Assets, Total 24927 6016 4476 980"
Cash and Short Term Investments,70335,75250,67572,56836
Cash,-,-,-,-
Cash & Equivalents,69460,73752,66467,56592
Short Term Investments,875,1498,1105,244
"Total Receivables, Net",126919,127544,107685,94831
"Accounts Receivables - Trade, Net",126319,118697,100641,88047
Total Inventory,73310,61944,46985,48303
Prepaid Expenses,-,4338,4115,4754
"Other Current Assets, Total",24927,6016,4476,980
Total Assets,531074,483707,427475,389291
"Property/Plant/Equipment, Total - Net 102106 98525 96140 96839  Property/Plant/Equipment, Total - Gross - - 188369 173057  Accumulated Depreciation, Total - - -92229 -76217  Goodwill, Net 16842 13010 12433 11271  Intangibles, Net 73530 57260 46840 39543  Long Term Investments 32220 31296 34500 9137  Note Receivable - Long Term 600 8847 7044 12845  Other Long Term Assets, Total 5 4 5 13952  Other Assets, Total -16927 -49566 -48395 -","Property/Plant/Equipment, Total - Net 102106 98525 96140 96839  Property/Plant/Equipment, Total - Gross - - 188369 173057  Accumulated Depreciation, Total - - -92229 -76217  Goodwill, Net 16842 13010 12433 11271  Intangibles, Net 73530 57260 46840 39543  Long Term Investments 32220 31296 34500 9137  Note Receivable - Long Term 600 8847 7044 12845  Other Long Term Assets, Total 5 4 5 13952  Other Assets, Total -16927 -49566 -48395 -","Property/Plant/Equipment, Total - Net 102106 98525 96140 96839  Property/Plant/Equipment, Total - Gross - - 188369 173057  Accumulated Depreciation, Total - - -92229 -76217  Goodwill, Net 16842 13010 12433 11271  Intangibles, Net 73530 57260 46840 39543  Long Term Investments 32220 31296 34500 9137  Note Receivable - Long Term 600 8847 7044 12845  Other Long Term Assets, Total 5 4 5 13952  Other Assets, Total -16927 -49566 -48395 -","Property/Plant/Equipment, Total - Net 102106 98525 96140 96839  Property/Plant/Equipment, Total - Gross - - 188369 173057  Accumulated Depreciation, Total - - -92229 -76217  Goodwill, Net 16842 13010 12433 11271  Intangibles, Net 73530 57260 46840 39543  Long Term Investments 32220 31296 34500 9137  Note Receivable - Long Term 600 8847 7044 12845  Other Long Term Assets, Total 5 4 5 13952  Other Assets, Total -16927 -49566 -48395 -","Property/Plant/Equipment, Total - Net 102106 98525 96140 96839  Property/Plant/Equipment, Total - Gross - - 188369 173057  Accumulated Depreciation, Total - - -92229 -76217  Goodwill, Net 16842 13010 12433 11271  Intangibles, Net 73530 57260 46840 39543  Long Term Investments 32220 31296 34500 9137  Note Receivable - Long Term 600 8847 7044 12845  Other Long Term Assets, Total 5 4 5 13952  Other Assets, Total -16927 -49566 -48395 -"
"Property/Plant/Equipment, Total - Net",102106,98525,96140,96839
"Property/Plant/Equipment, Total - Gross",-,-,188369,173057
"Accumulated Depreciation, Total",-,-,-92229,-76217
"Goodwill, Net",16842,13010,12433,11271
"Intangibles, Net",73530,57260,46840,39543
Long Term Investments,32220,31296,34500,9137
Note Receivable - Long Term,600,8847,7044,12845
"Other Long Term Assets, Total",5,4,5,13952
"Other Assets, Total",-16927,-49566,-48395,-
Total Current Liabilities,111102,102082,89907,84145
"Accounts Payable 31678 32111 34159 33917  Payable/Accrued - - - -  Accrued Expenses 30132 31611 25658 23097  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 7149 6439 5783 5701  Other Current liabilities, Total 42143 31921 24307 21430","Accounts Payable 31678 32111 34159 33917  Payable/Accrued - - - -  Accrued Expenses 30132 31611 25658 23097  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 7149 6439 5783 5701  Other Current liabilities, Total 42143 31921 24307 21430","Accounts Payable 31678 32111 34159 33917  Payable/Accrued - - - -  Accrued Expenses 30132 31611 25658 23097  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 7149 6439 5783 5701  Other Current liabilities, Total 42143 31921 24307 21430","Accounts Payable 31678 32111 34159 33917  Payable/Accrued - - - -  Accrued Expenses 30132 31611 25658 23097  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 7149 6439 5783 5701  Other Current liabilities, Total 42143 31921 24307 21430","Accounts Payable 31678 32111 34159 33917  Payable/Accrued - - - -  Accrued Expenses 30132 31611 25658 23097  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 7149 6439 5783 5701  Other Current liabilities, Total 42143 31921 24307 21430"
Accounts Payable,31678,32111,34159,33917
Payable/Accrued,-,-,-,-
Accrued Expenses,30132,31611,25658,23097
Notes Payable/Short Term Debt,-,-,-,-
Current Port. of LT Debt/Capital Leases,7149,6439,5783,5701
"Other Current liabilities, Total",42143,31921,24307,21430
Total Liabilities,142719,134654,118806,111607
