Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Current Assets,4042,2437.28,2301.6,3297.15
"Cash and Short Term Investments 897 1214.83 1112.22 919.63  Cash - - - -  Cash & Equivalents 897 1214.83 1112.22 919.63  Short Term Investments - - - -  Total Receivables, Net 54 -0.4 0.01 -  Accounts Receivables - Trade, Net 54 -0.41 - -  Total Inventory 2805 1056.87 1089.57 2331.46  Prepaid Expenses - 27.1 19.93 29.45  Other Current Assets, Total 286 138.88 79.88 16.6","Cash and Short Term Investments 897 1214.83 1112.22 919.63  Cash - - - -  Cash & Equivalents 897 1214.83 1112.22 919.63  Short Term Investments - - - -  Total Receivables, Net 54 -0.4 0.01 -  Accounts Receivables - Trade, Net 54 -0.41 - -  Total Inventory 2805 1056.87 1089.57 2331.46  Prepaid Expenses - 27.1 19.93 29.45  Other Current Assets, Total 286 138.88 79.88 16.6","Cash and Short Term Investments 897 1214.83 1112.22 919.63  Cash - - - -  Cash & Equivalents 897 1214.83 1112.22 919.63  Short Term Investments - - - -  Total Receivables, Net 54 -0.4 0.01 -  Accounts Receivables - Trade, Net 54 -0.41 - -  Total Inventory 2805 1056.87 1089.57 2331.46  Prepaid Expenses - 27.1 19.93 29.45  Other Current Assets, Total 286 138.88 79.88 16.6","Cash and Short Term Investments 897 1214.83 1112.22 919.63  Cash - - - -  Cash & Equivalents 897 1214.83 1112.22 919.63  Short Term Investments - - - -  Total Receivables, Net 54 -0.4 0.01 -  Accounts Receivables - Trade, Net 54 -0.41 - -  Total Inventory 2805 1056.87 1089.57 2331.46  Prepaid Expenses - 27.1 19.93 29.45  Other Current Assets, Total 286 138.88 79.88 16.6","Cash and Short Term Investments 897 1214.83 1112.22 919.63  Cash - - - -  Cash & Equivalents 897 1214.83 1112.22 919.63  Short Term Investments - - - -  Total Receivables, Net 54 -0.4 0.01 -  Accounts Receivables - Trade, Net 54 -0.41 - -  Total Inventory 2805 1056.87 1089.57 2331.46  Prepaid Expenses - 27.1 19.93 29.45  Other Current Assets, Total 286 138.88 79.88 16.6"
Cash and Short Term Investments,897,1214.83,1112.22,919.63
Cash,-,-,-,-
Cash & Equivalents,897,1214.83,1112.22,919.63
Short Term Investments,-,-,-,-
"Total Receivables, Net",54,-0.4,0.01,-
"Accounts Receivables - Trade, Net",54,-0.41,-,-
Total Inventory,2805,1056.87,1089.57,2331.46
Prepaid Expenses,-,27.1,19.93,29.45
"Other Current Assets, Total",286,138.88,79.88,16.6
Total Assets,5251,2529.93,2368,3357.56
"Property/Plant/Equipment, Total - Net 898 4 5.87 9.45  Property/Plant/Equipment, Total - Gross - 22.08 24.62 24.62  Accumulated Depreciation, Total - -18.08 -18.75 -15.18  Goodwill, Net 154 - - -  Intangibles, Net 2 1.72 - -  Long Term Investments 134 1.6 1.6 1.6  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 85.33 58.93 49.37  Other Assets, Total 3056 - - -","Property/Plant/Equipment, Total - Net 898 4 5.87 9.45  Property/Plant/Equipment, Total - Gross - 22.08 24.62 24.62  Accumulated Depreciation, Total - -18.08 -18.75 -15.18  Goodwill, Net 154 - - -  Intangibles, Net 2 1.72 - -  Long Term Investments 134 1.6 1.6 1.6  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 85.33 58.93 49.37  Other Assets, Total 3056 - - -","Property/Plant/Equipment, Total - Net 898 4 5.87 9.45  Property/Plant/Equipment, Total - Gross - 22.08 24.62 24.62  Accumulated Depreciation, Total - -18.08 -18.75 -15.18  Goodwill, Net 154 - - -  Intangibles, Net 2 1.72 - -  Long Term Investments 134 1.6 1.6 1.6  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 85.33 58.93 49.37  Other Assets, Total 3056 - - -","Property/Plant/Equipment, Total - Net 898 4 5.87 9.45  Property/Plant/Equipment, Total - Gross - 22.08 24.62 24.62  Accumulated Depreciation, Total - -18.08 -18.75 -15.18  Goodwill, Net 154 - - -  Intangibles, Net 2 1.72 - -  Long Term Investments 134 1.6 1.6 1.6  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 85.33 58.93 49.37  Other Assets, Total 3056 - - -","Property/Plant/Equipment, Total - Net 898 4 5.87 9.45  Property/Plant/Equipment, Total - Gross - 22.08 24.62 24.62  Accumulated Depreciation, Total - -18.08 -18.75 -15.18  Goodwill, Net 154 - - -  Intangibles, Net 2 1.72 - -  Long Term Investments 134 1.6 1.6 1.6  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 85.33 58.93 49.37  Other Assets, Total 3056 - - -"
"Property/Plant/Equipment, Total - Net",898,4,5.87,9.45
"Property/Plant/Equipment, Total - Gross",-,22.08,24.62,24.62
"Accumulated Depreciation, Total",-,-18.08,-18.75,-15.18
"Goodwill, Net",154,-,-,-
"Intangibles, Net",2,1.72,-,-
Long Term Investments,134,1.6,1.6,1.6
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",2,85.33,58.93,49.37
"Other Assets, Total",3056,-,-,-
Total Current Liabilities,2218,1061.75,756.1,1840.29
