Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,3526,2817,2204.76,1534.83
"Cash and Short Term Investments 2115 1702 1170.9 656.35  Cash - - - -  Cash & Equivalents 2115 1702 1170.9 656.35  Short Term Investments - - - -  Total Receivables, Net 1248 1019 947.33 796.93  Accounts Receivables - Trade, Net 1233 986 912.68 796.93  Total Inventory - 0.08 1.71 3.35  Prepaid Expenses 114 60 53.81 43.18  Other Current Assets, Total 49 36 31 35.03","Cash and Short Term Investments 2115 1702 1170.9 656.35  Cash - - - -  Cash & Equivalents 2115 1702 1170.9 656.35  Short Term Investments - - - -  Total Receivables, Net 1248 1019 947.33 796.93  Accounts Receivables - Trade, Net 1233 986 912.68 796.93  Total Inventory - 0.08 1.71 3.35  Prepaid Expenses 114 60 53.81 43.18  Other Current Assets, Total 49 36 31 35.03","Cash and Short Term Investments 2115 1702 1170.9 656.35  Cash - - - -  Cash & Equivalents 2115 1702 1170.9 656.35  Short Term Investments - - - -  Total Receivables, Net 1248 1019 947.33 796.93  Accounts Receivables - Trade, Net 1233 986 912.68 796.93  Total Inventory - 0.08 1.71 3.35  Prepaid Expenses 114 60 53.81 43.18  Other Current Assets, Total 49 36 31 35.03","Cash and Short Term Investments 2115 1702 1170.9 656.35  Cash - - - -  Cash & Equivalents 2115 1702 1170.9 656.35  Short Term Investments - - - -  Total Receivables, Net 1248 1019 947.33 796.93  Accounts Receivables - Trade, Net 1233 986 912.68 796.93  Total Inventory - 0.08 1.71 3.35  Prepaid Expenses 114 60 53.81 43.18  Other Current Assets, Total 49 36 31 35.03","Cash and Short Term Investments 2115 1702 1170.9 656.35  Cash - - - -  Cash & Equivalents 2115 1702 1170.9 656.35  Short Term Investments - - - -  Total Receivables, Net 1248 1019 947.33 796.93  Accounts Receivables - Trade, Net 1233 986 912.68 796.93  Total Inventory - 0.08 1.71 3.35  Prepaid Expenses 114 60 53.81 43.18  Other Current Assets, Total 49 36 31 35.03"
Cash and Short Term Investments,2115,1702,1170.9,656.35
Cash,-,-,-,-
Cash & Equivalents,2115,1702,1170.9,656.35
Short Term Investments,-,-,-,-
"Total Receivables, Net",1248,1019,947.33,796.93
"Accounts Receivables - Trade, Net",1233,986,912.68,796.93
Total Inventory,-,0.08,1.71,3.35
Prepaid Expenses,114,60,53.81,43.18
"Other Current Assets, Total",49,36,31,35.03
Total Assets,4569,3828,3199.34,2611.22
"Property/Plant/Equipment, Total - Net 69 64 62.35 98.2  Property/Plant/Equipment, Total - Gross - 171.08 180.39 203.85  Accumulated Depreciation, Total - -106.75 -118.05 -105.64  Goodwill, Net 47 6 8 -  Intangibles, Net 125 133 149.43 123.78  Long Term Investments 790 788 686.82 766.45  Note Receivable - Long Term 15 33 10.38 10.32  Other Long Term Assets, Total 1 1 77.6 77.63  Other Assets, Total -1188 -964 - -","Property/Plant/Equipment, Total - Net 69 64 62.35 98.2  Property/Plant/Equipment, Total - Gross - 171.08 180.39 203.85  Accumulated Depreciation, Total - -106.75 -118.05 -105.64  Goodwill, Net 47 6 8 -  Intangibles, Net 125 133 149.43 123.78  Long Term Investments 790 788 686.82 766.45  Note Receivable - Long Term 15 33 10.38 10.32  Other Long Term Assets, Total 1 1 77.6 77.63  Other Assets, Total -1188 -964 - -","Property/Plant/Equipment, Total - Net 69 64 62.35 98.2  Property/Plant/Equipment, Total - Gross - 171.08 180.39 203.85  Accumulated Depreciation, Total - -106.75 -118.05 -105.64  Goodwill, Net 47 6 8 -  Intangibles, Net 125 133 149.43 123.78  Long Term Investments 790 788 686.82 766.45  Note Receivable - Long Term 15 33 10.38 10.32  Other Long Term Assets, Total 1 1 77.6 77.63  Other Assets, Total -1188 -964 - -","Property/Plant/Equipment, Total - Net 69 64 62.35 98.2  Property/Plant/Equipment, Total - Gross - 171.08 180.39 203.85  Accumulated Depreciation, Total - -106.75 -118.05 -105.64  Goodwill, Net 47 6 8 -  Intangibles, Net 125 133 149.43 123.78  Long Term Investments 790 788 686.82 766.45  Note Receivable - Long Term 15 33 10.38 10.32  Other Long Term Assets, Total 1 1 77.6 77.63  Other Assets, Total -1188 -964 - -","Property/Plant/Equipment, Total - Net 69 64 62.35 98.2  Property/Plant/Equipment, Total - Gross - 171.08 180.39 203.85  Accumulated Depreciation, Total - -106.75 -118.05 -105.64  Goodwill, Net 47 6 8 -  Intangibles, Net 125 133 149.43 123.78  Long Term Investments 790 788 686.82 766.45  Note Receivable - Long Term 15 33 10.38 10.32  Other Long Term Assets, Total 1 1 77.6 77.63  Other Assets, Total -1188 -964 - -"
"Property/Plant/Equipment, Total - Net",69,64,62.35,98.2
"Property/Plant/Equipment, Total - Gross",-,171.08,180.39,203.85
"Accumulated Depreciation, Total",-,-106.75,-118.05,-105.64
"Goodwill, Net",47,6,8,-
"Intangibles, Net",125,133,149.43,123.78
Long Term Investments,790,788,686.82,766.45
Note Receivable - Long Term,15,33,10.38,10.32
"Other Long Term Assets, Total",1,1,77.6,77.63
"Other Assets, Total",-1188,-964,-,-
Total Current Liabilities,1076,1166,1080.43,844.05
