Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Current Assets,73921,59142,56028,47635
"Cash and Short Term Investments 33157 29397 32738 25957  Cash - - - -  Cash & Equivalents 28157 29397 32738 25957  Short Term Investments 5000 - - -  Total Receivables, Net 23513 17734 13596 13122  Accounts Receivables - Trade, Net 23513 17734 13596 13122  Total Inventory 336 9854 7620 6914  Prepaid Expenses 1992 1877 1945 1478  Other Current Assets, Total 14923 280 129 164","Cash and Short Term Investments 33157 29397 32738 25957  Cash - - - -  Cash & Equivalents 28157 29397 32738 25957  Short Term Investments 5000 - - -  Total Receivables, Net 23513 17734 13596 13122  Accounts Receivables - Trade, Net 23513 17734 13596 13122  Total Inventory 336 9854 7620 6914  Prepaid Expenses 1992 1877 1945 1478  Other Current Assets, Total 14923 280 129 164","Cash and Short Term Investments 33157 29397 32738 25957  Cash - - - -  Cash & Equivalents 28157 29397 32738 25957  Short Term Investments 5000 - - -  Total Receivables, Net 23513 17734 13596 13122  Accounts Receivables - Trade, Net 23513 17734 13596 13122  Total Inventory 336 9854 7620 6914  Prepaid Expenses 1992 1877 1945 1478  Other Current Assets, Total 14923 280 129 164","Cash and Short Term Investments 33157 29397 32738 25957  Cash - - - -  Cash & Equivalents 28157 29397 32738 25957  Short Term Investments 5000 - - -  Total Receivables, Net 23513 17734 13596 13122  Accounts Receivables - Trade, Net 23513 17734 13596 13122  Total Inventory 336 9854 7620 6914  Prepaid Expenses 1992 1877 1945 1478  Other Current Assets, Total 14923 280 129 164","Cash and Short Term Investments 33157 29397 32738 25957  Cash - - - -  Cash & Equivalents 28157 29397 32738 25957  Short Term Investments 5000 - - -  Total Receivables, Net 23513 17734 13596 13122  Accounts Receivables - Trade, Net 23513 17734 13596 13122  Total Inventory 336 9854 7620 6914  Prepaid Expenses 1992 1877 1945 1478  Other Current Assets, Total 14923 280 129 164"
Cash and Short Term Investments,33157,29397,32738,25957
Cash,-,-,-,-
Cash & Equivalents,28157,29397,32738,25957
Short Term Investments,5000,-,-,-
"Total Receivables, Net",23513,17734,13596,13122
"Accounts Receivables - Trade, Net",23513,17734,13596,13122
Total Inventory,336,9854,7620,6914
Prepaid Expenses,1992,1877,1945,1478
"Other Current Assets, Total",14923,280,129,164
Total Assets,114652,99704,96253,84568
"Property/Plant/Equipment, Total - Net 10659 11310 10625 8846  Property/Plant/Equipment, Total - Gross - 28086 26375 24204  Accumulated Depreciation, Total - -16777 -15751 -15360  Goodwill, Net - - - -  Intangibles, Net 5488 5652 6010 6036  Long Term Investments 19853 19289 15880 14398  Note Receivable - Long Term - 3 5 8  Other Long Term Assets, Total 2 1 7705 7645  Other Assets, Total 1475 -3290 - -","Property/Plant/Equipment, Total - Net 10659 11310 10625 8846  Property/Plant/Equipment, Total - Gross - 28086 26375 24204  Accumulated Depreciation, Total - -16777 -15751 -15360  Goodwill, Net - - - -  Intangibles, Net 5488 5652 6010 6036  Long Term Investments 19853 19289 15880 14398  Note Receivable - Long Term - 3 5 8  Other Long Term Assets, Total 2 1 7705 7645  Other Assets, Total 1475 -3290 - -","Property/Plant/Equipment, Total - Net 10659 11310 10625 8846  Property/Plant/Equipment, Total - Gross - 28086 26375 24204  Accumulated Depreciation, Total - -16777 -15751 -15360  Goodwill, Net - - - -  Intangibles, Net 5488 5652 6010 6036  Long Term Investments 19853 19289 15880 14398  Note Receivable - Long Term - 3 5 8  Other Long Term Assets, Total 2 1 7705 7645  Other Assets, Total 1475 -3290 - -","Property/Plant/Equipment, Total - Net 10659 11310 10625 8846  Property/Plant/Equipment, Total - Gross - 28086 26375 24204  Accumulated Depreciation, Total - -16777 -15751 -15360  Goodwill, Net - - - -  Intangibles, Net 5488 5652 6010 6036  Long Term Investments 19853 19289 15880 14398  Note Receivable - Long Term - 3 5 8  Other Long Term Assets, Total 2 1 7705 7645  Other Assets, Total 1475 -3290 - -","Property/Plant/Equipment, Total - Net 10659 11310 10625 8846  Property/Plant/Equipment, Total - Gross - 28086 26375 24204  Accumulated Depreciation, Total - -16777 -15751 -15360  Goodwill, Net - - - -  Intangibles, Net 5488 5652 6010 6036  Long Term Investments 19853 19289 15880 14398  Note Receivable - Long Term - 3 5 8  Other Long Term Assets, Total 2 1 7705 7645  Other Assets, Total 1475 -3290 - -"
"Property/Plant/Equipment, Total - Net",10659,11310,10625,8846
"Property/Plant/Equipment, Total - Gross",-,28086,26375,24204
"Accumulated Depreciation, Total",-,-16777,-15751,-15360
"Goodwill, Net",-,-,-,-
"Intangibles, Net",5488,5652,6010,6036
Long Term Investments,19853,19289,15880,14398
Note Receivable - Long Term,-,3,5,8
"Other Long Term Assets, Total",2,1,7705,7645
"Other Assets, Total",1475,-3290,-,-
Total Current Liabilities,30239,20618,19228,16726
