Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,352942,313922,274495,271764
"Cash and Short Term Investments 165335 151430 158853 149093  Cash - - - -  Cash & Equivalents 163835 151430 158839 149091  Short Term Investments 1500 - 14 2  Total Receivables, Net 100963 86293 59505 63734  Accounts Receivables - Trade, Net 96665 86293 59505 63734  Total Inventory 77630 64378 47237 48120  Prepaid Expenses 2372 - - -  Other Current Assets, Total 6642 11821 8900 10817","Cash and Short Term Investments 165335 151430 158853 149093  Cash - - - -  Cash & Equivalents 163835 151430 158839 149091  Short Term Investments 1500 - 14 2  Total Receivables, Net 100963 86293 59505 63734  Accounts Receivables - Trade, Net 96665 86293 59505 63734  Total Inventory 77630 64378 47237 48120  Prepaid Expenses 2372 - - -  Other Current Assets, Total 6642 11821 8900 10817","Cash and Short Term Investments 165335 151430 158853 149093  Cash - - - -  Cash & Equivalents 163835 151430 158839 149091  Short Term Investments 1500 - 14 2  Total Receivables, Net 100963 86293 59505 63734  Accounts Receivables - Trade, Net 96665 86293 59505 63734  Total Inventory 77630 64378 47237 48120  Prepaid Expenses 2372 - - -  Other Current Assets, Total 6642 11821 8900 10817","Cash and Short Term Investments 165335 151430 158853 149093  Cash - - - -  Cash & Equivalents 163835 151430 158839 149091  Short Term Investments 1500 - 14 2  Total Receivables, Net 100963 86293 59505 63734  Accounts Receivables - Trade, Net 96665 86293 59505 63734  Total Inventory 77630 64378 47237 48120  Prepaid Expenses 2372 - - -  Other Current Assets, Total 6642 11821 8900 10817","Cash and Short Term Investments 165335 151430 158853 149093  Cash - - - -  Cash & Equivalents 163835 151430 158839 149091  Short Term Investments 1500 - 14 2  Total Receivables, Net 100963 86293 59505 63734  Accounts Receivables - Trade, Net 96665 86293 59505 63734  Total Inventory 77630 64378 47237 48120  Prepaid Expenses 2372 - - -  Other Current Assets, Total 6642 11821 8900 10817"
Cash and Short Term Investments,165335,151430,158853,149093
Cash,-,-,-,-
Cash & Equivalents,163835,151430,158839,149091
Short Term Investments,1500,-,14,2
"Total Receivables, Net",100963,86293,59505,63734
"Accounts Receivables - Trade, Net",96665,86293,59505,63734
Total Inventory,77630,64378,47237,48120
Prepaid Expenses,2372,-,-,-
"Other Current Assets, Total",6642,11821,8900,10817
Total Assets,560304,516086,460173,468945
"Property/Plant/Equipment, Total - Net 172342 158135 145922 155055  Property/Plant/Equipment, Total - Gross - 408993 377148 367669  Accumulated Depreciation, Total - -250859 -231226 -212616  Goodwill, Net 2422 7093 6404 6630  Intangibles, Net 6899 11651 12375 14810  Long Term Investments 20391 16436 15699 15271  Note Receivable - Long Term 4298 - - -  Other Long Term Assets, Total 3 8849 5278 5415  Other Assets, Total -9886 - - -","Property/Plant/Equipment, Total - Net 172342 158135 145922 155055  Property/Plant/Equipment, Total - Gross - 408993 377148 367669  Accumulated Depreciation, Total - -250859 -231226 -212616  Goodwill, Net 2422 7093 6404 6630  Intangibles, Net 6899 11651 12375 14810  Long Term Investments 20391 16436 15699 15271  Note Receivable - Long Term 4298 - - -  Other Long Term Assets, Total 3 8849 5278 5415  Other Assets, Total -9886 - - -","Property/Plant/Equipment, Total - Net 172342 158135 145922 155055  Property/Plant/Equipment, Total - Gross - 408993 377148 367669  Accumulated Depreciation, Total - -250859 -231226 -212616  Goodwill, Net 2422 7093 6404 6630  Intangibles, Net 6899 11651 12375 14810  Long Term Investments 20391 16436 15699 15271  Note Receivable - Long Term 4298 - - -  Other Long Term Assets, Total 3 8849 5278 5415  Other Assets, Total -9886 - - -","Property/Plant/Equipment, Total - Net 172342 158135 145922 155055  Property/Plant/Equipment, Total - Gross - 408993 377148 367669  Accumulated Depreciation, Total - -250859 -231226 -212616  Goodwill, Net 2422 7093 6404 6630  Intangibles, Net 6899 11651 12375 14810  Long Term Investments 20391 16436 15699 15271  Note Receivable - Long Term 4298 - - -  Other Long Term Assets, Total 3 8849 5278 5415  Other Assets, Total -9886 - - -","Property/Plant/Equipment, Total - Net 172342 158135 145922 155055  Property/Plant/Equipment, Total - Gross - 408993 377148 367669  Accumulated Depreciation, Total - -250859 -231226 -212616  Goodwill, Net 2422 7093 6404 6630  Intangibles, Net 6899 11651 12375 14810  Long Term Investments 20391 16436 15699 15271  Note Receivable - Long Term 4298 - - -  Other Long Term Assets, Total 3 8849 5278 5415  Other Assets, Total -9886 - - -"
"Property/Plant/Equipment, Total - Net",172342,158135,145922,155055
"Property/Plant/Equipment, Total - Gross",-,408993,377148,367669
"Accumulated Depreciation, Total",-,-250859,-231226,-212616
"Goodwill, Net",2422,7093,6404,6630
"Intangibles, Net",6899,11651,12375,14810
