Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,26459781,23722290,22776800,18963320
"Cash and Short Term Investments 5548398 6790905 7481119 6242052  Cash - - - -  Cash & Equivalents 5548398 4299522 3274150 4098450  Short Term Investments 1715675 2421758 4169117 2143602  Total Receivables, Net 3804834 3306757 3071200 9507573  Accounts Receivables - Trade, Net 3586130 2426274 2270390 8710080  Total Inventory 4255614 3821356 2888028 2533892  Prepaid Expenses - - - 1236225  Other Current Assets, Total 12850935 9803272 9336453 679803","Cash and Short Term Investments 5548398 6790905 7481119 6242052  Cash - - - -  Cash & Equivalents 5548398 4299522 3274150 4098450  Short Term Investments 1715675 2421758 4169117 2143602  Total Receivables, Net 3804834 3306757 3071200 9507573  Accounts Receivables - Trade, Net 3586130 2426274 2270390 8710080  Total Inventory 4255614 3821356 2888028 2533892  Prepaid Expenses - - - 1236225  Other Current Assets, Total 12850935 9803272 9336453 679803","Cash and Short Term Investments 5548398 6790905 7481119 6242052  Cash - - - -  Cash & Equivalents 5548398 4299522 3274150 4098450  Short Term Investments 1715675 2421758 4169117 2143602  Total Receivables, Net 3804834 3306757 3071200 9507573  Accounts Receivables - Trade, Net 3586130 2426274 2270390 8710080  Total Inventory 4255614 3821356 2888028 2533892  Prepaid Expenses - - - 1236225  Other Current Assets, Total 12850935 9803272 9336453 679803","Cash and Short Term Investments 5548398 6790905 7481119 6242052  Cash - - - -  Cash & Equivalents 5548398 4299522 3274150 4098450  Short Term Investments 1715675 2421758 4169117 2143602  Total Receivables, Net 3804834 3306757 3071200 9507573  Accounts Receivables - Trade, Net 3586130 2426274 2270390 8710080  Total Inventory 4255614 3821356 2888028 2533892  Prepaid Expenses - - - 1236225  Other Current Assets, Total 12850935 9803272 9336453 679803","Cash and Short Term Investments 5548398 6790905 7481119 6242052  Cash - - - -  Cash & Equivalents 5548398 4299522 3274150 4098450  Short Term Investments 1715675 2421758 4169117 2143602  Total Receivables, Net 3804834 3306757 3071200 9507573  Accounts Receivables - Trade, Net 3586130 2426274 2270390 8710080  Total Inventory 4255614 3821356 2888028 2533892  Prepaid Expenses - - - 1236225  Other Current Assets, Total 12850935 9803272 9336453 679803"
Cash and Short Term Investments,5548398,6790905,7481119,6242052
Cash,-,-,-,-
Cash & Equivalents,5548398,4299522,3274150,4098450
Short Term Investments,1715675,2421758,4169117,2143602
"Total Receivables, Net",3804834,3306757,3071200,9507573
"Accounts Receivables - Trade, Net",3586130,2426274,2270390,8710080
Total Inventory,4255614,3821356,2888028,2533892
Prepaid Expenses,-,-,-,1236225
