Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,621650,609395,505571,491883
"Cash and Short Term Investments 101080 144534 87454 76819  Cash - - - -  Cash & Equivalents 85207 144534 87454 76819  Short Term Investments 15873 - - -  Total Receivables, Net 191681 184672 169461 174213  Accounts Receivables - Trade, Net 191567 184490 134649 133311  Total Inventory 286799 243837 222909 217189  Prepaid Expenses 8414 8092 10483 7868  Other Current Assets, Total 33676 28260 15264 15794","Cash and Short Term Investments 101080 144534 87454 76819  Cash - - - -  Cash & Equivalents 85207 144534 87454 76819  Short Term Investments 15873 - - -  Total Receivables, Net 191681 184672 169461 174213  Accounts Receivables - Trade, Net 191567 184490 134649 133311  Total Inventory 286799 243837 222909 217189  Prepaid Expenses 8414 8092 10483 7868  Other Current Assets, Total 33676 28260 15264 15794","Cash and Short Term Investments 101080 144534 87454 76819  Cash - - - -  Cash & Equivalents 85207 144534 87454 76819  Short Term Investments 15873 - - -  Total Receivables, Net 191681 184672 169461 174213  Accounts Receivables - Trade, Net 191567 184490 134649 133311  Total Inventory 286799 243837 222909 217189  Prepaid Expenses 8414 8092 10483 7868  Other Current Assets, Total 33676 28260 15264 15794","Cash and Short Term Investments 101080 144534 87454 76819  Cash - - - -  Cash & Equivalents 85207 144534 87454 76819  Short Term Investments 15873 - - -  Total Receivables, Net 191681 184672 169461 174213  Accounts Receivables - Trade, Net 191567 184490 134649 133311  Total Inventory 286799 243837 222909 217189  Prepaid Expenses 8414 8092 10483 7868  Other Current Assets, Total 33676 28260 15264 15794","Cash and Short Term Investments 101080 144534 87454 76819  Cash - - - -  Cash & Equivalents 85207 144534 87454 76819  Short Term Investments 15873 - - -  Total Receivables, Net 191681 184672 169461 174213  Accounts Receivables - Trade, Net 191567 184490 134649 133311  Total Inventory 286799 243837 222909 217189  Prepaid Expenses 8414 8092 10483 7868  Other Current Assets, Total 33676 28260 15264 15794"
Cash and Short Term Investments,101080,144534,87454,76819
Cash,-,-,-,-
Cash & Equivalents,85207,144534,87454,76819
Short Term Investments,15873,-,-,-
"Total Receivables, Net",191681,184672,169461,174213
"Accounts Receivables - Trade, Net",191567,184490,134649,133311
Total Inventory,286799,243837,222909,217189
Prepaid Expenses,8414,8092,10483,7868
"Other Current Assets, Total",33676,28260,15264,15794
Total Assets,1228131,1198921,1150143,1105781
"Property/Plant/Equipment, Total - Net 377379 365254 351397 337250  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 11028 10736 50914 56078  Intangibles, Net 39973 35997 46735 48420  Long Term Investments 137314 165471 174656 140862  Note Receivable - Long Term - 1157 1613 1379  Other Long Term Assets, Total 29590 2 19257 29909  Other Assets, Total 155978 99673 - -","Property/Plant/Equipment, Total - Net 377379 365254 351397 337250  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 11028 10736 50914 56078  Intangibles, Net 39973 35997 46735 48420  Long Term Investments 137314 165471 174656 140862  Note Receivable - Long Term - 1157 1613 1379  Other Long Term Assets, Total 29590 2 19257 29909  Other Assets, Total 155978 99673 - -","Property/Plant/Equipment, Total - Net 377379 365254 351397 337250  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 11028 10736 50914 56078  Intangibles, Net 39973 35997 46735 48420  Long Term Investments 137314 165471 174656 140862  Note Receivable - Long Term - 1157 1613 1379  Other Long Term Assets, Total 29590 2 19257 29909  Other Assets, Total 155978 99673 - -","Property/Plant/Equipment, Total - Net 377379 365254 351397 337250  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 11028 10736 50914 56078  Intangibles, Net 39973 35997 46735 48420  Long Term Investments 137314 165471 174656 140862  Note Receivable - Long Term - 1157 1613 1379  Other Long Term Assets, Total 29590 2 19257 29909  Other Assets, Total 155978 99673 - -","Property/Plant/Equipment, Total - Net 377379 365254 351397 337250  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 11028 10736 50914 56078  Intangibles, Net 39973 35997 46735 48420  Long Term Investments 137314 165471 174656 140862  Note Receivable - Long Term - 1157 1613 1379  Other Long Term Assets, Total 29590 2 19257 29909  Other Assets, Total 155978 99673 - -"
"Property/Plant/Equipment, Total - Net",377379,365254,351397,337250
"Property/Plant/Equipment, Total - Gross",-,-,-,-
"Accumulated Depreciation, Total",-,-,-,-
"Goodwill, Net",11028,10736,50914,56078
"Intangibles, Net",39973,35997,46735,48420
Long Term Investments,137314,165471,174656,140862
Note Receivable - Long Term,-,1157,1613,1379
"Other Long Term Assets, Total",29590,2,19257,29909
"Other Assets, Total",155978,99673,-,-
Total Current Liabilities,327978,329694,282278,334212
"Accounts Payable 107826 138181 117594 131775  Payable/Accrued - - - -  Accrued Expenses 60844 63499 61775 59534  Notes Payable/Short Term Debt 3569 4293 4451 32862  Current Port. of LT Debt/Capital Leases 5156 5000 7452 8297  Other Current liabilities, Total 150583 118721 91006 101744","Accounts Payable 107826 138181 117594 131775  Payable/Accrued - - - -  Accrued Expenses 60844 63499 61775 59534  Notes Payable/Short Term Debt 3569 4293 4451 32862  Current Port. of LT Debt/Capital Leases 5156 5000 7452 8297  Other Current liabilities, Total 150583 118721 91006 101744","Accounts Payable 107826 138181 117594 131775  Payable/Accrued - - - -  Accrued Expenses 60844 63499 61775 59534  Notes Payable/Short Term Debt 3569 4293 4451 32862  Current Port. of LT Debt/Capital Leases 5156 5000 7452 8297  Other Current liabilities, Total 150583 118721 91006 101744","Accounts Payable 107826 138181 117594 131775  Payable/Accrued - - - -  Accrued Expenses 60844 63499 61775 59534  Notes Payable/Short Term Debt 3569 4293 4451 32862  Current Port. of LT Debt/Capital Leases 5156 5000 7452 8297  Other Current liabilities, Total 150583 118721 91006 101744","Accounts Payable 107826 138181 117594 131775  Payable/Accrued - - - -  Accrued Expenses 60844 63499 61775 59534  Notes Payable/Short Term Debt 3569 4293 4451 32862  Current Port. of LT Debt/Capital Leases 5156 5000 7452 8297  Other Current liabilities, Total 150583 118721 91006 101744"
Accounts Payable,107826,138181,117594,131775
Payable/Accrued,-,-,-,-
Accrued Expenses,60844,63499,61775,59534
Notes Payable/Short Term Debt,3569,4293,4451,32862
Current Port. of LT Debt/Capital Leases,5156,5000,7452,8297
"Other Current liabilities, Total",150583,118721,91006,101744
Total Liabilities,495607,496170,483076,496463
"Total Long Term Debt 111732 113263 126264 76505  Long Term Debt 96217 98093 111207 62368  Capital Lease Obligations 15515 15170 15057 14137  Deferred Income Tax 4046 4624 10362 7777  Minority Interest 27498 28116 27325 24901  Other Liabilities, Total 20784 -46205 36847 53068","Total Long Term Debt 111732 113263 126264 76505  Long Term Debt 96217 98093 111207 62368  Capital Lease Obligations 15515 15170 15057 14137  Deferred Income Tax 4046 4624 10362 7777  Minority Interest 27498 28116 27325 24901  Other Liabilities, Total 20784 -46205 36847 53068","Total Long Term Debt 111732 113263 126264 76505  Long Term Debt 96217 98093 111207 62368  Capital Lease Obligations 15515 15170 15057 14137  Deferred Income Tax 4046 4624 10362 7777  Minority Interest 27498 28116 27325 24901  Other Liabilities, Total 20784 -46205 36847 53068","Total Long Term Debt 111732 113263 126264 76505  Long Term Debt 96217 98093 111207 62368  Capital Lease Obligations 15515 15170 15057 14137  Deferred Income Tax 4046 4624 10362 7777  Minority Interest 27498 28116 27325 24901  Other Liabilities, Total 20784 -46205 36847 53068","Total Long Term Debt 111732 113263 126264 76505  Long Term Debt 96217 98093 111207 62368  Capital Lease Obligations 15515 15170 15057 14137  Deferred Income Tax 4046 4624 10362 7777  Minority Interest 27498 28116 27325 24901  Other Liabilities, Total 20784 -46205 36847 53068"
Total Long Term Debt,111732,113263,126264,76505
Long Term Debt,96217,98093,111207,62368
Capital Lease Obligations,15515,15170,15057,14137
Deferred Income Tax,4046,4624,10362,7777
Minority Interest,27498,28116,27325,24901
"Other Liabilities, Total",20784,-46205,36847,53068
Total Equity,732524,702751,667067,609318
