Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,2311,2065,1479.44,1999.95
"Cash and Short Term Investments 1319 1246 562.56 1040.87  Cash - - - -  Cash & Equivalents 1319 1246 562.56 1040.87  Short Term Investments - - - -  Total Receivables, Net 676 609 638.12 643.36  Accounts Receivables - Trade, Net 676 609 638.12 643.36  Total Inventory - - 25.31 25.71  Prepaid Expenses - - 140.98 121.58  Other Current Assets, Total 316 210 112.46 168.43","Cash and Short Term Investments 1319 1246 562.56 1040.87  Cash - - - -  Cash & Equivalents 1319 1246 562.56 1040.87  Short Term Investments - - - -  Total Receivables, Net 676 609 638.12 643.36  Accounts Receivables - Trade, Net 676 609 638.12 643.36  Total Inventory - - 25.31 25.71  Prepaid Expenses - - 140.98 121.58  Other Current Assets, Total 316 210 112.46 168.43","Cash and Short Term Investments 1319 1246 562.56 1040.87  Cash - - - -  Cash & Equivalents 1319 1246 562.56 1040.87  Short Term Investments - - - -  Total Receivables, Net 676 609 638.12 643.36  Accounts Receivables - Trade, Net 676 609 638.12 643.36  Total Inventory - - 25.31 25.71  Prepaid Expenses - - 140.98 121.58  Other Current Assets, Total 316 210 112.46 168.43","Cash and Short Term Investments 1319 1246 562.56 1040.87  Cash - - - -  Cash & Equivalents 1319 1246 562.56 1040.87  Short Term Investments - - - -  Total Receivables, Net 676 609 638.12 643.36  Accounts Receivables - Trade, Net 676 609 638.12 643.36  Total Inventory - - 25.31 25.71  Prepaid Expenses - - 140.98 121.58  Other Current Assets, Total 316 210 112.46 168.43","Cash and Short Term Investments 1319 1246 562.56 1040.87  Cash - - - -  Cash & Equivalents 1319 1246 562.56 1040.87  Short Term Investments - - - -  Total Receivables, Net 676 609 638.12 643.36  Accounts Receivables - Trade, Net 676 609 638.12 643.36  Total Inventory - - 25.31 25.71  Prepaid Expenses - - 140.98 121.58  Other Current Assets, Total 316 210 112.46 168.43"
Cash and Short Term Investments,1319,1246,562.56,1040.87
Cash,-,-,-,-
Cash & Equivalents,1319,1246,562.56,1040.87
Short Term Investments,-,-,-,-
"Total Receivables, Net",676,609,638.12,643.36
"Accounts Receivables - Trade, Net",676,609,638.12,643.36
Total Inventory,-,-,25.31,25.71
Prepaid Expenses,-,-,140.98,121.58
