Period Ending:,202130/09,202030/09,201930/09,201830/09
Total Current Assets,1520.6,681.94,1573.58,1207.13
"Cash and Short Term Investments 1138.6 406.75 1174.62 740.88  Cash - - - -  Cash & Equivalents 1138.6 406.75 1174.62 740.88  Short Term Investments - - - -  Total Receivables, Net 334.6 229.29 350.97 391.48  Accounts Receivables - Trade, Net 326.47 229.29 350.97 391.48  Total Inventory 4.9 0.5 5.64 5.27  Prepaid Expenses 15.28 - - -  Other Current Assets, Total 27.22 45.4 42.35 69.5","Cash and Short Term Investments 1138.6 406.75 1174.62 740.88  Cash - - - -  Cash & Equivalents 1138.6 406.75 1174.62 740.88  Short Term Investments - - - -  Total Receivables, Net 334.6 229.29 350.97 391.48  Accounts Receivables - Trade, Net 326.47 229.29 350.97 391.48  Total Inventory 4.9 0.5 5.64 5.27  Prepaid Expenses 15.28 - - -  Other Current Assets, Total 27.22 45.4 42.35 69.5","Cash and Short Term Investments 1138.6 406.75 1174.62 740.88  Cash - - - -  Cash & Equivalents 1138.6 406.75 1174.62 740.88  Short Term Investments - - - -  Total Receivables, Net 334.6 229.29 350.97 391.48  Accounts Receivables - Trade, Net 326.47 229.29 350.97 391.48  Total Inventory 4.9 0.5 5.64 5.27  Prepaid Expenses 15.28 - - -  Other Current Assets, Total 27.22 45.4 42.35 69.5","Cash and Short Term Investments 1138.6 406.75 1174.62 740.88  Cash - - - -  Cash & Equivalents 1138.6 406.75 1174.62 740.88  Short Term Investments - - - -  Total Receivables, Net 334.6 229.29 350.97 391.48  Accounts Receivables - Trade, Net 326.47 229.29 350.97 391.48  Total Inventory 4.9 0.5 5.64 5.27  Prepaid Expenses 15.28 - - -  Other Current Assets, Total 27.22 45.4 42.35 69.5","Cash and Short Term Investments 1138.6 406.75 1174.62 740.88  Cash - - - -  Cash & Equivalents 1138.6 406.75 1174.62 740.88  Short Term Investments - - - -  Total Receivables, Net 334.6 229.29 350.97 391.48  Accounts Receivables - Trade, Net 326.47 229.29 350.97 391.48  Total Inventory 4.9 0.5 5.64 5.27  Prepaid Expenses 15.28 - - -  Other Current Assets, Total 27.22 45.4 42.35 69.5"
Cash and Short Term Investments,1138.6,406.75,1174.62,740.88
Cash,-,-,-,-
Cash & Equivalents,1138.6,406.75,1174.62,740.88
Short Term Investments,-,-,-,-
"Total Receivables, Net",334.6,229.29,350.97,391.48
"Accounts Receivables - Trade, Net",326.47,229.29,350.97,391.48
Total Inventory,4.9,0.5,5.64,5.27
Prepaid Expenses,15.28,-,-,-
"Other Current Assets, Total",27.22,45.4,42.35,69.5
Total Assets,1711.45,815.96,1932.38,1996.7
"Property/Plant/Equipment, Total - Net 17.04 20.87 39.78 46.04  Property/Plant/Equipment, Total - Gross 53.27 84.91 87.04 86.16  Accumulated Depreciation, Total -36.23 -64.03 -47.27 -40.12  Goodwill, Net - - - -  Intangibles, Net 2.01 3.19 158.38 638.64  Long Term Investments 151.14 42.68 112.56 54.97  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 20.66 67.27 48.09 49.92  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 17.04 20.87 39.78 46.04  Property/Plant/Equipment, Total - Gross 53.27 84.91 87.04 86.16  Accumulated Depreciation, Total -36.23 -64.03 -47.27 -40.12  Goodwill, Net - - - -  Intangibles, Net 2.01 3.19 158.38 638.64  Long Term Investments 151.14 42.68 112.56 54.97  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 20.66 67.27 48.09 49.92  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 17.04 20.87 39.78 46.04  Property/Plant/Equipment, Total - Gross 53.27 84.91 87.04 86.16  Accumulated Depreciation, Total -36.23 -64.03 -47.27 -40.12  Goodwill, Net - - - -  Intangibles, Net 2.01 3.19 158.38 638.64  Long Term Investments 151.14 42.68 112.56 54.97  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 20.66 67.27 48.09 49.92  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 17.04 20.87 39.78 46.04  Property/Plant/Equipment, Total - Gross 53.27 84.91 87.04 86.16  Accumulated Depreciation, Total -36.23 -64.03 -47.27 -40.12  Goodwill, Net - - - -  Intangibles, Net 2.01 3.19 158.38 638.64  Long Term Investments 151.14 42.68 112.56 54.97  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 20.66 67.27 48.09 49.92  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 17.04 20.87 39.78 46.04  Property/Plant/Equipment, Total - Gross 53.27 84.91 87.04 86.16  Accumulated Depreciation, Total -36.23 -64.03 -47.27 -40.12  Goodwill, Net - - - -  Intangibles, Net 2.01 3.19 158.38 638.64  Long Term Investments 151.14 42.68 112.56 54.97  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 20.66 67.27 48.09 49.92  Other Assets, Total - - - -"
"Property/Plant/Equipment, Total - Net",17.04,20.87,39.78,46.04
