Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,-,25305,25241,27661.39
"Cash and Short Term Investments - 11553 12506 10938.48  Cash - - - -  Cash & Equivalents - 5259 6405 5138.52  Short Term Investments 5398 6294 6101 5799.97  Total Receivables, Net - 11771 9564 10808.66  Accounts Receivables - Trade, Net - 11771 9564 9894.17  Total Inventory - 822 2530 5709.39  Prepaid Expenses - - - 121.92  Other Current Assets, Total - 1159 641 82.94","Cash and Short Term Investments - 11553 12506 10938.48  Cash - - - -  Cash & Equivalents - 5259 6405 5138.52  Short Term Investments 5398 6294 6101 5799.97  Total Receivables, Net - 11771 9564 10808.66  Accounts Receivables - Trade, Net - 11771 9564 9894.17  Total Inventory - 822 2530 5709.39  Prepaid Expenses - - - 121.92  Other Current Assets, Total - 1159 641 82.94","Cash and Short Term Investments - 11553 12506 10938.48  Cash - - - -  Cash & Equivalents - 5259 6405 5138.52  Short Term Investments 5398 6294 6101 5799.97  Total Receivables, Net - 11771 9564 10808.66  Accounts Receivables - Trade, Net - 11771 9564 9894.17  Total Inventory - 822 2530 5709.39  Prepaid Expenses - - - 121.92  Other Current Assets, Total - 1159 641 82.94","Cash and Short Term Investments - 11553 12506 10938.48  Cash - - - -  Cash & Equivalents - 5259 6405 5138.52  Short Term Investments 5398 6294 6101 5799.97  Total Receivables, Net - 11771 9564 10808.66  Accounts Receivables - Trade, Net - 11771 9564 9894.17  Total Inventory - 822 2530 5709.39  Prepaid Expenses - - - 121.92  Other Current Assets, Total - 1159 641 82.94","Cash and Short Term Investments - 11553 12506 10938.48  Cash - - - -  Cash & Equivalents - 5259 6405 5138.52  Short Term Investments 5398 6294 6101 5799.97  Total Receivables, Net - 11771 9564 10808.66  Accounts Receivables - Trade, Net - 11771 9564 9894.17  Total Inventory - 822 2530 5709.39  Prepaid Expenses - - - 121.92  Other Current Assets, Total - 1159 641 82.94"
Cash and Short Term Investments,-,11553,12506,10938.48
Cash,-,-,-,-
Cash & Equivalents,-,5259,6405,5138.52
Short Term Investments,5398,6294,6101,5799.97
"Total Receivables, Net",-,11771,9564,10808.66
"Accounts Receivables - Trade, Net",-,11771,9564,9894.17
Total Inventory,-,822,2530,5709.39
Prepaid Expenses,-,-,-,121.92
"Other Current Assets, Total",-,1159,641,82.94
Total Assets,43290,38571,37628,38543.52
"Property/Plant/Equipment, Total - Net 862 895 1068 1056.98  Property/Plant/Equipment, Total - Gross - 1761 1997 1887.33  Accumulated Depreciation, Total - -867 -929 -830.35  Goodwill, Net - 71 95 -  Intangibles, Net - 1004 1174 1033.96  Long Term Investments - 8994 7666 6607.99  Note Receivable - Long Term - - - 3.56  Other Long Term Assets, Total - 2302 2384 2179.63  Other Assets, Total -6470 - - -","Property/Plant/Equipment, Total - Net 862 895 1068 1056.98  Property/Plant/Equipment, Total - Gross - 1761 1997 1887.33  Accumulated Depreciation, Total - -867 -929 -830.35  Goodwill, Net - 71 95 -  Intangibles, Net - 1004 1174 1033.96  Long Term Investments - 8994 7666 6607.99  Note Receivable - Long Term - - - 3.56  Other Long Term Assets, Total - 2302 2384 2179.63  Other Assets, Total -6470 - - -","Property/Plant/Equipment, Total - Net 862 895 1068 1056.98  Property/Plant/Equipment, Total - Gross - 1761 1997 1887.33  Accumulated Depreciation, Total - -867 -929 -830.35  Goodwill, Net - 71 95 -  Intangibles, Net - 1004 1174 1033.96  Long Term Investments - 8994 7666 6607.99  Note Receivable - Long Term - - - 3.56  Other Long Term Assets, Total - 2302 2384 2179.63  Other Assets, Total -6470 - - -","Property/Plant/Equipment, Total - Net 862 895 1068 1056.98  Property/Plant/Equipment, Total - Gross - 1761 1997 1887.33  Accumulated Depreciation, Total - -867 -929 -830.35  Goodwill, Net - 71 95 -  Intangibles, Net - 1004 1174 1033.96  Long Term Investments - 8994 7666 6607.99  Note Receivable - Long Term - - - 3.56  Other Long Term Assets, Total - 2302 2384 2179.63  Other Assets, Total -6470 - - -","Property/Plant/Equipment, Total - Net 862 895 1068 1056.98  Property/Plant/Equipment, Total - Gross - 1761 1997 1887.33  Accumulated Depreciation, Total - -867 -929 -830.35  Goodwill, Net - 71 95 -  Intangibles, Net - 1004 1174 1033.96  Long Term Investments - 8994 7666 6607.99  Note Receivable - Long Term - - - 3.56  Other Long Term Assets, Total - 2302 2384 2179.63  Other Assets, Total -6470 - - -"
"Property/Plant/Equipment, Total - Net",862,895,1068,1056.98
"Property/Plant/Equipment, Total - Gross",-,1761,1997,1887.33
"Accumulated Depreciation, Total",-,-867,-929,-830.35
"Goodwill, Net",-,71,95,-
"Intangibles, Net",-,1004,1174,1033.96
Long Term Investments,-,8994,7666,6607.99
Note Receivable - Long Term,-,-,-,3.56
"Other Long Term Assets, Total",-,2302,2384,2179.63
"Other Assets, Total",-6470,-,-,-
