Period Ending:,202231/05,202131/05,202031/05,201931/05
Total Current Assets,971,1117.67,617.05,483.14
"Cash and Short Term Investments 376 686.55 273.63 218.49  Cash - - - -  Cash & Equivalents 376 686.55 273.63 218.49  Short Term Investments - - - -  Total Receivables, Net 487 358.95 277.85 208.37  Accounts Receivables - Trade, Net 473 358.95 277.85 207.98  Total Inventory 28 25.21 20.26 15.22  Prepaid Expenses 77 45.81 44.72 39.45  Other Current Assets, Total 3 1.15 0.59 1.62","Cash and Short Term Investments 376 686.55 273.63 218.49  Cash - - - -  Cash & Equivalents 376 686.55 273.63 218.49  Short Term Investments - - - -  Total Receivables, Net 487 358.95 277.85 208.37  Accounts Receivables - Trade, Net 473 358.95 277.85 207.98  Total Inventory 28 25.21 20.26 15.22  Prepaid Expenses 77 45.81 44.72 39.45  Other Current Assets, Total 3 1.15 0.59 1.62","Cash and Short Term Investments 376 686.55 273.63 218.49  Cash - - - -  Cash & Equivalents 376 686.55 273.63 218.49  Short Term Investments - - - -  Total Receivables, Net 487 358.95 277.85 208.37  Accounts Receivables - Trade, Net 473 358.95 277.85 207.98  Total Inventory 28 25.21 20.26 15.22  Prepaid Expenses 77 45.81 44.72 39.45  Other Current Assets, Total 3 1.15 0.59 1.62","Cash and Short Term Investments 376 686.55 273.63 218.49  Cash - - - -  Cash & Equivalents 376 686.55 273.63 218.49  Short Term Investments - - - -  Total Receivables, Net 487 358.95 277.85 208.37  Accounts Receivables - Trade, Net 473 358.95 277.85 207.98  Total Inventory 28 25.21 20.26 15.22  Prepaid Expenses 77 45.81 44.72 39.45  Other Current Assets, Total 3 1.15 0.59 1.62","Cash and Short Term Investments 376 686.55 273.63 218.49  Cash - - - -  Cash & Equivalents 376 686.55 273.63 218.49  Short Term Investments - - - -  Total Receivables, Net 487 358.95 277.85 208.37  Accounts Receivables - Trade, Net 473 358.95 277.85 207.98  Total Inventory 28 25.21 20.26 15.22  Prepaid Expenses 77 45.81 44.72 39.45  Other Current Assets, Total 3 1.15 0.59 1.62"
Cash and Short Term Investments,376,686.55,273.63,218.49
Cash,-,-,-,-
Cash & Equivalents,376,686.55,273.63,218.49
Short Term Investments,-,-,-,-
"Total Receivables, Net",487,358.95,277.85,208.37
"Accounts Receivables - Trade, Net",473,358.95,277.85,207.98
Total Inventory,28,25.21,20.26,15.22
Prepaid Expenses,77,45.81,44.72,39.45
"Other Current Assets, Total",3,1.15,0.59,1.62
Total Assets,1499,1448.04,854.35,704.27
"Property/Plant/Equipment, Total - Net 27 30.82 32.92 33.21  Property/Plant/Equipment, Total - Gross - 89.69 78.97 65.84  Accumulated Depreciation, Total - -58.87 -46.05 -32.63  Goodwill, Net - - - -  Intangibles, Net 411 203.98 122.59 107.44  Long Term Investments 89 - 0.05 0.05  Note Receivable - Long Term 14 - - -  Other Long Term Assets, Total 1 95.57 81.74 80.43  Other Assets, Total -456 - - -","Property/Plant/Equipment, Total - Net 27 30.82 32.92 33.21  Property/Plant/Equipment, Total - Gross - 89.69 78.97 65.84  Accumulated Depreciation, Total - -58.87 -46.05 -32.63  Goodwill, Net - - - -  Intangibles, Net 411 203.98 122.59 107.44  Long Term Investments 89 - 0.05 0.05  Note Receivable - Long Term 14 - - -  Other Long Term Assets, Total 1 95.57 81.74 80.43  Other Assets, Total -456 - - -","Property/Plant/Equipment, Total - Net 27 30.82 32.92 33.21  Property/Plant/Equipment, Total - Gross - 89.69 78.97 65.84  Accumulated Depreciation, Total - -58.87 -46.05 -32.63  Goodwill, Net - - - -  Intangibles, Net 411 203.98 122.59 107.44  Long Term Investments 89 - 0.05 0.05  Note Receivable - Long Term 14 - - -  Other Long Term Assets, Total 1 95.57 81.74 80.43  Other Assets, Total -456 - - -","Property/Plant/Equipment, Total - Net 27 30.82 32.92 33.21  Property/Plant/Equipment, Total - Gross - 89.69 78.97 65.84  Accumulated Depreciation, Total - -58.87 -46.05 -32.63  Goodwill, Net - - - -  Intangibles, Net 411 203.98 122.59 107.44  Long Term Investments 89 - 0.05 0.05  Note Receivable - Long Term 14 - - -  Other Long Term Assets, Total 1 95.57 81.74 80.43  Other Assets, Total -456 - - -","Property/Plant/Equipment, Total - Net 27 30.82 32.92 33.21  Property/Plant/Equipment, Total - Gross - 89.69 78.97 65.84  Accumulated Depreciation, Total - -58.87 -46.05 -32.63  Goodwill, Net - - - -  Intangibles, Net 411 203.98 122.59 107.44  Long Term Investments 89 - 0.05 0.05  Note Receivable - Long Term 14 - - -  Other Long Term Assets, Total 1 95.57 81.74 80.43  Other Assets, Total -456 - - -"
"Property/Plant/Equipment, Total - Net",27,30.82,32.92,33.21
"Property/Plant/Equipment, Total - Gross",-,89.69,78.97,65.84
"Accumulated Depreciation, Total",-,-58.87,-46.05,-32.63
"Goodwill, Net",-,-,-,-
"Intangibles, Net",411,203.98,122.59,107.44
Long Term Investments,89,-,0.05,0.05
Note Receivable - Long Term,14,-,-,-
"Other Long Term Assets, Total",1,95.57,81.74,80.43
"Other Assets, Total",-456,-,-,-
Total Current Liabilities,476,480.26,569.78,501.43
"Accounts Payable 61 33.38 7.91 14.18  Payable/Accrued - - - -  Accrued Expenses 134 193.44 155.81 81.88  Notes Payable/Short Term Debt 150 100 250 225  Current Port. of LT Debt/Capital Leases - - 25.2 50.39  Other Current liabilities, Total 131 153.44 130.87 129.99","Accounts Payable 61 33.38 7.91 14.18  Payable/Accrued - - - -  Accrued Expenses 134 193.44 155.81 81.88  Notes Payable/Short Term Debt 150 100 250 225  Current Port. of LT Debt/Capital Leases - - 25.2 50.39  Other Current liabilities, Total 131 153.44 130.87 129.99","Accounts Payable 61 33.38 7.91 14.18  Payable/Accrued - - - -  Accrued Expenses 134 193.44 155.81 81.88  Notes Payable/Short Term Debt 150 100 250 225  Current Port. of LT Debt/Capital Leases - - 25.2 50.39  Other Current liabilities, Total 131 153.44 130.87 129.99","Accounts Payable 61 33.38 7.91 14.18  Payable/Accrued - - - -  Accrued Expenses 134 193.44 155.81 81.88  Notes Payable/Short Term Debt 150 100 250 225  Current Port. of LT Debt/Capital Leases - - 25.2 50.39  Other Current liabilities, Total 131 153.44 130.87 129.99","Accounts Payable 61 33.38 7.91 14.18  Payable/Accrued - - - -  Accrued Expenses 134 193.44 155.81 81.88  Notes Payable/Short Term Debt 150 100 250 225  Current Port. of LT Debt/Capital Leases - - 25.2 50.39  Other Current liabilities, Total 131 153.44 130.87 129.99"
Accounts Payable,61,33.38,7.91,14.18
Payable/Accrued,-,-,-,-
Accrued Expenses,134,193.44,155.81,81.88
Notes Payable/Short Term Debt,150,100,250,225
Current Port. of LT Debt/Capital Leases,-,-,25.2,50.39
"Other Current liabilities, Total",131,153.44,130.87,129.99
Total Liabilities,491,495.13,585.52,539.05
"Total Long Term Debt - - 0.87 22.75  Long Term Debt - - 0.87 22.75  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -135 14.87 14.87 14.87","Total Long Term Debt - - 0.87 22.75  Long Term Debt - - 0.87 22.75  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -135 14.87 14.87 14.87","Total Long Term Debt - - 0.87 22.75  Long Term Debt - - 0.87 22.75  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -135 14.87 14.87 14.87","Total Long Term Debt - - 0.87 22.75  Long Term Debt - - 0.87 22.75  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -135 14.87 14.87 14.87","Total Long Term Debt - - 0.87 22.75  Long Term Debt - - 0.87 22.75  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -135 14.87 14.87 14.87"
Total Long Term Debt,-,-,0.87,22.75
Long Term Debt,-,-,0.87,22.75
Capital Lease Obligations,-,-,-,-
Deferred Income Tax,-,-,-,-
Minority Interest,-,-,-,-
"Other Liabilities, Total",-135,14.87,14.87,14.87
Total Equity,1008,952.91,268.83,165.22
