Period Ending:,202231/12,202131/12,202031/12,202031/03
Total Current Assets,4566,4299.25,3648.83,3236.73
"Cash and Short Term Investments 2176 1681.38 2073.42 1842.52  Cash - - - -  Cash & Equivalents 2176 1681.38 2073.42 1842.52  Short Term Investments - - - -  Total Receivables, Net 2239 2444.03 1412.95 1328.58  Accounts Receivables - Trade, Net 2163 2395.23 1355.91 1300.71  Total Inventory 17 49.62 32.55 6.51  Prepaid Expenses 128 119.84 96.94 55.57  Other Current Assets, Total 6 4.38 32.96 3.56","Cash and Short Term Investments 2176 1681.38 2073.42 1842.52  Cash - - - -  Cash & Equivalents 2176 1681.38 2073.42 1842.52  Short Term Investments - - - -  Total Receivables, Net 2239 2444.03 1412.95 1328.58  Accounts Receivables - Trade, Net 2163 2395.23 1355.91 1300.71  Total Inventory 17 49.62 32.55 6.51  Prepaid Expenses 128 119.84 96.94 55.57  Other Current Assets, Total 6 4.38 32.96 3.56","Cash and Short Term Investments 2176 1681.38 2073.42 1842.52  Cash - - - -  Cash & Equivalents 2176 1681.38 2073.42 1842.52  Short Term Investments - - - -  Total Receivables, Net 2239 2444.03 1412.95 1328.58  Accounts Receivables - Trade, Net 2163 2395.23 1355.91 1300.71  Total Inventory 17 49.62 32.55 6.51  Prepaid Expenses 128 119.84 96.94 55.57  Other Current Assets, Total 6 4.38 32.96 3.56","Cash and Short Term Investments 2176 1681.38 2073.42 1842.52  Cash - - - -  Cash & Equivalents 2176 1681.38 2073.42 1842.52  Short Term Investments - - - -  Total Receivables, Net 2239 2444.03 1412.95 1328.58  Accounts Receivables - Trade, Net 2163 2395.23 1355.91 1300.71  Total Inventory 17 49.62 32.55 6.51  Prepaid Expenses 128 119.84 96.94 55.57  Other Current Assets, Total 6 4.38 32.96 3.56","Cash and Short Term Investments 2176 1681.38 2073.42 1842.52  Cash - - - -  Cash & Equivalents 2176 1681.38 2073.42 1842.52  Short Term Investments - - - -  Total Receivables, Net 2239 2444.03 1412.95 1328.58  Accounts Receivables - Trade, Net 2163 2395.23 1355.91 1300.71  Total Inventory 17 49.62 32.55 6.51  Prepaid Expenses 128 119.84 96.94 55.57  Other Current Assets, Total 6 4.38 32.96 3.56"
Cash and Short Term Investments,2176,1681.38,2073.42,1842.52
Cash,-,-,-,-
Cash & Equivalents,2176,1681.38,2073.42,1842.52
Short Term Investments,-,-,-,-
"Total Receivables, Net",2239,2444.03,1412.95,1328.58
"Accounts Receivables - Trade, Net",2163,2395.23,1355.91,1300.71
Total Inventory,17,49.62,32.55,6.51
Prepaid Expenses,128,119.84,96.94,55.57
