Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,2766,3005,2574,1315.25
"Cash and Short Term Investments 2379 2783 2439 1217.98  Cash - - - -  Cash & Equivalents 2379 2783 2439 1217.98  Short Term Investments - - - -  Total Receivables, Net 123 115 94 68.18  Accounts Receivables - Trade, Net 123 115 94 68.18  Total Inventory - - - -  Prepaid Expenses 193 - - -  Other Current Assets, Total 71 107 41 29.08","Cash and Short Term Investments 2379 2783 2439 1217.98  Cash - - - -  Cash & Equivalents 2379 2783 2439 1217.98  Short Term Investments - - - -  Total Receivables, Net 123 115 94 68.18  Accounts Receivables - Trade, Net 123 115 94 68.18  Total Inventory - - - -  Prepaid Expenses 193 - - -  Other Current Assets, Total 71 107 41 29.08","Cash and Short Term Investments 2379 2783 2439 1217.98  Cash - - - -  Cash & Equivalents 2379 2783 2439 1217.98  Short Term Investments - - - -  Total Receivables, Net 123 115 94 68.18  Accounts Receivables - Trade, Net 123 115 94 68.18  Total Inventory - - - -  Prepaid Expenses 193 - - -  Other Current Assets, Total 71 107 41 29.08","Cash and Short Term Investments 2379 2783 2439 1217.98  Cash - - - -  Cash & Equivalents 2379 2783 2439 1217.98  Short Term Investments - - - -  Total Receivables, Net 123 115 94 68.18  Accounts Receivables - Trade, Net 123 115 94 68.18  Total Inventory - - - -  Prepaid Expenses 193 - - -  Other Current Assets, Total 71 107 41 29.08","Cash and Short Term Investments 2379 2783 2439 1217.98  Cash - - - -  Cash & Equivalents 2379 2783 2439 1217.98  Short Term Investments - - - -  Total Receivables, Net 123 115 94 68.18  Accounts Receivables - Trade, Net 123 115 94 68.18  Total Inventory - - - -  Prepaid Expenses 193 - - -  Other Current Assets, Total 71 107 41 29.08"
Cash and Short Term Investments,2379,2783,2439,1217.98
Cash,-,-,-,-
Cash & Equivalents,2379,2783,2439,1217.98
Short Term Investments,-,-,-,-
"Total Receivables, Net",123,115,94,68.18
"Accounts Receivables - Trade, Net",123,115,94,68.18
Total Inventory,-,-,-,-
Prepaid Expenses,193,-,-,-
"Other Current Assets, Total",71,107,41,29.08
Total Assets,3494,3321,2864,1580.39
"Property/Plant/Equipment, Total - Net 63 52 55 63.42  Property/Plant/Equipment, Total - Gross - 99.97 90.59 84.52  Accumulated Depreciation, Total - -47.97 -35.13 -21.11  Goodwill, Net 250 81 95 108.82  Intangibles, Net 250 74 28 4.24  Long Term Investments 136 97 73 -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1 2 88.67  Other Assets, Total -25 3 -16 -","Property/Plant/Equipment, Total - Net 63 52 55 63.42  Property/Plant/Equipment, Total - Gross - 99.97 90.59 84.52  Accumulated Depreciation, Total - -47.97 -35.13 -21.11  Goodwill, Net 250 81 95 108.82  Intangibles, Net 250 74 28 4.24  Long Term Investments 136 97 73 -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1 2 88.67  Other Assets, Total -25 3 -16 -","Property/Plant/Equipment, Total - Net 63 52 55 63.42  Property/Plant/Equipment, Total - Gross - 99.97 90.59 84.52  Accumulated Depreciation, Total - -47.97 -35.13 -21.11  Goodwill, Net 250 81 95 108.82  Intangibles, Net 250 74 28 4.24  Long Term Investments 136 97 73 -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1 2 88.67  Other Assets, Total -25 3 -16 -","Property/Plant/Equipment, Total - Net 63 52 55 63.42  Property/Plant/Equipment, Total - Gross - 99.97 90.59 84.52  Accumulated Depreciation, Total - -47.97 -35.13 -21.11  Goodwill, Net 250 81 95 108.82  Intangibles, Net 250 74 28 4.24  Long Term Investments 136 97 73 -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1 2 88.67  Other Assets, Total -25 3 -16 -","Property/Plant/Equipment, Total - Net 63 52 55 63.42  Property/Plant/Equipment, Total - Gross - 99.97 90.59 84.52  Accumulated Depreciation, Total - -47.97 -35.13 -21.11  Goodwill, Net 250 81 95 108.82  Intangibles, Net 250 74 28 4.24  Long Term Investments 136 97 73 -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1 2 88.67  Other Assets, Total -25 3 -16 -"
"Property/Plant/Equipment, Total - Net",63,52,55,63.42
"Property/Plant/Equipment, Total - Gross",-,99.97,90.59,84.52
"Accumulated Depreciation, Total",-,-47.97,-35.13,-21.11
"Goodwill, Net",250,81,95,108.82
"Intangibles, Net",250,74,28,4.24
Long Term Investments,136,97,73,-
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",2,1,2,88.67
"Other Assets, Total",-25,3,-16,-
Total Current Liabilities,2000,1507,1145,842.56
"Accounts Payable - 1 1 0.11  Payable/Accrued - - - -  Accrued Expenses 132 85 77 82.52  Notes Payable/Short Term Debt 100 - - -  Current Port. of LT Debt/Capital Leases 353 249 225 123.24  Other Current liabilities, Total 1415 1172 842 636.69","Accounts Payable - 1 1 0.11  Payable/Accrued - - - -  Accrued Expenses 132 85 77 82.52  Notes Payable/Short Term Debt 100 - - -  Current Port. of LT Debt/Capital Leases 353 249 225 123.24  Other Current liabilities, Total 1415 1172 842 636.69","Accounts Payable - 1 1 0.11  Payable/Accrued - - - -  Accrued Expenses 132 85 77 82.52  Notes Payable/Short Term Debt 100 - - -  Current Port. of LT Debt/Capital Leases 353 249 225 123.24  Other Current liabilities, Total 1415 1172 842 636.69","Accounts Payable - 1 1 0.11  Payable/Accrued - - - -  Accrued Expenses 132 85 77 82.52  Notes Payable/Short Term Debt 100 - - -  Current Port. of LT Debt/Capital Leases 353 249 225 123.24  Other Current liabilities, Total 1415 1172 842 636.69","Accounts Payable - 1 1 0.11  Payable/Accrued - - - -  Accrued Expenses 132 85 77 82.52  Notes Payable/Short Term Debt 100 - - -  Current Port. of LT Debt/Capital Leases 353 249 225 123.24  Other Current liabilities, Total 1415 1172 842 636.69"
Accounts Payable,-,1,1,0.11
Payable/Accrued,-,-,-,-
Accrued Expenses,132,85,77,82.52
Notes Payable/Short Term Debt,100,-,-,-
Current Port. of LT Debt/Capital Leases,353,249,225,123.24
"Other Current liabilities, Total",1415,1172,842,636.69
Total Liabilities,2534,1891,1708,1404.61
"Total Long Term Debt 504 374 545 476.23  Long Term Debt 504 374 545 469.93  Capital Lease Obligations - - 4.48 6.3  Deferred Income Tax 1 - - -  Minority Interest - - - 57.24  Other Liabilities, Total -71 -614.04 -752.19 28.58","Total Long Term Debt 504 374 545 476.23  Long Term Debt 504 374 545 469.93  Capital Lease Obligations - - 4.48 6.3  Deferred Income Tax 1 - - -  Minority Interest - - - 57.24  Other Liabilities, Total -71 -614.04 -752.19 28.58","Total Long Term Debt 504 374 545 476.23  Long Term Debt 504 374 545 469.93  Capital Lease Obligations - - 4.48 6.3  Deferred Income Tax 1 - - -  Minority Interest - - - 57.24  Other Liabilities, Total -71 -614.04 -752.19 28.58","Total Long Term Debt 504 374 545 476.23  Long Term Debt 504 374 545 469.93  Capital Lease Obligations - - 4.48 6.3  Deferred Income Tax 1 - - -  Minority Interest - - - 57.24  Other Liabilities, Total -71 -614.04 -752.19 28.58","Total Long Term Debt 504 374 545 476.23  Long Term Debt 504 374 545 469.93  Capital Lease Obligations - - 4.48 6.3  Deferred Income Tax 1 - - -  Minority Interest - - - 57.24  Other Liabilities, Total -71 -614.04 -752.19 28.58"
Total Long Term Debt,504,374,545,476.23
Long Term Debt,504,374,545,469.93
Capital Lease Obligations,-,-,4.48,6.3
Deferred Income Tax,1,-,-,-
Minority Interest,-,-,-,57.24
"Other Liabilities, Total",-71,-614.04,-752.19,28.58
Total Equity,960,1430,1156,175.79
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 656 644 633 215  Additional Paid-In Capital 534 521 511 185  Retained Earnings (Accumulated Deficit) -230 262 8 -224.21  Treasury Stock - Common - -0.18 - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total - 3 4 -0","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 656 644 633 215  Additional Paid-In Capital 534 521 511 185  Retained Earnings (Accumulated Deficit) -230 262 8 -224.21  Treasury Stock - Common - -0.18 - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total - 3 4 -0","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 656 644 633 215  Additional Paid-In Capital 534 521 511 185  Retained Earnings (Accumulated Deficit) -230 262 8 -224.21  Treasury Stock - Common - -0.18 - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total - 3 4 -0","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 656 644 633 215  Additional Paid-In Capital 534 521 511 185  Retained Earnings (Accumulated Deficit) -230 262 8 -224.21  Treasury Stock - Common - -0.18 - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total - 3 4 -0","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 656 644 633 215  Additional Paid-In Capital 534 521 511 185  Retained Earnings (Accumulated Deficit) -230 262 8 -224.21  Treasury Stock - Common - -0.18 - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total - 3 4 -0"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",656,644,633,215
Additional Paid-In Capital,534,521,511,185
