Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Current Assets,3060653,2604774,3350223,2471921
"Cash and Short Term Investments 1670872 1420653 2189152 1357733  Cash - - - -  Cash & Equivalents 1670872 1420653 2189152 1357733  Short Term Investments - - - -  Total Receivables, Net 528769 449579 405799 447770  Accounts Receivables - Trade, Net 505769 449579 405799 345047  Total Inventory 282379 248815 161325 178094  Prepaid Expenses 78588 71249 62009 211745  Other Current Assets, Total 500045 414478 531938 276579","Cash and Short Term Investments 1670872 1420653 2189152 1357733  Cash - - - -  Cash & Equivalents 1670872 1420653 2189152 1357733  Short Term Investments - - - -  Total Receivables, Net 528769 449579 405799 447770  Accounts Receivables - Trade, Net 505769 449579 405799 345047  Total Inventory 282379 248815 161325 178094  Prepaid Expenses 78588 71249 62009 211745  Other Current Assets, Total 500045 414478 531938 276579","Cash and Short Term Investments 1670872 1420653 2189152 1357733  Cash - - - -  Cash & Equivalents 1670872 1420653 2189152 1357733  Short Term Investments - - - -  Total Receivables, Net 528769 449579 405799 447770  Accounts Receivables - Trade, Net 505769 449579 405799 345047  Total Inventory 282379 248815 161325 178094  Prepaid Expenses 78588 71249 62009 211745  Other Current Assets, Total 500045 414478 531938 276579","Cash and Short Term Investments 1670872 1420653 2189152 1357733  Cash - - - -  Cash & Equivalents 1670872 1420653 2189152 1357733  Short Term Investments - - - -  Total Receivables, Net 528769 449579 405799 447770  Accounts Receivables - Trade, Net 505769 449579 405799 345047  Total Inventory 282379 248815 161325 178094  Prepaid Expenses 78588 71249 62009 211745  Other Current Assets, Total 500045 414478 531938 276579","Cash and Short Term Investments 1670872 1420653 2189152 1357733  Cash - - - -  Cash & Equivalents 1670872 1420653 2189152 1357733  Short Term Investments - - - -  Total Receivables, Net 528769 449579 405799 447770  Accounts Receivables - Trade, Net 505769 449579 405799 345047  Total Inventory 282379 248815 161325 178094  Prepaid Expenses 78588 71249 62009 211745  Other Current Assets, Total 500045 414478 531938 276579"
Cash and Short Term Investments,1670872,1420653,2189152,1357733
Cash,-,-,-,-
Cash & Equivalents,1670872,1420653,2189152,1357733
Short Term Investments,-,-,-,-
"Total Receivables, Net",528769,449579,405799,447770
"Accounts Receivables - Trade, Net",505769,449579,405799,345047
Total Inventory,282379,248815,161325,178094
Prepaid Expenses,78588,71249,62009,211745
"Other Current Assets, Total",500045,414478,531938,276579
Total Assets,10550956,8739279,6946832,5996887
"Property/Plant/Equipment, Total - Net 4341750 3232347 2206023 2183375  Property/Plant/Equipment, Total - Gross - 5468852 4230346 4151513  Accumulated Depreciation, Total - -2236508 -2024324 -1968138  Goodwill, Net 1913017 1741604 349882 359618  Intangibles, Net 451656 398398 295991 249265  Long Term Investments 710683 702136 683579 184670  Note Receivable - Long Term - 14633 14194 13836  Other Long Term Assets, Total 2 2 2 534202  Other Assets, Total 349850 273732 348596 -","Property/Plant/Equipment, Total - Net 4341750 3232347 2206023 2183375  Property/Plant/Equipment, Total - Gross - 5468852 4230346 4151513  Accumulated Depreciation, Total - -2236508 -2024324 -1968138  Goodwill, Net 1913017 1741604 349882 359618  Intangibles, Net 451656 398398 295991 249265  Long Term Investments 710683 702136 683579 184670  Note Receivable - Long Term - 14633 14194 13836  Other Long Term Assets, Total 2 2 2 534202  Other Assets, Total 349850 273732 348596 -","Property/Plant/Equipment, Total - Net 4341750 3232347 2206023 2183375  Property/Plant/Equipment, Total - Gross - 5468852 4230346 4151513  Accumulated Depreciation, Total - -2236508 -2024324 -1968138  Goodwill, Net 1913017 1741604 349882 359618  Intangibles, Net 451656 398398 295991 249265  Long Term Investments 710683 702136 683579 184670  Note Receivable - Long Term - 14633 14194 13836  Other Long Term Assets, Total 2 2 2 534202  Other Assets, Total 349850 273732 348596 -","Property/Plant/Equipment, Total - Net 4341750 3232347 2206023 2183375  Property/Plant/Equipment, Total - Gross - 5468852 4230346 4151513  Accumulated Depreciation, Total - -2236508 -2024324 -1968138  Goodwill, Net 1913017 1741604 349882 359618  Intangibles, Net 451656 398398 295991 249265  Long Term Investments 710683 702136 683579 184670  Note Receivable - Long Term - 14633 14194 13836  Other Long Term Assets, Total 2 2 2 534202  Other Assets, Total 349850 273732 348596 -","Property/Plant/Equipment, Total - Net 4341750 3232347 2206023 2183375  Property/Plant/Equipment, Total - Gross - 5468852 4230346 4151513  Accumulated Depreciation, Total - -2236508 -2024324 -1968138  Goodwill, Net 1913017 1741604 349882 359618  Intangibles, Net 451656 398398 295991 249265  Long Term Investments 710683 702136 683579 184670  Note Receivable - Long Term - 14633 14194 13836  Other Long Term Assets, Total 2 2 2 534202  Other Assets, Total 349850 273732 348596 -"
"Property/Plant/Equipment, Total - Net",4341750,3232347,2206023,2183375
"Property/Plant/Equipment, Total - Gross",-,5468852,4230346,4151513
"Accumulated Depreciation, Total",-,-2236508,-2024324,-1968138
"Goodwill, Net",1913017,1741604,349882,359618
"Intangibles, Net",451656,398398,295991,249265
Long Term Investments,710683,702136,683579,184670
Note Receivable - Long Term,-,14633,14194,13836
"Other Long Term Assets, Total",2,2,2,534202
"Other Assets, Total",349850,273732,348596,-
Total Current Liabilities,3265089,2480725,2782433,2157172
"Accounts Payable 536172 483908 385289 410793  Payable/Accrued - - - -  Accrued Expenses 291643 249560 139283 145987  Notes Payable/Short Term Debt 253568 140146 619953 129456  Current Port. of LT Debt/Capital Leases 622900 181280 213664 168437  Other Current liabilities, Total 1560806 1425831 1424244 1302499","Accounts Payable 536172 483908 385289 410793  Payable/Accrued - - - -  Accrued Expenses 291643 249560 139283 145987  Notes Payable/Short Term Debt 253568 140146 619953 129456  Current Port. of LT Debt/Capital Leases 622900 181280 213664 168437  Other Current liabilities, Total 1560806 1425831 1424244 1302499","Accounts Payable 536172 483908 385289 410793  Payable/Accrued - - - -  Accrued Expenses 291643 249560 139283 145987  Notes Payable/Short Term Debt 253568 140146 619953 129456  Current Port. of LT Debt/Capital Leases 622900 181280 213664 168437  Other Current liabilities, Total 1560806 1425831 1424244 1302499","Accounts Payable 536172 483908 385289 410793  Payable/Accrued - - - -  Accrued Expenses 291643 249560 139283 145987  Notes Payable/Short Term Debt 253568 140146 619953 129456  Current Port. of LT Debt/Capital Leases 622900 181280 213664 168437  Other Current liabilities, Total 1560806 1425831 1424244 1302499","Accounts Payable 536172 483908 385289 410793  Payable/Accrued - - - -  Accrued Expenses 291643 249560 139283 145987  Notes Payable/Short Term Debt 253568 140146 619953 129456  Current Port. of LT Debt/Capital Leases 622900 181280 213664 168437  Other Current liabilities, Total 1560806 1425831 1424244 1302499"
Accounts Payable,536172,483908,385289,410793
Payable/Accrued,-,-,-,-
Accrued Expenses,291643,249560,139283,145987
Notes Payable/Short Term Debt,253568,140146,619953,129456
Current Port. of LT Debt/Capital Leases,622900,181280,213664,168437
"Other Current liabilities, Total",1560806,1425831,1424244,1302499
Total Liabilities,6902796,5591549,4115499,3394960
"Total Long Term Debt 3165711 2577305 927592 685066  Long Term Debt 2330798 2577305 927592 685066  Capital Lease Obligations 834913 - - -  Deferred Income Tax 184242 109825 78879 63949  Minority Interest 173565 166719 162352 155295  Other Liabilities, Total -139522.57 -1138996 -1585002 333478","Total Long Term Debt 3165711 2577305 927592 685066  Long Term Debt 2330798 2577305 927592 685066  Capital Lease Obligations 834913 - - -  Deferred Income Tax 184242 109825 78879 63949  Minority Interest 173565 166719 162352 155295  Other Liabilities, Total -139522.57 -1138996 -1585002 333478","Total Long Term Debt 3165711 2577305 927592 685066  Long Term Debt 2330798 2577305 927592 685066  Capital Lease Obligations 834913 - - -  Deferred Income Tax 184242 109825 78879 63949  Minority Interest 173565 166719 162352 155295  Other Liabilities, Total -139522.57 -1138996 -1585002 333478","Total Long Term Debt 3165711 2577305 927592 685066  Long Term Debt 2330798 2577305 927592 685066  Capital Lease Obligations 834913 - - -  Deferred Income Tax 184242 109825 78879 63949  Minority Interest 173565 166719 162352 155295  Other Liabilities, Total -139522.57 -1138996 -1585002 333478","Total Long Term Debt 3165711 2577305 927592 685066  Long Term Debt 2330798 2577305 927592 685066  Capital Lease Obligations 834913 - - -  Deferred Income Tax 184242 109825 78879 63949  Minority Interest 173565 166719 162352 155295  Other Liabilities, Total -139522.57 -1138996 -1585002 333478"
Total Long Term Debt,3165711,2577305,927592,685066
Long Term Debt,2330798,2577305,927592,685066
Capital Lease Obligations,834913,-,-,-
Deferred Income Tax,184242,109825,78879,63949
Minority Interest,173565,166719,162352,155295
"Other Liabilities, Total",-139522.57,-1138996,-1585002,333478
Total Equity,3648160,3147730,2831333,2601927
