Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Current Assets,1301,1130.25,1211.81,1607.43
"Cash and Short Term Investments 732 550.7 573.4 839.19  Cash - - - -  Cash & Equivalents 732 550.7 573.4 839.19  Short Term Investments - - - -  Total Receivables, Net 250 438.65 455.44 573.42  Accounts Receivables - Trade, Net 250 397.98 312.87 573.42  Total Inventory 255 116.09 170.02 97.54  Prepaid Expenses - 24.81 12.94 10.83  Other Current Assets, Total 64 - 0.01 97.28","Cash and Short Term Investments 732 550.7 573.4 839.19  Cash - - - -  Cash & Equivalents 732 550.7 573.4 839.19  Short Term Investments - - - -  Total Receivables, Net 250 438.65 455.44 573.42  Accounts Receivables - Trade, Net 250 397.98 312.87 573.42  Total Inventory 255 116.09 170.02 97.54  Prepaid Expenses - 24.81 12.94 10.83  Other Current Assets, Total 64 - 0.01 97.28","Cash and Short Term Investments 732 550.7 573.4 839.19  Cash - - - -  Cash & Equivalents 732 550.7 573.4 839.19  Short Term Investments - - - -  Total Receivables, Net 250 438.65 455.44 573.42  Accounts Receivables - Trade, Net 250 397.98 312.87 573.42  Total Inventory 255 116.09 170.02 97.54  Prepaid Expenses - 24.81 12.94 10.83  Other Current Assets, Total 64 - 0.01 97.28","Cash and Short Term Investments 732 550.7 573.4 839.19  Cash - - - -  Cash & Equivalents 732 550.7 573.4 839.19  Short Term Investments - - - -  Total Receivables, Net 250 438.65 455.44 573.42  Accounts Receivables - Trade, Net 250 397.98 312.87 573.42  Total Inventory 255 116.09 170.02 97.54  Prepaid Expenses - 24.81 12.94 10.83  Other Current Assets, Total 64 - 0.01 97.28","Cash and Short Term Investments 732 550.7 573.4 839.19  Cash - - - -  Cash & Equivalents 732 550.7 573.4 839.19  Short Term Investments - - - -  Total Receivables, Net 250 438.65 455.44 573.42  Accounts Receivables - Trade, Net 250 397.98 312.87 573.42  Total Inventory 255 116.09 170.02 97.54  Prepaid Expenses - 24.81 12.94 10.83  Other Current Assets, Total 64 - 0.01 97.28"
Cash and Short Term Investments,732,550.7,573.4,839.19
Cash,-,-,-,-
Cash & Equivalents,732,550.7,573.4,839.19
Short Term Investments,-,-,-,-
"Total Receivables, Net",250,438.65,455.44,573.42
"Accounts Receivables - Trade, Net",250,397.98,312.87,573.42
Total Inventory,255,116.09,170.02,97.54
Prepaid Expenses,-,24.81,12.94,10.83
"Other Current Assets, Total",64,-,0.01,97.28
Total Assets,3227,3366.55,2636.66,2871.55
