Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,239032,233872,227617,229486
"Cash and Short Term Investments 59900 148505 144250 144503  Cash - - - -  Cash & Equivalents 51571 148125 143652 143885  Short Term Investments 8329 380 598 618  Total Receivables, Net 70222 61418 59414 60914  Accounts Receivables - Trade, Net 70222 56318 54103 55812  Total Inventory 10388 7731 7899 7415  Prepaid Expenses - 6892 5670 6235  Other Current Assets, Total 98522 9326 10384 10419","Cash and Short Term Investments 59900 148505 144250 144503  Cash - - - -  Cash & Equivalents 51571 148125 143652 143885  Short Term Investments 8329 380 598 618  Total Receivables, Net 70222 61418 59414 60914  Accounts Receivables - Trade, Net 70222 56318 54103 55812  Total Inventory 10388 7731 7899 7415  Prepaid Expenses - 6892 5670 6235  Other Current Assets, Total 98522 9326 10384 10419","Cash and Short Term Investments 59900 148505 144250 144503  Cash - - - -  Cash & Equivalents 51571 148125 143652 143885  Short Term Investments 8329 380 598 618  Total Receivables, Net 70222 61418 59414 60914  Accounts Receivables - Trade, Net 70222 56318 54103 55812  Total Inventory 10388 7731 7899 7415  Prepaid Expenses - 6892 5670 6235  Other Current Assets, Total 98522 9326 10384 10419","Cash and Short Term Investments 59900 148505 144250 144503  Cash - - - -  Cash & Equivalents 51571 148125 143652 143885  Short Term Investments 8329 380 598 618  Total Receivables, Net 70222 61418 59414 60914  Accounts Receivables - Trade, Net 70222 56318 54103 55812  Total Inventory 10388 7731 7899 7415  Prepaid Expenses - 6892 5670 6235  Other Current Assets, Total 98522 9326 10384 10419","Cash and Short Term Investments 59900 148505 144250 144503  Cash - - - -  Cash & Equivalents 51571 148125 143652 143885  Short Term Investments 8329 380 598 618  Total Receivables, Net 70222 61418 59414 60914  Accounts Receivables - Trade, Net 70222 56318 54103 55812  Total Inventory 10388 7731 7899 7415  Prepaid Expenses - 6892 5670 6235  Other Current Assets, Total 98522 9326 10384 10419"
Cash and Short Term Investments,59900,148505,144250,144503
Cash,-,-,-,-
Cash & Equivalents,51571,148125,143652,143885
Short Term Investments,8329,380,598,618
"Total Receivables, Net",70222,61418,59414,60914
"Accounts Receivables - Trade, Net",70222,56318,54103,55812
Total Inventory,10388,7731,7899,7415
Prepaid Expenses,-,6892,5670,6235
"Other Current Assets, Total",98522,9326,10384,10419
Total Assets,516647,488278,481465,428796
