Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,136963,76687,105261,151167.02
"Cash and Short Term Investments 20906 12314 23054 37801.63  Cash - - - -  Cash & Equivalents 20906 12314 21377 36239.75  Short Term Investments 2206 1967 1677 1561.88  Total Receivables, Net 56965 30938 9388 10586.88  Accounts Receivables - Trade, Net 53316 28258 4076 6661.76  Total Inventory 10962 10098 36840 89590.61  Prepaid Expenses - 21759 35740 12161.21  Other Current Assets, Total 48130 23337 239 1026.69","Cash and Short Term Investments 20906 12314 23054 37801.63  Cash - - - -  Cash & Equivalents 20906 12314 21377 36239.75  Short Term Investments 2206 1967 1677 1561.88  Total Receivables, Net 56965 30938 9388 10586.88  Accounts Receivables - Trade, Net 53316 28258 4076 6661.76  Total Inventory 10962 10098 36840 89590.61  Prepaid Expenses - 21759 35740 12161.21  Other Current Assets, Total 48130 23337 239 1026.69","Cash and Short Term Investments 20906 12314 23054 37801.63  Cash - - - -  Cash & Equivalents 20906 12314 21377 36239.75  Short Term Investments 2206 1967 1677 1561.88  Total Receivables, Net 56965 30938 9388 10586.88  Accounts Receivables - Trade, Net 53316 28258 4076 6661.76  Total Inventory 10962 10098 36840 89590.61  Prepaid Expenses - 21759 35740 12161.21  Other Current Assets, Total 48130 23337 239 1026.69","Cash and Short Term Investments 20906 12314 23054 37801.63  Cash - - - -  Cash & Equivalents 20906 12314 21377 36239.75  Short Term Investments 2206 1967 1677 1561.88  Total Receivables, Net 56965 30938 9388 10586.88  Accounts Receivables - Trade, Net 53316 28258 4076 6661.76  Total Inventory 10962 10098 36840 89590.61  Prepaid Expenses - 21759 35740 12161.21  Other Current Assets, Total 48130 23337 239 1026.69","Cash and Short Term Investments 20906 12314 23054 37801.63  Cash - - - -  Cash & Equivalents 20906 12314 21377 36239.75  Short Term Investments 2206 1967 1677 1561.88  Total Receivables, Net 56965 30938 9388 10586.88  Accounts Receivables - Trade, Net 53316 28258 4076 6661.76  Total Inventory 10962 10098 36840 89590.61  Prepaid Expenses - 21759 35740 12161.21  Other Current Assets, Total 48130 23337 239 1026.69"
Cash and Short Term Investments,20906,12314,23054,37801.63
Cash,-,-,-,-
Cash & Equivalents,20906,12314,21377,36239.75
Short Term Investments,2206,1967,1677,1561.88
"Total Receivables, Net",56965,30938,9388,10586.88
"Accounts Receivables - Trade, Net",53316,28258,4076,6661.76
Total Inventory,10962,10098,36840,89590.61
Prepaid Expenses,-,21759,35740,12161.21
"Other Current Assets, Total",48130,23337,239,1026.69
Total Assets,175876,101764,112170,158879.92
