Period Ending:,202231/08,202131/08,202031/08,201931/08
Total Current Assets,3999,3880.99,4069.72,4229.71
"Cash and Short Term Investments 1618 1773.74 1698.72 2039.15  Cash - - - -  Cash & Equivalents 1618 1773.74 1698.72 2039.15  Short Term Investments - - - -  Total Receivables, Net 764 672.6 820.27 852.92  Accounts Receivables - Trade, Net 764 672.6 820.27 852.92  Total Inventory 1532 1261.16 1440.37 1297.16  Prepaid Expenses 37 109.92 65.03 29.3  Other Current Assets, Total 48 63.56 45.33 11.18","Cash and Short Term Investments 1618 1773.74 1698.72 2039.15  Cash - - - -  Cash & Equivalents 1618 1773.74 1698.72 2039.15  Short Term Investments - - - -  Total Receivables, Net 764 672.6 820.27 852.92  Accounts Receivables - Trade, Net 764 672.6 820.27 852.92  Total Inventory 1532 1261.16 1440.37 1297.16  Prepaid Expenses 37 109.92 65.03 29.3  Other Current Assets, Total 48 63.56 45.33 11.18","Cash and Short Term Investments 1618 1773.74 1698.72 2039.15  Cash - - - -  Cash & Equivalents 1618 1773.74 1698.72 2039.15  Short Term Investments - - - -  Total Receivables, Net 764 672.6 820.27 852.92  Accounts Receivables - Trade, Net 764 672.6 820.27 852.92  Total Inventory 1532 1261.16 1440.37 1297.16  Prepaid Expenses 37 109.92 65.03 29.3  Other Current Assets, Total 48 63.56 45.33 11.18","Cash and Short Term Investments 1618 1773.74 1698.72 2039.15  Cash - - - -  Cash & Equivalents 1618 1773.74 1698.72 2039.15  Short Term Investments - - - -  Total Receivables, Net 764 672.6 820.27 852.92  Accounts Receivables - Trade, Net 764 672.6 820.27 852.92  Total Inventory 1532 1261.16 1440.37 1297.16  Prepaid Expenses 37 109.92 65.03 29.3  Other Current Assets, Total 48 63.56 45.33 11.18","Cash and Short Term Investments 1618 1773.74 1698.72 2039.15  Cash - - - -  Cash & Equivalents 1618 1773.74 1698.72 2039.15  Short Term Investments - - - -  Total Receivables, Net 764 672.6 820.27 852.92  Accounts Receivables - Trade, Net 764 672.6 820.27 852.92  Total Inventory 1532 1261.16 1440.37 1297.16  Prepaid Expenses 37 109.92 65.03 29.3  Other Current Assets, Total 48 63.56 45.33 11.18"
Cash and Short Term Investments,1618,1773.74,1698.72,2039.15
Cash,-,-,-,-
Cash & Equivalents,1618,1773.74,1698.72,2039.15
Short Term Investments,-,-,-,-
"Total Receivables, Net",764,672.6,820.27,852.92
"Accounts Receivables - Trade, Net",764,672.6,820.27,852.92
Total Inventory,1532,1261.16,1440.37,1297.16
Prepaid Expenses,37,109.92,65.03,29.3
"Other Current Assets, Total",48,63.56,45.33,11.18
Total Assets,5315,5123.47,5200.9,5063.8
