Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,2088,1233.8,973.46,1059.03
"Cash and Short Term Investments 1122 590.9 407.63 560.96  Cash - - - -  Cash & Equivalents 1122 590.9 407.63 560.96  Short Term Investments - - - -  Total Receivables, Net 778 548.82 330.76 259.27  Accounts Receivables - Trade, Net 778 548.82 330.76 259.27  Total Inventory - - - -  Prepaid Expenses 74 57.45 26.46 37.27  Other Current Assets, Total 114 36.64 208.6 201.53","Cash and Short Term Investments 1122 590.9 407.63 560.96  Cash - - - -  Cash & Equivalents 1122 590.9 407.63 560.96  Short Term Investments - - - -  Total Receivables, Net 778 548.82 330.76 259.27  Accounts Receivables - Trade, Net 778 548.82 330.76 259.27  Total Inventory - - - -  Prepaid Expenses 74 57.45 26.46 37.27  Other Current Assets, Total 114 36.64 208.6 201.53","Cash and Short Term Investments 1122 590.9 407.63 560.96  Cash - - - -  Cash & Equivalents 1122 590.9 407.63 560.96  Short Term Investments - - - -  Total Receivables, Net 778 548.82 330.76 259.27  Accounts Receivables - Trade, Net 778 548.82 330.76 259.27  Total Inventory - - - -  Prepaid Expenses 74 57.45 26.46 37.27  Other Current Assets, Total 114 36.64 208.6 201.53","Cash and Short Term Investments 1122 590.9 407.63 560.96  Cash - - - -  Cash & Equivalents 1122 590.9 407.63 560.96  Short Term Investments - - - -  Total Receivables, Net 778 548.82 330.76 259.27  Accounts Receivables - Trade, Net 778 548.82 330.76 259.27  Total Inventory - - - -  Prepaid Expenses 74 57.45 26.46 37.27  Other Current Assets, Total 114 36.64 208.6 201.53","Cash and Short Term Investments 1122 590.9 407.63 560.96  Cash - - - -  Cash & Equivalents 1122 590.9 407.63 560.96  Short Term Investments - - - -  Total Receivables, Net 778 548.82 330.76 259.27  Accounts Receivables - Trade, Net 778 548.82 330.76 259.27  Total Inventory - - - -  Prepaid Expenses 74 57.45 26.46 37.27  Other Current Assets, Total 114 36.64 208.6 201.53"
Cash and Short Term Investments,1122,590.9,407.63,560.96
Cash,-,-,-,-
Cash & Equivalents,1122,590.9,407.63,560.96
Short Term Investments,-,-,-,-
"Total Receivables, Net",778,548.82,330.76,259.27
"Accounts Receivables - Trade, Net",778,548.82,330.76,259.27
Total Inventory,-,-,-,-
Prepaid Expenses,74,57.45,26.46,37.27
"Other Current Assets, Total",114,36.64,208.6,201.53
Total Assets,2233,1723.19,1230.77,1213.21
