Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,91603,97292,96742,110017
"Cash and Short Term Investments 58909 65572 42245 38923  Cash - - - -  Cash & Equivalents 9203 4012 3717 5773  Short Term Investments 49706 61560 38528 33150  Total Receivables, Net 22865 22010 18955 25150  Accounts Receivables - Trade, Net 22865 22010 18948 25136  Total Inventory 8969 8763 7151 7513  Prepaid Expenses 307 152 145 175  Other Current Assets, Total 553 795 28246 38256","Cash and Short Term Investments 58909 65572 42245 38923  Cash - - - -  Cash & Equivalents 9203 4012 3717 5773  Short Term Investments 49706 61560 38528 33150  Total Receivables, Net 22865 22010 18955 25150  Accounts Receivables - Trade, Net 22865 22010 18948 25136  Total Inventory 8969 8763 7151 7513  Prepaid Expenses 307 152 145 175  Other Current Assets, Total 553 795 28246 38256","Cash and Short Term Investments 58909 65572 42245 38923  Cash - - - -  Cash & Equivalents 9203 4012 3717 5773  Short Term Investments 49706 61560 38528 33150  Total Receivables, Net 22865 22010 18955 25150  Accounts Receivables - Trade, Net 22865 22010 18948 25136  Total Inventory 8969 8763 7151 7513  Prepaid Expenses 307 152 145 175  Other Current Assets, Total 553 795 28246 38256","Cash and Short Term Investments 58909 65572 42245 38923  Cash - - - -  Cash & Equivalents 9203 4012 3717 5773  Short Term Investments 49706 61560 38528 33150  Total Receivables, Net 22865 22010 18955 25150  Accounts Receivables - Trade, Net 22865 22010 18948 25136  Total Inventory 8969 8763 7151 7513  Prepaid Expenses 307 152 145 175  Other Current Assets, Total 553 795 28246 38256","Cash and Short Term Investments 58909 65572 42245 38923  Cash - - - -  Cash & Equivalents 9203 4012 3717 5773  Short Term Investments 49706 61560 38528 33150  Total Receivables, Net 22865 22010 18955 25150  Accounts Receivables - Trade, Net 22865 22010 18948 25136  Total Inventory 8969 8763 7151 7513  Prepaid Expenses 307 152 145 175  Other Current Assets, Total 553 795 28246 38256"
Cash and Short Term Investments,58909,65572,42245,38923
Cash,-,-,-,-
Cash & Equivalents,9203,4012,3717,5773
Short Term Investments,49706,61560,38528,33150
"Total Receivables, Net",22865,22010,18955,25150
"Accounts Receivables - Trade, Net",22865,22010,18948,25136
Total Inventory,8969,8763,7151,7513
Prepaid Expenses,307,152,145,175
"Other Current Assets, Total",553,795,28246,38256
Total Assets,133689,130810,126026,139943
"Property/Plant/Equipment, Total - Net 2282 2078 1777 2778  Property/Plant/Equipment, Total - Gross - 6419 6040 22071  Accumulated Depreciation, Total - -4343 -4263 -19295  Goodwill, Net - - - -  Intangibles, Net 517 512 442 526  Long Term Investments 38636 30286 20810 19764  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 6255 6858  Other Assets, Total 37013 49749 - -","Property/Plant/Equipment, Total - Net 2282 2078 1777 2778  Property/Plant/Equipment, Total - Gross - 6419 6040 22071  Accumulated Depreciation, Total - -4343 -4263 -19295  Goodwill, Net - - - -  Intangibles, Net 517 512 442 526  Long Term Investments 38636 30286 20810 19764  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 6255 6858  Other Assets, Total 37013 49749 - -","Property/Plant/Equipment, Total - Net 2282 2078 1777 2778  Property/Plant/Equipment, Total - Gross - 6419 6040 22071  Accumulated Depreciation, Total - -4343 -4263 -19295  Goodwill, Net - - - -  Intangibles, Net 517 512 442 526  Long Term Investments 38636 30286 20810 19764  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 6255 6858  Other Assets, Total 37013 49749 - -","Property/Plant/Equipment, Total - Net 2282 2078 1777 2778  Property/Plant/Equipment, Total - Gross - 6419 6040 22071  Accumulated Depreciation, Total - -4343 -4263 -19295  Goodwill, Net - - - -  Intangibles, Net 517 512 442 526  Long Term Investments 38636 30286 20810 19764  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 6255 6858  Other Assets, Total 37013 49749 - -","Property/Plant/Equipment, Total - Net 2282 2078 1777 2778  Property/Plant/Equipment, Total - Gross - 6419 6040 22071  Accumulated Depreciation, Total - -4343 -4263 -19295  Goodwill, Net - - - -  Intangibles, Net 517 512 442 526  Long Term Investments 38636 30286 20810 19764  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 6255 6858  Other Assets, Total 37013 49749 - -"
"Property/Plant/Equipment, Total - Net",2282,2078,1777,2778
"Property/Plant/Equipment, Total - Gross",-,6419,6040,22071
"Accumulated Depreciation, Total",-,-4343,-4263,-19295
"Goodwill, Net",-,-,-,-
"Intangibles, Net",517,512,442,526
Long Term Investments,38636,30286,20810,19764
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",1,1,6255,6858
"Other Assets, Total",37013,49749,-,-
Total Current Liabilities,13221,12372,9461,24942
"Accounts Payable 6584 5793 5143 5752  Payable/Accrued - - - -  Accrued Expenses 753 812 689 828  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 283 211 85 85  Other Current liabilities, Total 5601 5556 3544 18277","Accounts Payable 6584 5793 5143 5752  Payable/Accrued - - - -  Accrued Expenses 753 812 689 828  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 283 211 85 85  Other Current liabilities, Total 5601 5556 3544 18277","Accounts Payable 6584 5793 5143 5752  Payable/Accrued - - - -  Accrued Expenses 753 812 689 828  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 283 211 85 85  Other Current liabilities, Total 5601 5556 3544 18277","Accounts Payable 6584 5793 5143 5752  Payable/Accrued - - - -  Accrued Expenses 753 812 689 828  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 283 211 85 85  Other Current liabilities, Total 5601 5556 3544 18277","Accounts Payable 6584 5793 5143 5752  Payable/Accrued - - - -  Accrued Expenses 753 812 689 828  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 283 211 85 85  Other Current liabilities, Total 5601 5556 3544 18277"
Accounts Payable,6584,5793,5143,5752
Payable/Accrued,-,-,-,-
Accrued Expenses,753,812,689,828
Notes Payable/Short Term Debt,-,-,-,-
Current Port. of LT Debt/Capital Leases,283,211,85,85
"Other Current liabilities, Total",5601,5556,3544,18277
Total Liabilities,14465,13796,10935,26818
"Total Long Term Debt 241 275 209 294  Long Term Debt - - - -  Capital Lease Obligations 241 275 209 294  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 1003 1149 1265 1582","Total Long Term Debt 241 275 209 294  Long Term Debt - - - -  Capital Lease Obligations 241 275 209 294  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 1003 1149 1265 1582","Total Long Term Debt 241 275 209 294  Long Term Debt - - - -  Capital Lease Obligations 241 275 209 294  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 1003 1149 1265 1582","Total Long Term Debt 241 275 209 294  Long Term Debt - - - -  Capital Lease Obligations 241 275 209 294  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 1003 1149 1265 1582","Total Long Term Debt 241 275 209 294  Long Term Debt - - - -  Capital Lease Obligations 241 275 209 294  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 1003 1149 1265 1582"
Total Long Term Debt,241,275,209,294
Long Term Debt,-,-,-,-
Capital Lease Obligations,241,275,209,294
Deferred Income Tax,-,-,-,-
Minority Interest,-,-,-,-
"Other Liabilities, Total",1003,1149,1265,1582
Total Equity,119224,117014,115091,113125
