Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Current Assets,4050,3918.42,3062.8,2429.72
"Cash and Short Term Investments 2905 2928.69 2029.88 1526.36  Cash - - - -  Cash & Equivalents 2905 2928.69 2014.88 1526.36  Short Term Investments - - 15 -  Total Receivables, Net 824 777.04 756.77 639.48  Accounts Receivables - Trade, Net 794 752.72 756.77 639.48  Total Inventory 123 111.36 114.73 145.82  Prepaid Expenses - 20.17 18.29 10.18  Other Current Assets, Total 198 81.15 143.12 107.87","Cash and Short Term Investments 2905 2928.69 2029.88 1526.36  Cash - - - -  Cash & Equivalents 2905 2928.69 2014.88 1526.36  Short Term Investments - - 15 -  Total Receivables, Net 824 777.04 756.77 639.48  Accounts Receivables - Trade, Net 794 752.72 756.77 639.48  Total Inventory 123 111.36 114.73 145.82  Prepaid Expenses - 20.17 18.29 10.18  Other Current Assets, Total 198 81.15 143.12 107.87","Cash and Short Term Investments 2905 2928.69 2029.88 1526.36  Cash - - - -  Cash & Equivalents 2905 2928.69 2014.88 1526.36  Short Term Investments - - 15 -  Total Receivables, Net 824 777.04 756.77 639.48  Accounts Receivables - Trade, Net 794 752.72 756.77 639.48  Total Inventory 123 111.36 114.73 145.82  Prepaid Expenses - 20.17 18.29 10.18  Other Current Assets, Total 198 81.15 143.12 107.87","Cash and Short Term Investments 2905 2928.69 2029.88 1526.36  Cash - - - -  Cash & Equivalents 2905 2928.69 2014.88 1526.36  Short Term Investments - - 15 -  Total Receivables, Net 824 777.04 756.77 639.48  Accounts Receivables - Trade, Net 794 752.72 756.77 639.48  Total Inventory 123 111.36 114.73 145.82  Prepaid Expenses - 20.17 18.29 10.18  Other Current Assets, Total 198 81.15 143.12 107.87","Cash and Short Term Investments 2905 2928.69 2029.88 1526.36  Cash - - - -  Cash & Equivalents 2905 2928.69 2014.88 1526.36  Short Term Investments - - 15 -  Total Receivables, Net 824 777.04 756.77 639.48  Accounts Receivables - Trade, Net 794 752.72 756.77 639.48  Total Inventory 123 111.36 114.73 145.82  Prepaid Expenses - 20.17 18.29 10.18  Other Current Assets, Total 198 81.15 143.12 107.87"
Cash and Short Term Investments,2905,2928.69,2029.88,1526.36
Cash,-,-,-,-
Cash & Equivalents,2905,2928.69,2014.88,1526.36
Short Term Investments,-,-,15,-
"Total Receivables, Net",824,777.04,756.77,639.48
"Accounts Receivables - Trade, Net",794,752.72,756.77,639.48
Total Inventory,123,111.36,114.73,145.82
Prepaid Expenses,-,20.17,18.29,10.18
"Other Current Assets, Total",198,81.15,143.12,107.87
Total Assets,5169,4724.06,3978.99,3245.86
