Period Ending:,202231/03,202131/03,202031/03,201931/03
Total Current Assets,1718.27,1716.33,2682.42,2583.1
"Cash and Short Term Investments 1066.84 668.47 1923.06 1950.09  Cash - - - -  Cash & Equivalents 1066.84 668.47 1923.06 1950.09  Short Term Investments - - - -  Total Receivables, Net 187.45 187.6 209.61 248.44  Accounts Receivables - Trade, Net 187.45 187.6 209.61 248.44  Total Inventory 420.99 423.47 205.58 286.14  Prepaid Expenses 39.04 39.96 52.17 28.45  Other Current Assets, Total 3.95 396.81 291.99 69.98","Cash and Short Term Investments 1066.84 668.47 1923.06 1950.09  Cash - - - -  Cash & Equivalents 1066.84 668.47 1923.06 1950.09  Short Term Investments - - - -  Total Receivables, Net 187.45 187.6 209.61 248.44  Accounts Receivables - Trade, Net 187.45 187.6 209.61 248.44  Total Inventory 420.99 423.47 205.58 286.14  Prepaid Expenses 39.04 39.96 52.17 28.45  Other Current Assets, Total 3.95 396.81 291.99 69.98","Cash and Short Term Investments 1066.84 668.47 1923.06 1950.09  Cash - - - -  Cash & Equivalents 1066.84 668.47 1923.06 1950.09  Short Term Investments - - - -  Total Receivables, Net 187.45 187.6 209.61 248.44  Accounts Receivables - Trade, Net 187.45 187.6 209.61 248.44  Total Inventory 420.99 423.47 205.58 286.14  Prepaid Expenses 39.04 39.96 52.17 28.45  Other Current Assets, Total 3.95 396.81 291.99 69.98","Cash and Short Term Investments 1066.84 668.47 1923.06 1950.09  Cash - - - -  Cash & Equivalents 1066.84 668.47 1923.06 1950.09  Short Term Investments - - - -  Total Receivables, Net 187.45 187.6 209.61 248.44  Accounts Receivables - Trade, Net 187.45 187.6 209.61 248.44  Total Inventory 420.99 423.47 205.58 286.14  Prepaid Expenses 39.04 39.96 52.17 28.45  Other Current Assets, Total 3.95 396.81 291.99 69.98","Cash and Short Term Investments 1066.84 668.47 1923.06 1950.09  Cash - - - -  Cash & Equivalents 1066.84 668.47 1923.06 1950.09  Short Term Investments - - - -  Total Receivables, Net 187.45 187.6 209.61 248.44  Accounts Receivables - Trade, Net 187.45 187.6 209.61 248.44  Total Inventory 420.99 423.47 205.58 286.14  Prepaid Expenses 39.04 39.96 52.17 28.45  Other Current Assets, Total 3.95 396.81 291.99 69.98"
Cash and Short Term Investments,1066.84,668.47,1923.06,1950.09
Cash,-,-,-,-
Cash & Equivalents,1066.84,668.47,1923.06,1950.09
Short Term Investments,-,-,-,-
"Total Receivables, Net",187.45,187.6,209.61,248.44
"Accounts Receivables - Trade, Net",187.45,187.6,209.61,248.44
Total Inventory,420.99,423.47,205.58,286.14
Prepaid Expenses,39.04,39.96,52.17,28.45
"Other Current Assets, Total",3.95,396.81,291.99,69.98
Total Assets,5462.63,7732.59,8713.3,4279.47
"Property/Plant/Equipment, Total - Net 3699.24 5900.59 5966.3 1627.52  Property/Plant/Equipment, Total - Gross 4649.07 6371.81 5994.79 1650.67  Accumulated Depreciation, Total -949.83 -471.22 -28.5 -23.15  Goodwill, Net - - - -  Intangibles, Net 3.23 76.06 3.86 4.8  Long Term Investments - - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 41.89 39.61 60.74 64.05  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 3699.24 5900.59 5966.3 1627.52  Property/Plant/Equipment, Total - Gross 4649.07 6371.81 5994.79 1650.67  Accumulated Depreciation, Total -949.83 -471.22 -28.5 -23.15  Goodwill, Net - - - -  Intangibles, Net 3.23 76.06 3.86 4.8  Long Term Investments - - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 41.89 39.61 60.74 64.05  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 3699.24 5900.59 5966.3 1627.52  Property/Plant/Equipment, Total - Gross 4649.07 6371.81 5994.79 1650.67  Accumulated Depreciation, Total -949.83 -471.22 -28.5 -23.15  Goodwill, Net - - - -  Intangibles, Net 3.23 76.06 3.86 4.8  Long Term Investments - - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 41.89 39.61 60.74 64.05  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 3699.24 5900.59 5966.3 1627.52  Property/Plant/Equipment, Total - Gross 4649.07 6371.81 5994.79 1650.67  Accumulated Depreciation, Total -949.83 -471.22 -28.5 -23.15  Goodwill, Net - - - -  Intangibles, Net 3.23 76.06 3.86 4.8  Long Term Investments - - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 41.89 39.61 60.74 64.05  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 3699.24 5900.59 5966.3 1627.52  Property/Plant/Equipment, Total - Gross 4649.07 6371.81 5994.79 1650.67  Accumulated Depreciation, Total -949.83 -471.22 -28.5 -23.15  Goodwill, Net - - - -  Intangibles, Net 3.23 76.06 3.86 4.8  Long Term Investments - - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 41.89 39.61 60.74 64.05  Other Assets, Total - - - -"
"Property/Plant/Equipment, Total - Net",3699.24,5900.59,5966.3,1627.52
"Property/Plant/Equipment, Total - Gross",4649.07,6371.81,5994.79,1650.67
"Accumulated Depreciation, Total",-949.83,-471.22,-28.5,-23.15
"Goodwill, Net",-,-,-,-
"Intangibles, Net",3.23,76.06,3.86,4.8
Long Term Investments,-,-,-,-
Note Receivable - Long Term,-,-,-,-
