Period Ending:,202231/08,202131/08,202031/08,201931/03
Total Current Assets,1369,1651.82,1596.74,1783.33
"Cash and Short Term Investments 546 742.01 611.62 766.8  Cash - - - -  Cash & Equivalents 546 742.01 611.62 766.8  Short Term Investments - - - -  Total Receivables, Net 473 525.47 573.19 450.41  Accounts Receivables - Trade, Net 470 524.15 572.59 414.69  Total Inventory 246 277.12 318.46 489.27  Prepaid Expenses - 73.47 66.98 76.17  Other Current Assets, Total 104 33.76 26.49 0.68","Cash and Short Term Investments 546 742.01 611.62 766.8  Cash - - - -  Cash & Equivalents 546 742.01 611.62 766.8  Short Term Investments - - - -  Total Receivables, Net 473 525.47 573.19 450.41  Accounts Receivables - Trade, Net 470 524.15 572.59 414.69  Total Inventory 246 277.12 318.46 489.27  Prepaid Expenses - 73.47 66.98 76.17  Other Current Assets, Total 104 33.76 26.49 0.68","Cash and Short Term Investments 546 742.01 611.62 766.8  Cash - - - -  Cash & Equivalents 546 742.01 611.62 766.8  Short Term Investments - - - -  Total Receivables, Net 473 525.47 573.19 450.41  Accounts Receivables - Trade, Net 470 524.15 572.59 414.69  Total Inventory 246 277.12 318.46 489.27  Prepaid Expenses - 73.47 66.98 76.17  Other Current Assets, Total 104 33.76 26.49 0.68","Cash and Short Term Investments 546 742.01 611.62 766.8  Cash - - - -  Cash & Equivalents 546 742.01 611.62 766.8  Short Term Investments - - - -  Total Receivables, Net 473 525.47 573.19 450.41  Accounts Receivables - Trade, Net 470 524.15 572.59 414.69  Total Inventory 246 277.12 318.46 489.27  Prepaid Expenses - 73.47 66.98 76.17  Other Current Assets, Total 104 33.76 26.49 0.68","Cash and Short Term Investments 546 742.01 611.62 766.8  Cash - - - -  Cash & Equivalents 546 742.01 611.62 766.8  Short Term Investments - - - -  Total Receivables, Net 473 525.47 573.19 450.41  Accounts Receivables - Trade, Net 470 524.15 572.59 414.69  Total Inventory 246 277.12 318.46 489.27  Prepaid Expenses - 73.47 66.98 76.17  Other Current Assets, Total 104 33.76 26.49 0.68"
Cash and Short Term Investments,546,742.01,611.62,766.8
Cash,-,-,-,-
Cash & Equivalents,546,742.01,611.62,766.8
Short Term Investments,-,-,-,-
"Total Receivables, Net",473,525.47,573.19,450.41
"Accounts Receivables - Trade, Net",470,524.15,572.59,414.69
Total Inventory,246,277.12,318.46,489.27
Prepaid Expenses,-,73.47,66.98,76.17
"Other Current Assets, Total",104,33.76,26.49,0.68
Total Assets,1871,1963.61,1960.35,2124.74
