Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,24738,21653,17561,16621.69
"Cash and Short Term Investments 4793 5492 5539 3607.4  Cash - - - -  Cash & Equivalents 4793 5492 5539 3607.4  Short Term Investments - - - -  Total Receivables, Net - -0.49 -0.02 -0  Accounts Receivables - Trade, Net - -0.49 -0.02 -0  Total Inventory 19490 15417 11626 12522.65  Prepaid Expenses 158 139 123 253.12  Other Current Assets, Total 297 605 273 238.52","Cash and Short Term Investments 4793 5492 5539 3607.4  Cash - - - -  Cash & Equivalents 4793 5492 5539 3607.4  Short Term Investments - - - -  Total Receivables, Net - -0.49 -0.02 -0  Accounts Receivables - Trade, Net - -0.49 -0.02 -0  Total Inventory 19490 15417 11626 12522.65  Prepaid Expenses 158 139 123 253.12  Other Current Assets, Total 297 605 273 238.52","Cash and Short Term Investments 4793 5492 5539 3607.4  Cash - - - -  Cash & Equivalents 4793 5492 5539 3607.4  Short Term Investments - - - -  Total Receivables, Net - -0.49 -0.02 -0  Accounts Receivables - Trade, Net - -0.49 -0.02 -0  Total Inventory 19490 15417 11626 12522.65  Prepaid Expenses 158 139 123 253.12  Other Current Assets, Total 297 605 273 238.52","Cash and Short Term Investments 4793 5492 5539 3607.4  Cash - - - -  Cash & Equivalents 4793 5492 5539 3607.4  Short Term Investments - - - -  Total Receivables, Net - -0.49 -0.02 -0  Accounts Receivables - Trade, Net - -0.49 -0.02 -0  Total Inventory 19490 15417 11626 12522.65  Prepaid Expenses 158 139 123 253.12  Other Current Assets, Total 297 605 273 238.52","Cash and Short Term Investments 4793 5492 5539 3607.4  Cash - - - -  Cash & Equivalents 4793 5492 5539 3607.4  Short Term Investments - - - -  Total Receivables, Net - -0.49 -0.02 -0  Accounts Receivables - Trade, Net - -0.49 -0.02 -0  Total Inventory 19490 15417 11626 12522.65  Prepaid Expenses 158 139 123 253.12  Other Current Assets, Total 297 605 273 238.52"
Cash and Short Term Investments,4793,5492,5539,3607.4
Cash,-,-,-,-
Cash & Equivalents,4793,5492,5539,3607.4
Short Term Investments,-,-,-,-
"Total Receivables, Net",-,-0.49,-0.02,-0
"Accounts Receivables - Trade, Net",-,-0.49,-0.02,-0
Total Inventory,19490,15417,11626,12522.65
Prepaid Expenses,158,139,123,253.12
"Other Current Assets, Total",297,605,273,238.52
Total Assets,27425,24435,20558,18498.56
"Property/Plant/Equipment, Total - Net 2302 2407 2763 1685.47  Property/Plant/Equipment, Total - Gross - - 1428.85 854.08  Accumulated Depreciation, Total - - -206.47 -269.82  Goodwill, Net - - - -  Intangibles, Net - 1 3 4.74  Long Term Investments 280 310 209 82.09  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1 1 104.57  Other Assets, Total 19890 16085 11920 -","Property/Plant/Equipment, Total - Net 2302 2407 2763 1685.47  Property/Plant/Equipment, Total - Gross - - 1428.85 854.08  Accumulated Depreciation, Total - - -206.47 -269.82  Goodwill, Net - - - -  Intangibles, Net - 1 3 4.74  Long Term Investments 280 310 209 82.09  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1 1 104.57  Other Assets, Total 19890 16085 11920 -","Property/Plant/Equipment, Total - Net 2302 2407 2763 1685.47  Property/Plant/Equipment, Total - Gross - - 1428.85 854.08  Accumulated Depreciation, Total - - -206.47 -269.82  Goodwill, Net - - - -  Intangibles, Net - 1 3 4.74  Long Term Investments 280 310 209 82.09  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1 1 104.57  Other Assets, Total 19890 16085 11920 -","Property/Plant/Equipment, Total - Net 2302 2407 2763 1685.47  Property/Plant/Equipment, Total - Gross - - 1428.85 854.08  Accumulated Depreciation, Total - - -206.47 -269.82  Goodwill, Net - - - -  Intangibles, Net - 1 3 4.74  Long Term Investments 280 310 209 82.09  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1 1 104.57  Other Assets, Total 19890 16085 11920 -","Property/Plant/Equipment, Total - Net 2302 2407 2763 1685.47  Property/Plant/Equipment, Total - Gross - - 1428.85 854.08  Accumulated Depreciation, Total - - -206.47 -269.82  Goodwill, Net - - - -  Intangibles, Net - 1 3 4.74  Long Term Investments 280 310 209 82.09  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1 1 104.57  Other Assets, Total 19890 16085 11920 -"
"Property/Plant/Equipment, Total - Net",2302,2407,2763,1685.47
"Property/Plant/Equipment, Total - Gross",-,-,1428.85,854.08
"Accumulated Depreciation, Total",-,-,-206.47,-269.82
"Goodwill, Net",-,-,-,-
"Intangibles, Net",-,1,3,4.74
Long Term Investments,280,310,209,82.09
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",2,1,1,104.57
"Other Assets, Total",19890,16085,11920,-
Total Current Liabilities,9032,8847,8288,8173.49
