Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,3060,3384.2,3437.53,12362.3
"Cash and Short Term Investments 1940 2936.18 3026.13 10712.89  Cash - - - -  Cash & Equivalents 1940 2936.18 3026.13 10712.89  Short Term Investments - - - -  Total Receivables, Net 773 142.87 42.79 837.37  Accounts Receivables - Trade, Net 773 142.87 42.79 837.37  Total Inventory - - 0.02 67.75  Prepaid Expenses - 165.96 211.79 286.24  Other Current Assets, Total 347 139.19 156.81 458.04","Cash and Short Term Investments 1940 2936.18 3026.13 10712.89  Cash - - - -  Cash & Equivalents 1940 2936.18 3026.13 10712.89  Short Term Investments - - - -  Total Receivables, Net 773 142.87 42.79 837.37  Accounts Receivables - Trade, Net 773 142.87 42.79 837.37  Total Inventory - - 0.02 67.75  Prepaid Expenses - 165.96 211.79 286.24  Other Current Assets, Total 347 139.19 156.81 458.04","Cash and Short Term Investments 1940 2936.18 3026.13 10712.89  Cash - - - -  Cash & Equivalents 1940 2936.18 3026.13 10712.89  Short Term Investments - - - -  Total Receivables, Net 773 142.87 42.79 837.37  Accounts Receivables - Trade, Net 773 142.87 42.79 837.37  Total Inventory - - 0.02 67.75  Prepaid Expenses - 165.96 211.79 286.24  Other Current Assets, Total 347 139.19 156.81 458.04","Cash and Short Term Investments 1940 2936.18 3026.13 10712.89  Cash - - - -  Cash & Equivalents 1940 2936.18 3026.13 10712.89  Short Term Investments - - - -  Total Receivables, Net 773 142.87 42.79 837.37  Accounts Receivables - Trade, Net 773 142.87 42.79 837.37  Total Inventory - - 0.02 67.75  Prepaid Expenses - 165.96 211.79 286.24  Other Current Assets, Total 347 139.19 156.81 458.04","Cash and Short Term Investments 1940 2936.18 3026.13 10712.89  Cash - - - -  Cash & Equivalents 1940 2936.18 3026.13 10712.89  Short Term Investments - - - -  Total Receivables, Net 773 142.87 42.79 837.37  Accounts Receivables - Trade, Net 773 142.87 42.79 837.37  Total Inventory - - 0.02 67.75  Prepaid Expenses - 165.96 211.79 286.24  Other Current Assets, Total 347 139.19 156.81 458.04"
Cash and Short Term Investments,1940,2936.18,3026.13,10712.89
Cash,-,-,-,-
Cash & Equivalents,1940,2936.18,3026.13,10712.89
Short Term Investments,-,-,-,-
"Total Receivables, Net",773,142.87,42.79,837.37
"Accounts Receivables - Trade, Net",773,142.87,42.79,837.37
Total Inventory,-,-,0.02,67.75
Prepaid Expenses,-,165.96,211.79,286.24
"Other Current Assets, Total",347,139.19,156.81,458.04
Total Assets,8919,9993.87,10582.21,20302.4
"Property/Plant/Equipment, Total - Net 4871 5304.82 5630.93 6354.83  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net - - - -  Intangibles, Net 39 57.75 69.85 165.75  Long Term Investments 947 - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1247.09 1443.9 1419.52  Other Assets, Total -426 - - -","Property/Plant/Equipment, Total - Net 4871 5304.82 5630.93 6354.83  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net - - - -  Intangibles, Net 39 57.75 69.85 165.75  Long Term Investments 947 - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1247.09 1443.9 1419.52  Other Assets, Total -426 - - -","Property/Plant/Equipment, Total - Net 4871 5304.82 5630.93 6354.83  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net - - - -  Intangibles, Net 39 57.75 69.85 165.75  Long Term Investments 947 - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1247.09 1443.9 1419.52  Other Assets, Total -426 - - -","Property/Plant/Equipment, Total - Net 4871 5304.82 5630.93 6354.83  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net - - - -  Intangibles, Net 39 57.75 69.85 165.75  Long Term Investments 947 - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1247.09 1443.9 1419.52  Other Assets, Total -426 - - -","Property/Plant/Equipment, Total - Net 4871 5304.82 5630.93 6354.83  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net - - - -  Intangibles, Net 39 57.75 69.85 165.75  Long Term Investments 947 - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1247.09 1443.9 1419.52  Other Assets, Total -426 - - -"
"Property/Plant/Equipment, Total - Net",4871,5304.82,5630.93,6354.83
"Property/Plant/Equipment, Total - Gross",-,-,-,-
"Accumulated Depreciation, Total",-,-,-,-
"Goodwill, Net",-,-,-,-
"Intangibles, Net",39,57.75,69.85,165.75
Long Term Investments,947,-,-,-
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",2,1247.09,1443.9,1419.52
"Other Assets, Total",-426,-,-,-
Total Current Liabilities,2908,2844.47,2371.08,9487.99
"Accounts Payable 411 17.98 11.16 336.62  Payable/Accrued - - - -  Accrued Expenses 478 683.85 - -  Notes Payable/Short Term Debt 1423 1567.28 1413.33 7695.33  Current Port. of LT Debt/Capital Leases 446 426.96 526.49 610.44  Other Current liabilities, Total 150 148.42 420.1 845.6","Accounts Payable 411 17.98 11.16 336.62  Payable/Accrued - - - -  Accrued Expenses 478 683.85 - -  Notes Payable/Short Term Debt 1423 1567.28 1413.33 7695.33  Current Port. of LT Debt/Capital Leases 446 426.96 526.49 610.44  Other Current liabilities, Total 150 148.42 420.1 845.6","Accounts Payable 411 17.98 11.16 336.62  Payable/Accrued - - - -  Accrued Expenses 478 683.85 - -  Notes Payable/Short Term Debt 1423 1567.28 1413.33 7695.33  Current Port. of LT Debt/Capital Leases 446 426.96 526.49 610.44  Other Current liabilities, Total 150 148.42 420.1 845.6","Accounts Payable 411 17.98 11.16 336.62  Payable/Accrued - - - -  Accrued Expenses 478 683.85 - -  Notes Payable/Short Term Debt 1423 1567.28 1413.33 7695.33  Current Port. of LT Debt/Capital Leases 446 426.96 526.49 610.44  Other Current liabilities, Total 150 148.42 420.1 845.6","Accounts Payable 411 17.98 11.16 336.62  Payable/Accrued - - - -  Accrued Expenses 478 683.85 - -  Notes Payable/Short Term Debt 1423 1567.28 1413.33 7695.33  Current Port. of LT Debt/Capital Leases 446 426.96 526.49 610.44  Other Current liabilities, Total 150 148.42 420.1 845.6"
Accounts Payable,411,17.98,11.16,336.62
Payable/Accrued,-,-,-,-
Accrued Expenses,478,683.85,-,-
Notes Payable/Short Term Debt,1423,1567.28,1413.33,7695.33
Current Port. of LT Debt/Capital Leases,446,426.96,526.49,610.44
"Other Current liabilities, Total",150,148.42,420.1,845.6
Total Liabilities,8273,8686.14,8800.47,15446.74
"Total Long Term Debt 5343 5785.23 6328.45 5799.99  Long Term Debt 828 1034.17 1394.56 614.39  Capital Lease Obligations 4515 4751.06 4933.9 5185.6  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -3854.2 56.44 100.93 158.76","Total Long Term Debt 5343 5785.23 6328.45 5799.99  Long Term Debt 828 1034.17 1394.56 614.39  Capital Lease Obligations 4515 4751.06 4933.9 5185.6  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -3854.2 56.44 100.93 158.76","Total Long Term Debt 5343 5785.23 6328.45 5799.99  Long Term Debt 828 1034.17 1394.56 614.39  Capital Lease Obligations 4515 4751.06 4933.9 5185.6  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -3854.2 56.44 100.93 158.76","Total Long Term Debt 5343 5785.23 6328.45 5799.99  Long Term Debt 828 1034.17 1394.56 614.39  Capital Lease Obligations 4515 4751.06 4933.9 5185.6  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -3854.2 56.44 100.93 158.76","Total Long Term Debt 5343 5785.23 6328.45 5799.99  Long Term Debt 828 1034.17 1394.56 614.39  Capital Lease Obligations 4515 4751.06 4933.9 5185.6  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -3854.2 56.44 100.93 158.76"
Total Long Term Debt,5343,5785.23,6328.45,5799.99
Long Term Debt,828,1034.17,1394.56,614.39
Capital Lease Obligations,4515,4751.06,4933.9,5185.6
Deferred Income Tax,-,-,-,-
Minority Interest,-,-,-,-
"Other Liabilities, Total",-3854.2,56.44,100.93,158.76
Total Equity,646,1307.73,1781.74,4855.66
