Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,209142,185599,146133,133937
"Cash and Short Term Investments 32987 33438 40203 21195  Cash - - - -  Cash & Equivalents 32987 33438 40203 21195  Short Term Investments - - - -  Total Receivables, Net 87769 84321 64776 71050  Accounts Receivables - Trade, Net 87769 84321 64776 71050  Total Inventory 75208 54471 29942 35571  Prepaid Expenses - - - 218  Other Current Assets, Total 13178 13369 11212 5903","Cash and Short Term Investments 32987 33438 40203 21195  Cash - - - -  Cash & Equivalents 32987 33438 40203 21195  Short Term Investments - - - -  Total Receivables, Net 87769 84321 64776 71050  Accounts Receivables - Trade, Net 87769 84321 64776 71050  Total Inventory 75208 54471 29942 35571  Prepaid Expenses - - - 218  Other Current Assets, Total 13178 13369 11212 5903","Cash and Short Term Investments 32987 33438 40203 21195  Cash - - - -  Cash & Equivalents 32987 33438 40203 21195  Short Term Investments - - - -  Total Receivables, Net 87769 84321 64776 71050  Accounts Receivables - Trade, Net 87769 84321 64776 71050  Total Inventory 75208 54471 29942 35571  Prepaid Expenses - - - 218  Other Current Assets, Total 13178 13369 11212 5903","Cash and Short Term Investments 32987 33438 40203 21195  Cash - - - -  Cash & Equivalents 32987 33438 40203 21195  Short Term Investments - - - -  Total Receivables, Net 87769 84321 64776 71050  Accounts Receivables - Trade, Net 87769 84321 64776 71050  Total Inventory 75208 54471 29942 35571  Prepaid Expenses - - - 218  Other Current Assets, Total 13178 13369 11212 5903","Cash and Short Term Investments 32987 33438 40203 21195  Cash - - - -  Cash & Equivalents 32987 33438 40203 21195  Short Term Investments - - - -  Total Receivables, Net 87769 84321 64776 71050  Accounts Receivables - Trade, Net 87769 84321 64776 71050  Total Inventory 75208 54471 29942 35571  Prepaid Expenses - - - 218  Other Current Assets, Total 13178 13369 11212 5903"
Cash and Short Term Investments,32987,33438,40203,21195
Cash,-,-,-,-
Cash & Equivalents,32987,33438,40203,21195
Short Term Investments,-,-,-,-
"Total Receivables, Net",87769,84321,64776,71050
"Accounts Receivables - Trade, Net",87769,84321,64776,71050
Total Inventory,75208,54471,29942,35571
Prepaid Expenses,-,-,-,218
"Other Current Assets, Total",13178,13369,11212,5903
Total Assets,267754,241958,190385,197053
"Property/Plant/Equipment, Total - Net 27717 26800 19404 20442  Property/Plant/Equipment, Total - Gross - 42215 32946 31840  Accumulated Depreciation, Total - -15416 -13545 -11399  Goodwill, Net 6165 6618 6332 7400  Intangibles, Net 4504 9267 13837 13566  Long Term Investments 18714 4566 4497 22186  Note Receivable - Long Term - 10675 9657 9493  Other Long Term Assets, Total 2 -1567 -9475 -9971  Other Assets, Total 2127 - - -","Property/Plant/Equipment, Total - Net 27717 26800 19404 20442  Property/Plant/Equipment, Total - Gross - 42215 32946 31840  Accumulated Depreciation, Total - -15416 -13545 -11399  Goodwill, Net 6165 6618 6332 7400  Intangibles, Net 4504 9267 13837 13566  Long Term Investments 18714 4566 4497 22186  Note Receivable - Long Term - 10675 9657 9493  Other Long Term Assets, Total 2 -1567 -9475 -9971  Other Assets, Total 2127 - - -","Property/Plant/Equipment, Total - Net 27717 26800 19404 20442  Property/Plant/Equipment, Total - Gross - 42215 32946 31840  Accumulated Depreciation, Total - -15416 -13545 -11399  Goodwill, Net 6165 6618 6332 7400  Intangibles, Net 4504 9267 13837 13566  Long Term Investments 18714 4566 4497 22186  Note Receivable - Long Term - 10675 9657 9493  Other Long Term Assets, Total 2 -1567 -9475 -9971  Other Assets, Total 2127 - - -","Property/Plant/Equipment, Total - Net 27717 26800 19404 20442  Property/Plant/Equipment, Total - Gross - 42215 32946 31840  Accumulated Depreciation, Total - -15416 -13545 -11399  Goodwill, Net 6165 6618 6332 7400  Intangibles, Net 4504 9267 13837 13566  Long Term Investments 18714 4566 4497 22186  Note Receivable - Long Term - 10675 9657 9493  Other Long Term Assets, Total 2 -1567 -9475 -9971  Other Assets, Total 2127 - - -","Property/Plant/Equipment, Total - Net 27717 26800 19404 20442  Property/Plant/Equipment, Total - Gross - 42215 32946 31840  Accumulated Depreciation, Total - -15416 -13545 -11399  Goodwill, Net 6165 6618 6332 7400  Intangibles, Net 4504 9267 13837 13566  Long Term Investments 18714 4566 4497 22186  Note Receivable - Long Term - 10675 9657 9493  Other Long Term Assets, Total 2 -1567 -9475 -9971  Other Assets, Total 2127 - - -"
"Property/Plant/Equipment, Total - Net",27717,26800,19404,20442
"Property/Plant/Equipment, Total - Gross",-,42215,32946,31840
"Accumulated Depreciation, Total",-,-15416,-13545,-11399
"Goodwill, Net",6165,6618,6332,7400
"Intangibles, Net",4504,9267,13837,13566
Long Term Investments,18714,4566,4497,22186
Note Receivable - Long Term,-,10675,9657,9493
"Other Long Term Assets, Total",2,-1567,-9475,-9971
"Other Assets, Total",2127,-,-,-
Total Current Liabilities,160766,139329,94095,103432
"Accounts Payable 52248 51581 44878 42826  Payable/Accrued - - - -  Accrued Expenses 1281 1030 679 694  Notes Payable/Short Term Debt 85409 75305 36601 50083  Current Port. of LT Debt/Capital Leases 5006 2417 3876 1577  Other Current liabilities, Total 16822 8996 8061 8252","Accounts Payable 52248 51581 44878 42826  Payable/Accrued - - - -  Accrued Expenses 1281 1030 679 694  Notes Payable/Short Term Debt 85409 75305 36601 50083  Current Port. of LT Debt/Capital Leases 5006 2417 3876 1577  Other Current liabilities, Total 16822 8996 8061 8252","Accounts Payable 52248 51581 44878 42826  Payable/Accrued - - - -  Accrued Expenses 1281 1030 679 694  Notes Payable/Short Term Debt 85409 75305 36601 50083  Current Port. of LT Debt/Capital Leases 5006 2417 3876 1577  Other Current liabilities, Total 16822 8996 8061 8252","Accounts Payable 52248 51581 44878 42826  Payable/Accrued - - - -  Accrued Expenses 1281 1030 679 694  Notes Payable/Short Term Debt 85409 75305 36601 50083  Current Port. of LT Debt/Capital Leases 5006 2417 3876 1577  Other Current liabilities, Total 16822 8996 8061 8252","Accounts Payable 52248 51581 44878 42826  Payable/Accrued - - - -  Accrued Expenses 1281 1030 679 694  Notes Payable/Short Term Debt 85409 75305 36601 50083  Current Port. of LT Debt/Capital Leases 5006 2417 3876 1577  Other Current liabilities, Total 16822 8996 8061 8252"
Accounts Payable,52248,51581,44878,42826
Payable/Accrued,-,-,-,-
Accrued Expenses,1281,1030,679,694
Notes Payable/Short Term Debt,85409,75305,36601,50083
Current Port. of LT Debt/Capital Leases,5006,2417,3876,1577
"Other Current liabilities, Total",16822,8996,8061,8252
Total Liabilities,182660,164299,116974,126669
"Total Long Term Debt 16350 15562 14298 14368  Long Term Debt 9036 7805 5602 4765  Capital Lease Obligations 7314 7757 8696 9603  Deferred Income Tax 1971 2070 2110 2258  Minority Interest 4210 4015 2847 3384  Other Liabilities, Total -86046 3323 3624 3227","Total Long Term Debt 16350 15562 14298 14368  Long Term Debt 9036 7805 5602 4765  Capital Lease Obligations 7314 7757 8696 9603  Deferred Income Tax 1971 2070 2110 2258  Minority Interest 4210 4015 2847 3384  Other Liabilities, Total -86046 3323 3624 3227","Total Long Term Debt 16350 15562 14298 14368  Long Term Debt 9036 7805 5602 4765  Capital Lease Obligations 7314 7757 8696 9603  Deferred Income Tax 1971 2070 2110 2258  Minority Interest 4210 4015 2847 3384  Other Liabilities, Total -86046 3323 3624 3227","Total Long Term Debt 16350 15562 14298 14368  Long Term Debt 9036 7805 5602 4765  Capital Lease Obligations 7314 7757 8696 9603  Deferred Income Tax 1971 2070 2110 2258  Minority Interest 4210 4015 2847 3384  Other Liabilities, Total -86046 3323 3624 3227","Total Long Term Debt 16350 15562 14298 14368  Long Term Debt 9036 7805 5602 4765  Capital Lease Obligations 7314 7757 8696 9603  Deferred Income Tax 1971 2070 2110 2258  Minority Interest 4210 4015 2847 3384  Other Liabilities, Total -86046 3323 3624 3227"
Total Long Term Debt,16350,15562,14298,14368
Long Term Debt,9036,7805,5602,4765
Capital Lease Obligations,7314,7757,8696,9603
Deferred Income Tax,1971,2070,2110,2258
Minority Interest,4210,4015,2847,3384
"Other Liabilities, Total",-86046,3323,3624,3227
Total Equity,85094,77659,73411,70384
