Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,4036,3438.31,2908.6,1145.49
"Cash and Short Term Investments 3337 3006.15 2660.34 930.15  Cash - - - -  Cash & Equivalents 3337 3006.15 2660.34 930.15  Short Term Investments - - - -  Total Receivables, Net 598 352.81 206.46 179.87  Accounts Receivables - Trade, Net 598 352.81 206.46 179.87  Total Inventory 15 10.54 - -  Prepaid Expenses 71 56.49 29.8 30.26  Other Current Assets, Total 15 12.32 11.99 5.21","Cash and Short Term Investments 3337 3006.15 2660.34 930.15  Cash - - - -  Cash & Equivalents 3337 3006.15 2660.34 930.15  Short Term Investments - - - -  Total Receivables, Net 598 352.81 206.46 179.87  Accounts Receivables - Trade, Net 598 352.81 206.46 179.87  Total Inventory 15 10.54 - -  Prepaid Expenses 71 56.49 29.8 30.26  Other Current Assets, Total 15 12.32 11.99 5.21","Cash and Short Term Investments 3337 3006.15 2660.34 930.15  Cash - - - -  Cash & Equivalents 3337 3006.15 2660.34 930.15  Short Term Investments - - - -  Total Receivables, Net 598 352.81 206.46 179.87  Accounts Receivables - Trade, Net 598 352.81 206.46 179.87  Total Inventory 15 10.54 - -  Prepaid Expenses 71 56.49 29.8 30.26  Other Current Assets, Total 15 12.32 11.99 5.21","Cash and Short Term Investments 3337 3006.15 2660.34 930.15  Cash - - - -  Cash & Equivalents 3337 3006.15 2660.34 930.15  Short Term Investments - - - -  Total Receivables, Net 598 352.81 206.46 179.87  Accounts Receivables - Trade, Net 598 352.81 206.46 179.87  Total Inventory 15 10.54 - -  Prepaid Expenses 71 56.49 29.8 30.26  Other Current Assets, Total 15 12.32 11.99 5.21","Cash and Short Term Investments 3337 3006.15 2660.34 930.15  Cash - - - -  Cash & Equivalents 3337 3006.15 2660.34 930.15  Short Term Investments - - - -  Total Receivables, Net 598 352.81 206.46 179.87  Accounts Receivables - Trade, Net 598 352.81 206.46 179.87  Total Inventory 15 10.54 - -  Prepaid Expenses 71 56.49 29.8 30.26  Other Current Assets, Total 15 12.32 11.99 5.21"
Cash and Short Term Investments,3337,3006.15,2660.34,930.15
Cash,-,-,-,-
Cash & Equivalents,3337,3006.15,2660.34,930.15
Short Term Investments,-,-,-,-
"Total Receivables, Net",598,352.81,206.46,179.87
"Accounts Receivables - Trade, Net",598,352.81,206.46,179.87
Total Inventory,15,10.54,-,-
Prepaid Expenses,71,56.49,29.8,30.26
"Other Current Assets, Total",15,12.32,11.99,5.21
Total Assets,5236,4357.36,3388.96,1385.2
"Property/Plant/Equipment, Total - Net 22 13.75 4.64 7.6  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 677 273.38 - -  Intangibles, Net 314 425.96 323.59 211.56  Long Term Investments 143 106.58 43.88 -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 99.37 108.25 20.55  Other Assets, Total -526 - - -","Property/Plant/Equipment, Total - Net 22 13.75 4.64 7.6  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 677 273.38 - -  Intangibles, Net 314 425.96 323.59 211.56  Long Term Investments 143 106.58 43.88 -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 99.37 108.25 20.55  Other Assets, Total -526 - - -","Property/Plant/Equipment, Total - Net 22 13.75 4.64 7.6  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 677 273.38 - -  Intangibles, Net 314 425.96 323.59 211.56  Long Term Investments 143 106.58 43.88 -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 99.37 108.25 20.55  Other Assets, Total -526 - - -","Property/Plant/Equipment, Total - Net 22 13.75 4.64 7.6  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 677 273.38 - -  Intangibles, Net 314 425.96 323.59 211.56  Long Term Investments 143 106.58 43.88 -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 99.37 108.25 20.55  Other Assets, Total -526 - - -","Property/Plant/Equipment, Total - Net 22 13.75 4.64 7.6  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 677 273.38 - -  Intangibles, Net 314 425.96 323.59 211.56  Long Term Investments 143 106.58 43.88 -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 99.37 108.25 20.55  Other Assets, Total -526 - - -"
"Property/Plant/Equipment, Total - Net",22,13.75,4.64,7.6
"Property/Plant/Equipment, Total - Gross",-,-,-,-
"Accumulated Depreciation, Total",-,-,-,-
"Goodwill, Net",677,273.38,-,-
"Intangibles, Net",314,425.96,323.59,211.56
Long Term Investments,143,106.58,43.88,-
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",2,99.37,108.25,20.55
"Other Assets, Total",-526,-,-,-
Total Current Liabilities,1369,338.02,284.15,232.98
"Accounts Payable 365 137.75 79.81 54.94  Payable/Accrued - - - -  Accrued Expenses 47 77.55 72.73 56.26  Notes Payable/Short Term Debt 283 - - -  Current Port. of LT Debt/Capital Leases 467 - - -  Other Current liabilities, Total 207 122.72 131.62 121.78","Accounts Payable 365 137.75 79.81 54.94  Payable/Accrued - - - -  Accrued Expenses 47 77.55 72.73 56.26  Notes Payable/Short Term Debt 283 - - -  Current Port. of LT Debt/Capital Leases 467 - - -  Other Current liabilities, Total 207 122.72 131.62 121.78","Accounts Payable 365 137.75 79.81 54.94  Payable/Accrued - - - -  Accrued Expenses 47 77.55 72.73 56.26  Notes Payable/Short Term Debt 283 - - -  Current Port. of LT Debt/Capital Leases 467 - - -  Other Current liabilities, Total 207 122.72 131.62 121.78","Accounts Payable 365 137.75 79.81 54.94  Payable/Accrued - - - -  Accrued Expenses 47 77.55 72.73 56.26  Notes Payable/Short Term Debt 283 - - -  Current Port. of LT Debt/Capital Leases 467 - - -  Other Current liabilities, Total 207 122.72 131.62 121.78","Accounts Payable 365 137.75 79.81 54.94  Payable/Accrued - - - -  Accrued Expenses 47 77.55 72.73 56.26  Notes Payable/Short Term Debt 283 - - -  Current Port. of LT Debt/Capital Leases 467 - - -  Other Current liabilities, Total 207 122.72 131.62 121.78"
Accounts Payable,365,137.75,79.81,54.94
Payable/Accrued,-,-,-,-
Accrued Expenses,47,77.55,72.73,56.26
Notes Payable/Short Term Debt,283,-,-,-
Current Port. of LT Debt/Capital Leases,467,-,-,-
"Other Current liabilities, Total",207,122.72,131.62,121.78
Total Liabilities,1957,1074.51,534.15,232.98
