Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,2608.75,4198.01,2545.68,3826.43
"Cash and Short Term Investments 1711.28 3454.71 2067.93 3342.59  Cash - - - -  Cash & Equivalents 1466.2 3209.64 2067.93 3342.59  Short Term Investments 245.08 245.08 - 10.95  Total Receivables, Net 318.4 376.63 167.59 217.33  Accounts Receivables - Trade, Net - 352.15 70.6 169.31  Total Inventory 24.25 11.66 10.47 14.92  Prepaid Expenses 47.97 120.98 299.67 250.45  Other Current Assets, Total 506.85 234.03 0.02 1.15","Cash and Short Term Investments 1711.28 3454.71 2067.93 3342.59  Cash - - - -  Cash & Equivalents 1466.2 3209.64 2067.93 3342.59  Short Term Investments 245.08 245.08 - 10.95  Total Receivables, Net 318.4 376.63 167.59 217.33  Accounts Receivables - Trade, Net - 352.15 70.6 169.31  Total Inventory 24.25 11.66 10.47 14.92  Prepaid Expenses 47.97 120.98 299.67 250.45  Other Current Assets, Total 506.85 234.03 0.02 1.15","Cash and Short Term Investments 1711.28 3454.71 2067.93 3342.59  Cash - - - -  Cash & Equivalents 1466.2 3209.64 2067.93 3342.59  Short Term Investments 245.08 245.08 - 10.95  Total Receivables, Net 318.4 376.63 167.59 217.33  Accounts Receivables - Trade, Net - 352.15 70.6 169.31  Total Inventory 24.25 11.66 10.47 14.92  Prepaid Expenses 47.97 120.98 299.67 250.45  Other Current Assets, Total 506.85 234.03 0.02 1.15","Cash and Short Term Investments 1711.28 3454.71 2067.93 3342.59  Cash - - - -  Cash & Equivalents 1466.2 3209.64 2067.93 3342.59  Short Term Investments 245.08 245.08 - 10.95  Total Receivables, Net 318.4 376.63 167.59 217.33  Accounts Receivables - Trade, Net - 352.15 70.6 169.31  Total Inventory 24.25 11.66 10.47 14.92  Prepaid Expenses 47.97 120.98 299.67 250.45  Other Current Assets, Total 506.85 234.03 0.02 1.15","Cash and Short Term Investments 1711.28 3454.71 2067.93 3342.59  Cash - - - -  Cash & Equivalents 1466.2 3209.64 2067.93 3342.59  Short Term Investments 245.08 245.08 - 10.95  Total Receivables, Net 318.4 376.63 167.59 217.33  Accounts Receivables - Trade, Net - 352.15 70.6 169.31  Total Inventory 24.25 11.66 10.47 14.92  Prepaid Expenses 47.97 120.98 299.67 250.45  Other Current Assets, Total 506.85 234.03 0.02 1.15"
Cash and Short Term Investments,1711.28,3454.71,2067.93,3342.59
Cash,-,-,-,-
Cash & Equivalents,1466.2,3209.64,2067.93,3342.59
Short Term Investments,245.08,245.08,-,10.95
"Total Receivables, Net",318.4,376.63,167.59,217.33
"Accounts Receivables - Trade, Net",-,352.15,70.6,169.31
Total Inventory,24.25,11.66,10.47,14.92
Prepaid Expenses,47.97,120.98,299.67,250.45
"Other Current Assets, Total",506.85,234.03,0.02,1.15
Total Assets,2650.96,4291.88,2796.41,4380.06
