Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,-,1525.49,1242.16,966.87
"Cash and Short Term Investments - 1088.63 632.24 693.33  Cash - - - -  Cash & Equivalents - 1088.63 632.24 693.33  Short Term Investments - - - -  Total Receivables, Net - 177.24 426.72 95.44  Accounts Receivables - Trade, Net - 177.24 102.23 95.44  Total Inventory - - 26.45 34.64  Prepaid Expenses - - 106.55 112.67  Other Current Assets, Total - 259.63 50.2 30.79","Cash and Short Term Investments - 1088.63 632.24 693.33  Cash - - - -  Cash & Equivalents - 1088.63 632.24 693.33  Short Term Investments - - - -  Total Receivables, Net - 177.24 426.72 95.44  Accounts Receivables - Trade, Net - 177.24 102.23 95.44  Total Inventory - - 26.45 34.64  Prepaid Expenses - - 106.55 112.67  Other Current Assets, Total - 259.63 50.2 30.79","Cash and Short Term Investments - 1088.63 632.24 693.33  Cash - - - -  Cash & Equivalents - 1088.63 632.24 693.33  Short Term Investments - - - -  Total Receivables, Net - 177.24 426.72 95.44  Accounts Receivables - Trade, Net - 177.24 102.23 95.44  Total Inventory - - 26.45 34.64  Prepaid Expenses - - 106.55 112.67  Other Current Assets, Total - 259.63 50.2 30.79","Cash and Short Term Investments - 1088.63 632.24 693.33  Cash - - - -  Cash & Equivalents - 1088.63 632.24 693.33  Short Term Investments - - - -  Total Receivables, Net - 177.24 426.72 95.44  Accounts Receivables - Trade, Net - 177.24 102.23 95.44  Total Inventory - - 26.45 34.64  Prepaid Expenses - - 106.55 112.67  Other Current Assets, Total - 259.63 50.2 30.79","Cash and Short Term Investments - 1088.63 632.24 693.33  Cash - - - -  Cash & Equivalents - 1088.63 632.24 693.33  Short Term Investments - - - -  Total Receivables, Net - 177.24 426.72 95.44  Accounts Receivables - Trade, Net - 177.24 102.23 95.44  Total Inventory - - 26.45 34.64  Prepaid Expenses - - 106.55 112.67  Other Current Assets, Total - 259.63 50.2 30.79"
Cash and Short Term Investments,-,1088.63,632.24,693.33
Cash,-,-,-,-
Cash & Equivalents,-,1088.63,632.24,693.33
Short Term Investments,-,-,-,-
"Total Receivables, Net",-,177.24,426.72,95.44
"Accounts Receivables - Trade, Net",-,177.24,102.23,95.44
Total Inventory,-,-,26.45,34.64
Prepaid Expenses,-,-,106.55,112.67
"Other Current Assets, Total",-,259.63,50.2,30.79
Total Assets,-,4658.72,4264.29,3391.89
