Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,349102,333645,323366,259187
"Cash and Short Term Investments 129257 129625 163028 111893  Cash - - - -  Cash & Equivalents 129257 115610 153187 100778  Short Term Investments - 14015 9841 11115  Total Receivables, Net 187572 135678 149245 137401  Accounts Receivables - Trade, Net 187572 135678 140468 130281  Total Inventory - - 2396 2613  Prepaid Expenses - - 7886 6264  Other Current Assets, Total 32273 68342 11093 9893","Cash and Short Term Investments 129257 129625 163028 111893  Cash - - - -  Cash & Equivalents 129257 115610 153187 100778  Short Term Investments - 14015 9841 11115  Total Receivables, Net 187572 135678 149245 137401  Accounts Receivables - Trade, Net 187572 135678 140468 130281  Total Inventory - - 2396 2613  Prepaid Expenses - - 7886 6264  Other Current Assets, Total 32273 68342 11093 9893","Cash and Short Term Investments 129257 129625 163028 111893  Cash - - - -  Cash & Equivalents 129257 115610 153187 100778  Short Term Investments - 14015 9841 11115  Total Receivables, Net 187572 135678 149245 137401  Accounts Receivables - Trade, Net 187572 135678 140468 130281  Total Inventory - - 2396 2613  Prepaid Expenses - - 7886 6264  Other Current Assets, Total 32273 68342 11093 9893","Cash and Short Term Investments 129257 129625 163028 111893  Cash - - - -  Cash & Equivalents 129257 115610 153187 100778  Short Term Investments - 14015 9841 11115  Total Receivables, Net 187572 135678 149245 137401  Accounts Receivables - Trade, Net 187572 135678 140468 130281  Total Inventory - - 2396 2613  Prepaid Expenses - - 7886 6264  Other Current Assets, Total 32273 68342 11093 9893","Cash and Short Term Investments 129257 129625 163028 111893  Cash - - - -  Cash & Equivalents 129257 115610 153187 100778  Short Term Investments - 14015 9841 11115  Total Receivables, Net 187572 135678 149245 137401  Accounts Receivables - Trade, Net 187572 135678 140468 130281  Total Inventory - - 2396 2613  Prepaid Expenses - - 7886 6264  Other Current Assets, Total 32273 68342 11093 9893"
Cash and Short Term Investments,129257,129625,163028,111893
Cash,-,-,-,-
Cash & Equivalents,129257,115610,153187,100778
Short Term Investments,-,14015,9841,11115
"Total Receivables, Net",187572,135678,149245,137401
"Accounts Receivables - Trade, Net",187572,135678,140468,130281
Total Inventory,-,-,2396,2613
Prepaid Expenses,-,-,7886,6264
"Other Current Assets, Total",32273,68342,11093,9893
Total Assets,838224,789655,656536,565229
