Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Current Assets,5455,5222,5232.41,6878.87
"Cash and Short Term Investments 2212 2283 1718.54 2664.21  Cash - - - -  Cash & Equivalents 2212 2283 1718.54 2664.21  Short Term Investments - - - -  Total Receivables, Net 472 401 838.63 1052.05  Accounts Receivables - Trade, Net 472 401 91.18 255.62  Total Inventory 2085 1987 2157.41 2492.06  Prepaid Expenses 448 - - -  Other Current Assets, Total 238 551 517.84 670.54","Cash and Short Term Investments 2212 2283 1718.54 2664.21  Cash - - - -  Cash & Equivalents 2212 2283 1718.54 2664.21  Short Term Investments - - - -  Total Receivables, Net 472 401 838.63 1052.05  Accounts Receivables - Trade, Net 472 401 91.18 255.62  Total Inventory 2085 1987 2157.41 2492.06  Prepaid Expenses 448 - - -  Other Current Assets, Total 238 551 517.84 670.54","Cash and Short Term Investments 2212 2283 1718.54 2664.21  Cash - - - -  Cash & Equivalents 2212 2283 1718.54 2664.21  Short Term Investments - - - -  Total Receivables, Net 472 401 838.63 1052.05  Accounts Receivables - Trade, Net 472 401 91.18 255.62  Total Inventory 2085 1987 2157.41 2492.06  Prepaid Expenses 448 - - -  Other Current Assets, Total 238 551 517.84 670.54","Cash and Short Term Investments 2212 2283 1718.54 2664.21  Cash - - - -  Cash & Equivalents 2212 2283 1718.54 2664.21  Short Term Investments - - - -  Total Receivables, Net 472 401 838.63 1052.05  Accounts Receivables - Trade, Net 472 401 91.18 255.62  Total Inventory 2085 1987 2157.41 2492.06  Prepaid Expenses 448 - - -  Other Current Assets, Total 238 551 517.84 670.54","Cash and Short Term Investments 2212 2283 1718.54 2664.21  Cash - - - -  Cash & Equivalents 2212 2283 1718.54 2664.21  Short Term Investments - - - -  Total Receivables, Net 472 401 838.63 1052.05  Accounts Receivables - Trade, Net 472 401 91.18 255.62  Total Inventory 2085 1987 2157.41 2492.06  Prepaid Expenses 448 - - -  Other Current Assets, Total 238 551 517.84 670.54"
Cash and Short Term Investments,2212,2283,1718.54,2664.21
Cash,-,-,-,-
Cash & Equivalents,2212,2283,1718.54,2664.21
Short Term Investments,-,-,-,-
"Total Receivables, Net",472,401,838.63,1052.05
"Accounts Receivables - Trade, Net",472,401,91.18,255.62
Total Inventory,2085,1987,2157.41,2492.06
Prepaid Expenses,448,-,-,-
"Other Current Assets, Total",238,551,517.84,670.54
Total Assets,8563,8911,9495.66,11921.31
"Property/Plant/Equipment, Total - Net 2185 2651 3272.12 4071.72  Property/Plant/Equipment, Total - Gross - 4727.39 5291.69 6027.71  Accumulated Depreciation, Total - -2075.81 -2019.58 -1955.99  Goodwill, Net 62 79 95.83 151.45  Intangibles, Net 119 116 106.89 37.34  Long Term Investments 558 624 82.65 71.78  Note Receivable - Long Term - 32.99 34.78 6.68  Other Long Term Assets, Total 2 1 670.98 703.47  Other Assets, Total 2033 2355 - -","Property/Plant/Equipment, Total - Net 2185 2651 3272.12 4071.72  Property/Plant/Equipment, Total - Gross - 4727.39 5291.69 6027.71  Accumulated Depreciation, Total - -2075.81 -2019.58 -1955.99  Goodwill, Net 62 79 95.83 151.45  Intangibles, Net 119 116 106.89 37.34  Long Term Investments 558 624 82.65 71.78  Note Receivable - Long Term - 32.99 34.78 6.68  Other Long Term Assets, Total 2 1 670.98 703.47  Other Assets, Total 2033 2355 - -","Property/Plant/Equipment, Total - Net 2185 2651 3272.12 4071.72  Property/Plant/Equipment, Total - Gross - 4727.39 5291.69 6027.71  Accumulated Depreciation, Total - -2075.81 -2019.58 -1955.99  Goodwill, Net 62 79 95.83 151.45  Intangibles, Net 119 116 106.89 37.34  Long Term Investments 558 624 82.65 71.78  Note Receivable - Long Term - 32.99 34.78 6.68  Other Long Term Assets, Total 2 1 670.98 703.47  Other Assets, Total 2033 2355 - -","Property/Plant/Equipment, Total - Net 2185 2651 3272.12 4071.72  Property/Plant/Equipment, Total - Gross - 4727.39 5291.69 6027.71  Accumulated Depreciation, Total - -2075.81 -2019.58 -1955.99  Goodwill, Net 62 79 95.83 151.45  Intangibles, Net 119 116 106.89 37.34  Long Term Investments 558 624 82.65 71.78  Note Receivable - Long Term - 32.99 34.78 6.68  Other Long Term Assets, Total 2 1 670.98 703.47  Other Assets, Total 2033 2355 - -","Property/Plant/Equipment, Total - Net 2185 2651 3272.12 4071.72  Property/Plant/Equipment, Total - Gross - 4727.39 5291.69 6027.71  Accumulated Depreciation, Total - -2075.81 -2019.58 -1955.99  Goodwill, Net 62 79 95.83 151.45  Intangibles, Net 119 116 106.89 37.34  Long Term Investments 558 624 82.65 71.78  Note Receivable - Long Term - 32.99 34.78 6.68  Other Long Term Assets, Total 2 1 670.98 703.47  Other Assets, Total 2033 2355 - -"
"Property/Plant/Equipment, Total - Net",2185,2651,3272.12,4071.72
"Property/Plant/Equipment, Total - Gross",-,4727.39,5291.69,6027.71
"Accumulated Depreciation, Total",-,-2075.81,-2019.58,-1955.99
"Goodwill, Net",62,79,95.83,151.45
"Intangibles, Net",119,116,106.89,37.34
Long Term Investments,558,624,82.65,71.78
Note Receivable - Long Term,-,32.99,34.78,6.68
"Other Long Term Assets, Total",2,1,670.98,703.47
"Other Assets, Total",2033,2355,-,-
Total Current Liabilities,4715,4300,5234.06,6083.15
"Accounts Payable 235 219 207.75 1678.78  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt 2000 1968 2893.72 2150  Current Port. of LT Debt/Capital Leases 1586 967 1170.03 1227.44  Other Current liabilities, Total 894 1146 962.56 1026.92","Accounts Payable 235 219 207.75 1678.78  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt 2000 1968 2893.72 2150  Current Port. of LT Debt/Capital Leases 1586 967 1170.03 1227.44  Other Current liabilities, Total 894 1146 962.56 1026.92","Accounts Payable 235 219 207.75 1678.78  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt 2000 1968 2893.72 2150  Current Port. of LT Debt/Capital Leases 1586 967 1170.03 1227.44  Other Current liabilities, Total 894 1146 962.56 1026.92","Accounts Payable 235 219 207.75 1678.78  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt 2000 1968 2893.72 2150  Current Port. of LT Debt/Capital Leases 1586 967 1170.03 1227.44  Other Current liabilities, Total 894 1146 962.56 1026.92","Accounts Payable 235 219 207.75 1678.78  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt 2000 1968 2893.72 2150  Current Port. of LT Debt/Capital Leases 1586 967 1170.03 1227.44  Other Current liabilities, Total 894 1146 962.56 1026.92"
Accounts Payable,235,219,207.75,1678.78
Payable/Accrued,-,-,-,-
Accrued Expenses,-,-,-,-
Notes Payable/Short Term Debt,2000,1968,2893.72,2150
Current Port. of LT Debt/Capital Leases,1586,967,1170.03,1227.44
"Other Current liabilities, Total",894,1146,962.56,1026.92
Total Liabilities,8164,8187,8761.89,11171.17
"Total Long Term Debt 2886 3341 3057.22 4699.83  Long Term Debt 2699 3041 2766.58 4374.08  Capital Lease Obligations 187 300 290.64 325.75  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -5699.73 -5831.97 470.61 388.19","Total Long Term Debt 2886 3341 3057.22 4699.83  Long Term Debt 2699 3041 2766.58 4374.08  Capital Lease Obligations 187 300 290.64 325.75  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -5699.73 -5831.97 470.61 388.19","Total Long Term Debt 2886 3341 3057.22 4699.83  Long Term Debt 2699 3041 2766.58 4374.08  Capital Lease Obligations 187 300 290.64 325.75  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -5699.73 -5831.97 470.61 388.19","Total Long Term Debt 2886 3341 3057.22 4699.83  Long Term Debt 2699 3041 2766.58 4374.08  Capital Lease Obligations 187 300 290.64 325.75  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -5699.73 -5831.97 470.61 388.19","Total Long Term Debt 2886 3341 3057.22 4699.83  Long Term Debt 2699 3041 2766.58 4374.08  Capital Lease Obligations 187 300 290.64 325.75  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -5699.73 -5831.97 470.61 388.19"
Total Long Term Debt,2886,3341,3057.22,4699.83
Long Term Debt,2699,3041,2766.58,4374.08
Capital Lease Obligations,187,300,290.64,325.75
Deferred Income Tax,-,-,-,-
Minority Interest,-,-,-,-
"Other Liabilities, Total",-5699.73,-5831.97,470.61,388.19
Total Equity,399,724,733.77,750.14
