Period Ending:,202231/03,202131/03,202031/03,201931/03
Total Current Assets,19766.36,16998.18,15503.11,17228.88
"Cash and Short Term Investments 3681.14 3794.44 3582.66 5412.38  Cash - - - -  Cash & Equivalents 3681.14 3794.44 3582.66 5412.38  Short Term Investments - - - -  Total Receivables, Net 7394.65 5381.25 4650.09 4310.48  Accounts Receivables - Trade, Net 7026.7 5147.94 4421.84 4002.89  Total Inventory 8080.2 6983.56 7019.58 6822.39  Prepaid Expenses 104.75 83.21 135 80.05  Other Current Assets, Total 505.62 755.71 115.78 603.59","Cash and Short Term Investments 3681.14 3794.44 3582.66 5412.38  Cash - - - -  Cash & Equivalents 3681.14 3794.44 3582.66 5412.38  Short Term Investments - - - -  Total Receivables, Net 7394.65 5381.25 4650.09 4310.48  Accounts Receivables - Trade, Net 7026.7 5147.94 4421.84 4002.89  Total Inventory 8080.2 6983.56 7019.58 6822.39  Prepaid Expenses 104.75 83.21 135 80.05  Other Current Assets, Total 505.62 755.71 115.78 603.59","Cash and Short Term Investments 3681.14 3794.44 3582.66 5412.38  Cash - - - -  Cash & Equivalents 3681.14 3794.44 3582.66 5412.38  Short Term Investments - - - -  Total Receivables, Net 7394.65 5381.25 4650.09 4310.48  Accounts Receivables - Trade, Net 7026.7 5147.94 4421.84 4002.89  Total Inventory 8080.2 6983.56 7019.58 6822.39  Prepaid Expenses 104.75 83.21 135 80.05  Other Current Assets, Total 505.62 755.71 115.78 603.59","Cash and Short Term Investments 3681.14 3794.44 3582.66 5412.38  Cash - - - -  Cash & Equivalents 3681.14 3794.44 3582.66 5412.38  Short Term Investments - - - -  Total Receivables, Net 7394.65 5381.25 4650.09 4310.48  Accounts Receivables - Trade, Net 7026.7 5147.94 4421.84 4002.89  Total Inventory 8080.2 6983.56 7019.58 6822.39  Prepaid Expenses 104.75 83.21 135 80.05  Other Current Assets, Total 505.62 755.71 115.78 603.59","Cash and Short Term Investments 3681.14 3794.44 3582.66 5412.38  Cash - - - -  Cash & Equivalents 3681.14 3794.44 3582.66 5412.38  Short Term Investments - - - -  Total Receivables, Net 7394.65 5381.25 4650.09 4310.48  Accounts Receivables - Trade, Net 7026.7 5147.94 4421.84 4002.89  Total Inventory 8080.2 6983.56 7019.58 6822.39  Prepaid Expenses 104.75 83.21 135 80.05  Other Current Assets, Total 505.62 755.71 115.78 603.59"
Cash and Short Term Investments,3681.14,3794.44,3582.66,5412.38
Cash,-,-,-,-
Cash & Equivalents,3681.14,3794.44,3582.66,5412.38
Short Term Investments,-,-,-,-
"Total Receivables, Net",7394.65,5381.25,4650.09,4310.48
"Accounts Receivables - Trade, Net",7026.7,5147.94,4421.84,4002.89
Total Inventory,8080.2,6983.56,7019.58,6822.39
Prepaid Expenses,104.75,83.21,135,80.05
"Other Current Assets, Total",505.62,755.71,115.78,603.59
Total Assets,46886.05,43518.56,39130.52,36865.95
"Property/Plant/Equipment, Total - Net 25376.23 24908.15 22112.96 18566.27  Property/Plant/Equipment, Total - Gross - 65645.67 61029.64 -  Accumulated Depreciation, Total - -40737.52 -38916.69 -  Goodwill, Net - - - -  Intangibles, Net 511.73 523.52 407.1 417.33  Long Term Investments 217.73 212.01 149.93 190.16  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1014 876.69 957.42 463.29  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 25376.23 24908.15 22112.96 18566.27  Property/Plant/Equipment, Total - Gross - 65645.67 61029.64 -  Accumulated Depreciation, Total - -40737.52 -38916.69 -  Goodwill, Net - - - -  Intangibles, Net 511.73 523.52 407.1 417.33  Long Term Investments 217.73 212.01 149.93 190.16  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1014 876.69 957.42 463.29  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 25376.23 24908.15 22112.96 18566.27  Property/Plant/Equipment, Total - Gross - 65645.67 61029.64 -  Accumulated Depreciation, Total - -40737.52 -38916.69 -  Goodwill, Net - - - -  Intangibles, Net 511.73 523.52 407.1 417.33  Long Term Investments 217.73 212.01 149.93 190.16  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1014 876.69 957.42 463.29  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 25376.23 24908.15 22112.96 18566.27  Property/Plant/Equipment, Total - Gross - 65645.67 61029.64 -  Accumulated Depreciation, Total - -40737.52 -38916.69 -  Goodwill, Net - - - -  Intangibles, Net 511.73 523.52 407.1 417.33  Long Term Investments 217.73 212.01 149.93 190.16  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1014 876.69 957.42 463.29  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 25376.23 24908.15 22112.96 18566.27  Property/Plant/Equipment, Total - Gross - 65645.67 61029.64 -  Accumulated Depreciation, Total - -40737.52 -38916.69 -  Goodwill, Net - - - -  Intangibles, Net 511.73 523.52 407.1 417.33  Long Term Investments 217.73 212.01 149.93 190.16  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1014 876.69 957.42 463.29  Other Assets, Total - - - -"
"Property/Plant/Equipment, Total - Net",25376.23,24908.15,22112.96,18566.27
"Property/Plant/Equipment, Total - Gross",-,65645.67,61029.64,-
"Accumulated Depreciation, Total",-,-40737.52,-38916.69,-
"Goodwill, Net",-,-,-,-
"Intangibles, Net",511.73,523.52,407.1,417.33
Long Term Investments,217.73,212.01,149.93,190.16
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",1014,876.69,957.42,463.29
"Other Assets, Total",-,-,-,-
Total Current Liabilities,19306.42,16913.45,17090.43,16765.16
