Period Ending:,202131/12,202031/12,201931/12,201831/12
Total Current Assets,849.88,880.49,570.62,628.84
"Cash and Short Term Investments 754.83 797.68 477.84 453.19  Cash - - - -  Cash & Equivalents 754.83 797.68 477.84 453.19  Short Term Investments - - - -  Total Receivables, Net 49.36 76.53 83.91 160.58  Accounts Receivables - Trade, Net 49.36 76.53 82.08 160.58  Total Inventory 15.83 0.09 0.74 5.86  Prepaid Expenses 5.63 4.9 5.37 4.4  Other Current Assets, Total 24.23 1.3 2.76 4.81","Cash and Short Term Investments 754.83 797.68 477.84 453.19  Cash - - - -  Cash & Equivalents 754.83 797.68 477.84 453.19  Short Term Investments - - - -  Total Receivables, Net 49.36 76.53 83.91 160.58  Accounts Receivables - Trade, Net 49.36 76.53 82.08 160.58  Total Inventory 15.83 0.09 0.74 5.86  Prepaid Expenses 5.63 4.9 5.37 4.4  Other Current Assets, Total 24.23 1.3 2.76 4.81","Cash and Short Term Investments 754.83 797.68 477.84 453.19  Cash - - - -  Cash & Equivalents 754.83 797.68 477.84 453.19  Short Term Investments - - - -  Total Receivables, Net 49.36 76.53 83.91 160.58  Accounts Receivables - Trade, Net 49.36 76.53 82.08 160.58  Total Inventory 15.83 0.09 0.74 5.86  Prepaid Expenses 5.63 4.9 5.37 4.4  Other Current Assets, Total 24.23 1.3 2.76 4.81","Cash and Short Term Investments 754.83 797.68 477.84 453.19  Cash - - - -  Cash & Equivalents 754.83 797.68 477.84 453.19  Short Term Investments - - - -  Total Receivables, Net 49.36 76.53 83.91 160.58  Accounts Receivables - Trade, Net 49.36 76.53 82.08 160.58  Total Inventory 15.83 0.09 0.74 5.86  Prepaid Expenses 5.63 4.9 5.37 4.4  Other Current Assets, Total 24.23 1.3 2.76 4.81","Cash and Short Term Investments 754.83 797.68 477.84 453.19  Cash - - - -  Cash & Equivalents 754.83 797.68 477.84 453.19  Short Term Investments - - - -  Total Receivables, Net 49.36 76.53 83.91 160.58  Accounts Receivables - Trade, Net 49.36 76.53 82.08 160.58  Total Inventory 15.83 0.09 0.74 5.86  Prepaid Expenses 5.63 4.9 5.37 4.4  Other Current Assets, Total 24.23 1.3 2.76 4.81"
Cash and Short Term Investments,754.83,797.68,477.84,453.19
Cash,-,-,-,-
Cash & Equivalents,754.83,797.68,477.84,453.19
Short Term Investments,-,-,-,-
"Total Receivables, Net",49.36,76.53,83.91,160.58
"Accounts Receivables - Trade, Net",49.36,76.53,82.08,160.58
Total Inventory,15.83,0.09,0.74,5.86
Prepaid Expenses,5.63,4.9,5.37,4.4
"Other Current Assets, Total",24.23,1.3,2.76,4.81
Total Assets,1010.75,1091.7,799.75,657.89
