Period Ending:,202231/08,202131/08,202031/08,201931/08
Total Current Assets,4345.21,4733.34,5661.93,2452.84
"Cash and Short Term Investments 479.13 774.73 1028.32 1352.93  Cash - - - -  Cash & Equivalents 479.13 774.73 1028.32 1352.93  Short Term Investments - - - -  Total Receivables, Net 512.43 532.59 964.61 484.04  Accounts Receivables - Trade, Net 512.43 532.59 622.87 484.04  Total Inventory 3118.94 3148.42 3171.31 283.98  Prepaid Expenses - 228.06 417.39 299.35  Other Current Assets, Total 234.71 49.55 80.3 32.52","Cash and Short Term Investments 479.13 774.73 1028.32 1352.93  Cash - - - -  Cash & Equivalents 479.13 774.73 1028.32 1352.93  Short Term Investments - - - -  Total Receivables, Net 512.43 532.59 964.61 484.04  Accounts Receivables - Trade, Net 512.43 532.59 622.87 484.04  Total Inventory 3118.94 3148.42 3171.31 283.98  Prepaid Expenses - 228.06 417.39 299.35  Other Current Assets, Total 234.71 49.55 80.3 32.52","Cash and Short Term Investments 479.13 774.73 1028.32 1352.93  Cash - - - -  Cash & Equivalents 479.13 774.73 1028.32 1352.93  Short Term Investments - - - -  Total Receivables, Net 512.43 532.59 964.61 484.04  Accounts Receivables - Trade, Net 512.43 532.59 622.87 484.04  Total Inventory 3118.94 3148.42 3171.31 283.98  Prepaid Expenses - 228.06 417.39 299.35  Other Current Assets, Total 234.71 49.55 80.3 32.52","Cash and Short Term Investments 479.13 774.73 1028.32 1352.93  Cash - - - -  Cash & Equivalents 479.13 774.73 1028.32 1352.93  Short Term Investments - - - -  Total Receivables, Net 512.43 532.59 964.61 484.04  Accounts Receivables - Trade, Net 512.43 532.59 622.87 484.04  Total Inventory 3118.94 3148.42 3171.31 283.98  Prepaid Expenses - 228.06 417.39 299.35  Other Current Assets, Total 234.71 49.55 80.3 32.52","Cash and Short Term Investments 479.13 774.73 1028.32 1352.93  Cash - - - -  Cash & Equivalents 479.13 774.73 1028.32 1352.93  Short Term Investments - - - -  Total Receivables, Net 512.43 532.59 964.61 484.04  Accounts Receivables - Trade, Net 512.43 532.59 622.87 484.04  Total Inventory 3118.94 3148.42 3171.31 283.98  Prepaid Expenses - 228.06 417.39 299.35  Other Current Assets, Total 234.71 49.55 80.3 32.52"
Cash and Short Term Investments,479.13,774.73,1028.32,1352.93
Cash,-,-,-,-
Cash & Equivalents,479.13,774.73,1028.32,1352.93
Short Term Investments,-,-,-,-
"Total Receivables, Net",512.43,532.59,964.61,484.04
"Accounts Receivables - Trade, Net",512.43,532.59,622.87,484.04
Total Inventory,3118.94,3148.42,3171.31,283.98
Prepaid Expenses,-,228.06,417.39,299.35
"Other Current Assets, Total",234.71,49.55,80.3,32.52
Total Assets,4855.4,5376.55,6343.85,3040.24
