Period Ending:,202328/02,202231/08,202228/02,202131/08
Total Current Assets,16810,16761,15441,15860.42
"Cash and Short Term Investments 15107 13048 - 12264.31  Cash - - - -  Cash & Equivalents 15107 13048 13821 12264.31  Short Term Investments - - - -  Total Receivables, Net 1591 1534 1570 1487.22  Accounts Receivables - Trade, Net 1591 1534 1570 1487.22  Total Inventory - - - -  Prepaid Expenses - - - 67.17  Other Current Assets, Total 112 2179 50 2041.71","Cash and Short Term Investments 15107 13048 - 12264.31  Cash - - - -  Cash & Equivalents 15107 13048 13821 12264.31  Short Term Investments - - - -  Total Receivables, Net 1591 1534 1570 1487.22  Accounts Receivables - Trade, Net 1591 1534 1570 1487.22  Total Inventory - - - -  Prepaid Expenses - - - 67.17  Other Current Assets, Total 112 2179 50 2041.71","Cash and Short Term Investments 15107 13048 - 12264.31  Cash - - - -  Cash & Equivalents 15107 13048 13821 12264.31  Short Term Investments - - - -  Total Receivables, Net 1591 1534 1570 1487.22  Accounts Receivables - Trade, Net 1591 1534 1570 1487.22  Total Inventory - - - -  Prepaid Expenses - - - 67.17  Other Current Assets, Total 112 2179 50 2041.71","Cash and Short Term Investments 15107 13048 - 12264.31  Cash - - - -  Cash & Equivalents 15107 13048 13821 12264.31  Short Term Investments - - - -  Total Receivables, Net 1591 1534 1570 1487.22  Accounts Receivables - Trade, Net 1591 1534 1570 1487.22  Total Inventory - - - -  Prepaid Expenses - - - 67.17  Other Current Assets, Total 112 2179 50 2041.71","Cash and Short Term Investments 15107 13048 - 12264.31  Cash - - - -  Cash & Equivalents 15107 13048 13821 12264.31  Short Term Investments - - - -  Total Receivables, Net 1591 1534 1570 1487.22  Accounts Receivables - Trade, Net 1591 1534 1570 1487.22  Total Inventory - - - -  Prepaid Expenses - - - 67.17  Other Current Assets, Total 112 2179 50 2041.71"
Cash and Short Term Investments,15107,13048,-,12264.31
Cash,-,-,-,-
Cash & Equivalents,15107,13048,13821,12264.31
Short Term Investments,-,-,-,-
"Total Receivables, Net",1591,1534,1570,1487.22
"Accounts Receivables - Trade, Net",1591,1534,1570,1487.22
Total Inventory,-,-,-,-
Prepaid Expenses,-,-,-,67.17
"Other Current Assets, Total",112,2179,50,2041.71
Total Assets,327109,328466,326050,327824.62
"Property/Plant/Equipment, Total - Net 308231 311640 308724 228295.18  Property/Plant/Equipment, Total - Gross 362884 - 359524 263501.78  Accumulated Depreciation, Total -54653 - -50800 -35206.6  Goodwill, Net - - - -  Intangibles, Net - - - 616.15  Long Term Investments - - - 81815.37  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2068 65 1885 1237.49  Other Assets, Total -1479 645 -1520 -","Property/Plant/Equipment, Total - Net 308231 311640 308724 228295.18  Property/Plant/Equipment, Total - Gross 362884 - 359524 263501.78  Accumulated Depreciation, Total -54653 - -50800 -35206.6  Goodwill, Net - - - -  Intangibles, Net - - - 616.15  Long Term Investments - - - 81815.37  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2068 65 1885 1237.49  Other Assets, Total -1479 645 -1520 -","Property/Plant/Equipment, Total - Net 308231 311640 308724 228295.18  Property/Plant/Equipment, Total - Gross 362884 - 359524 263501.78  Accumulated Depreciation, Total -54653 - -50800 -35206.6  Goodwill, Net - - - -  Intangibles, Net - - - 616.15  Long Term Investments - - - 81815.37  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2068 65 1885 1237.49  Other Assets, Total -1479 645 -1520 -","Property/Plant/Equipment, Total - Net 308231 311640 308724 228295.18  Property/Plant/Equipment, Total - Gross 362884 - 359524 263501.78  Accumulated Depreciation, Total -54653 - -50800 -35206.6  Goodwill, Net - - - -  Intangibles, Net - - - 616.15  Long Term Investments - - - 81815.37  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2068 65 1885 1237.49  Other Assets, Total -1479 645 -1520 -","Property/Plant/Equipment, Total - Net 308231 311640 308724 228295.18  Property/Plant/Equipment, Total - Gross 362884 - 359524 263501.78  Accumulated Depreciation, Total -54653 - -50800 -35206.6  Goodwill, Net - - - -  Intangibles, Net - - - 616.15  Long Term Investments - - - 81815.37  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2068 65 1885 1237.49  Other Assets, Total -1479 645 -1520 -"
"Property/Plant/Equipment, Total - Net",308231,311640,308724,228295.18
"Property/Plant/Equipment, Total - Gross",362884,-,359524,263501.78
"Accumulated Depreciation, Total",-54653,-,-50800,-35206.6
"Goodwill, Net",-,-,-,-
"Intangibles, Net",-,-,-,616.15
