Period Ending:,202231/07,202131/07,202031/07,201931/07
Total Current Assets,1461,1507.12,398.76,247.64
"Cash and Short Term Investments 1299 1404.87 319.82 150.55  Cash - - - -  Cash & Equivalents 1299 1404.87 319.82 150.55  Short Term Investments - - - -  Total Receivables, Net 152 94.17 68.85 92.99  Accounts Receivables - Trade, Net 152 94.17 68.85 89  Total Inventory - - - -  Prepaid Expenses 7 7.52 5.28 4.09  Other Current Assets, Total 3 0.55 4.82 -","Cash and Short Term Investments 1299 1404.87 319.82 150.55  Cash - - - -  Cash & Equivalents 1299 1404.87 319.82 150.55  Short Term Investments - - - -  Total Receivables, Net 152 94.17 68.85 92.99  Accounts Receivables - Trade, Net 152 94.17 68.85 89  Total Inventory - - - -  Prepaid Expenses 7 7.52 5.28 4.09  Other Current Assets, Total 3 0.55 4.82 -","Cash and Short Term Investments 1299 1404.87 319.82 150.55  Cash - - - -  Cash & Equivalents 1299 1404.87 319.82 150.55  Short Term Investments - - - -  Total Receivables, Net 152 94.17 68.85 92.99  Accounts Receivables - Trade, Net 152 94.17 68.85 89  Total Inventory - - - -  Prepaid Expenses 7 7.52 5.28 4.09  Other Current Assets, Total 3 0.55 4.82 -","Cash and Short Term Investments 1299 1404.87 319.82 150.55  Cash - - - -  Cash & Equivalents 1299 1404.87 319.82 150.55  Short Term Investments - - - -  Total Receivables, Net 152 94.17 68.85 92.99  Accounts Receivables - Trade, Net 152 94.17 68.85 89  Total Inventory - - - -  Prepaid Expenses 7 7.52 5.28 4.09  Other Current Assets, Total 3 0.55 4.82 -","Cash and Short Term Investments 1299 1404.87 319.82 150.55  Cash - - - -  Cash & Equivalents 1299 1404.87 319.82 150.55  Short Term Investments - - - -  Total Receivables, Net 152 94.17 68.85 92.99  Accounts Receivables - Trade, Net 152 94.17 68.85 89  Total Inventory - - - -  Prepaid Expenses 7 7.52 5.28 4.09  Other Current Assets, Total 3 0.55 4.82 -"
Cash and Short Term Investments,1299,1404.87,319.82,150.55
Cash,-,-,-,-
Cash & Equivalents,1299,1404.87,319.82,150.55
Short Term Investments,-,-,-,-
"Total Receivables, Net",152,94.17,68.85,92.99
"Accounts Receivables - Trade, Net",152,94.17,68.85,89
Total Inventory,-,-,-,-
Prepaid Expenses,7,7.52,5.28,4.09
