Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,9311,6943.8,6648.66,4916.48
"Cash and Short Term Investments 3609 2370.66 2472.46 1753.56  Cash - - - -  Cash & Equivalents 2559 2370.66 2472.46 1753.56  Short Term Investments 1050 - - -  Total Receivables, Net 4249 3054.7 2486.53 2025.55  Accounts Receivables - Trade, Net 2315 2590.53 2486.53 2025.55  Total Inventory 15 9.22 4.07 9.15  Prepaid Expenses 1317 - - -  Other Current Assets, Total 121 1509.22 1685.6 1128.21","Cash and Short Term Investments 3609 2370.66 2472.46 1753.56  Cash - - - -  Cash & Equivalents 2559 2370.66 2472.46 1753.56  Short Term Investments 1050 - - -  Total Receivables, Net 4249 3054.7 2486.53 2025.55  Accounts Receivables - Trade, Net 2315 2590.53 2486.53 2025.55  Total Inventory 15 9.22 4.07 9.15  Prepaid Expenses 1317 - - -  Other Current Assets, Total 121 1509.22 1685.6 1128.21","Cash and Short Term Investments 3609 2370.66 2472.46 1753.56  Cash - - - -  Cash & Equivalents 2559 2370.66 2472.46 1753.56  Short Term Investments 1050 - - -  Total Receivables, Net 4249 3054.7 2486.53 2025.55  Accounts Receivables - Trade, Net 2315 2590.53 2486.53 2025.55  Total Inventory 15 9.22 4.07 9.15  Prepaid Expenses 1317 - - -  Other Current Assets, Total 121 1509.22 1685.6 1128.21","Cash and Short Term Investments 3609 2370.66 2472.46 1753.56  Cash - - - -  Cash & Equivalents 2559 2370.66 2472.46 1753.56  Short Term Investments 1050 - - -  Total Receivables, Net 4249 3054.7 2486.53 2025.55  Accounts Receivables - Trade, Net 2315 2590.53 2486.53 2025.55  Total Inventory 15 9.22 4.07 9.15  Prepaid Expenses 1317 - - -  Other Current Assets, Total 121 1509.22 1685.6 1128.21","Cash and Short Term Investments 3609 2370.66 2472.46 1753.56  Cash - - - -  Cash & Equivalents 2559 2370.66 2472.46 1753.56  Short Term Investments 1050 - - -  Total Receivables, Net 4249 3054.7 2486.53 2025.55  Accounts Receivables - Trade, Net 2315 2590.53 2486.53 2025.55  Total Inventory 15 9.22 4.07 9.15  Prepaid Expenses 1317 - - -  Other Current Assets, Total 121 1509.22 1685.6 1128.21"
Cash and Short Term Investments,3609,2370.66,2472.46,1753.56
Cash,-,-,-,-
Cash & Equivalents,2559,2370.66,2472.46,1753.56
Short Term Investments,1050,-,-,-
"Total Receivables, Net",4249,3054.7,2486.53,2025.55
"Accounts Receivables - Trade, Net",2315,2590.53,2486.53,2025.55
Total Inventory,15,9.22,4.07,9.15
Prepaid Expenses,1317,-,-,-
"Other Current Assets, Total",121,1509.22,1685.6,1128.21
Total Assets,11435,8870.22,8211.66,6371.81
