Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,2061868,2266041,2130908,2038099
"Cash and Short Term Investments 326690 421219 525456 376973  Cash - - - -  Cash & Equivalents 326690 421219 525456 376973  Short Term Investments - - - -  Total Receivables, Net 841946 920584 985499 1041458  Accounts Receivables - Trade, Net 841946 859186 898605 899203  Total Inventory 594156 531788 475765 482327  Prepaid Expenses - 390419 143315 137341  Other Current Assets, Total 299076 2031 873 208005","Cash and Short Term Investments 326690 421219 525456 376973  Cash - - - -  Cash & Equivalents 326690 421219 525456 376973  Short Term Investments - - - -  Total Receivables, Net 841946 920584 985499 1041458  Accounts Receivables - Trade, Net 841946 859186 898605 899203  Total Inventory 594156 531788 475765 482327  Prepaid Expenses - 390419 143315 137341  Other Current Assets, Total 299076 2031 873 208005","Cash and Short Term Investments 326690 421219 525456 376973  Cash - - - -  Cash & Equivalents 326690 421219 525456 376973  Short Term Investments - - - -  Total Receivables, Net 841946 920584 985499 1041458  Accounts Receivables - Trade, Net 841946 859186 898605 899203  Total Inventory 594156 531788 475765 482327  Prepaid Expenses - 390419 143315 137341  Other Current Assets, Total 299076 2031 873 208005","Cash and Short Term Investments 326690 421219 525456 376973  Cash - - - -  Cash & Equivalents 326690 421219 525456 376973  Short Term Investments - - - -  Total Receivables, Net 841946 920584 985499 1041458  Accounts Receivables - Trade, Net 841946 859186 898605 899203  Total Inventory 594156 531788 475765 482327  Prepaid Expenses - 390419 143315 137341  Other Current Assets, Total 299076 2031 873 208005","Cash and Short Term Investments 326690 421219 525456 376973  Cash - - - -  Cash & Equivalents 326690 421219 525456 376973  Short Term Investments - - - -  Total Receivables, Net 841946 920584 985499 1041458  Accounts Receivables - Trade, Net 841946 859186 898605 899203  Total Inventory 594156 531788 475765 482327  Prepaid Expenses - 390419 143315 137341  Other Current Assets, Total 299076 2031 873 208005"
Cash and Short Term Investments,326690,421219,525456,376973
Cash,-,-,-,-
Cash & Equivalents,326690,421219,525456,376973
Short Term Investments,-,-,-,-
"Total Receivables, Net",841946,920584,985499,1041458
"Accounts Receivables - Trade, Net",841946,859186,898605,899203
Total Inventory,594156,531788,475765,482327
Prepaid Expenses,-,390419,143315,137341
"Other Current Assets, Total",299076,2031,873,208005
Total Assets,3539268,3734519,3500636,3383433
"Property/Plant/Equipment, Total - Net 583422 565353 575442 575810  Property/Plant/Equipment, Total - Gross - 2047301 2137798 2138759  Accumulated Depreciation, Total - -1481948 -1562356 -1562949  Goodwill, Net - 66576 58692 56794  Intangibles, Net - 91784 70064 62883  Long Term Investments 530155 558446 529797 505387  Note Receivable - Long Term - 61398 86894 7315  Other Long Term Assets, Total 363823 100173 56148 137145  Other Assets, Total 51286 -300619 -429276 -","Property/Plant/Equipment, Total - Net 583422 565353 575442 575810  Property/Plant/Equipment, Total - Gross - 2047301 2137798 2138759  Accumulated Depreciation, Total - -1481948 -1562356 -1562949  Goodwill, Net - 66576 58692 56794  Intangibles, Net - 91784 70064 62883  Long Term Investments 530155 558446 529797 505387  Note Receivable - Long Term - 61398 86894 7315  Other Long Term Assets, Total 363823 100173 56148 137145  Other Assets, Total 51286 -300619 -429276 -","Property/Plant/Equipment, Total - Net 583422 565353 575442 575810  Property/Plant/Equipment, Total - Gross - 2047301 2137798 2138759  Accumulated Depreciation, Total - -1481948 -1562356 -1562949  Goodwill, Net - 66576 58692 56794  Intangibles, Net - 91784 70064 62883  Long Term Investments 530155 558446 529797 505387  Note Receivable - Long Term - 61398 86894 7315  Other Long Term Assets, Total 363823 100173 56148 137145  Other Assets, Total 51286 -300619 -429276 -","Property/Plant/Equipment, Total - Net 583422 565353 575442 575810  Property/Plant/Equipment, Total - Gross - 2047301 2137798 2138759  Accumulated Depreciation, Total - -1481948 -1562356 -1562949  Goodwill, Net - 66576 58692 56794  Intangibles, Net - 91784 70064 62883  Long Term Investments 530155 558446 529797 505387  Note Receivable - Long Term - 61398 86894 7315  Other Long Term Assets, Total 363823 100173 56148 137145  Other Assets, Total 51286 -300619 -429276 -","Property/Plant/Equipment, Total - Net 583422 565353 575442 575810  Property/Plant/Equipment, Total - Gross - 2047301 2137798 2138759  Accumulated Depreciation, Total - -1481948 -1562356 -1562949  Goodwill, Net - 66576 58692 56794  Intangibles, Net - 91784 70064 62883  Long Term Investments 530155 558446 529797 505387  Note Receivable - Long Term - 61398 86894 7315  Other Long Term Assets, Total 363823 100173 56148 137145  Other Assets, Total 51286 -300619 -429276 -"
"Property/Plant/Equipment, Total - Net",583422,565353,575442,575810
"Property/Plant/Equipment, Total - Gross",-,2047301,2137798,2138759
"Accumulated Depreciation, Total",-,-1481948,-1562356,-1562949
"Goodwill, Net",-,66576,58692,56794
"Intangibles, Net",-,91784,70064,62883
Long Term Investments,530155,558446,529797,505387
Note Receivable - Long Term,-,61398,86894,7315
"Other Long Term Assets, Total",363823,100173,56148,137145
"Other Assets, Total",51286,-300619,-429276,-
Total Current Liabilities,1368838,1509867,1254881,1397917
"Accounts Payable 448131 482266 481877 502066  Payable/Accrued - - 249945 286000  Accrued Expenses - 36515 87456 108911  Notes Payable/Short Term Debt 59950 11209 10387 13339  Current Port. of LT Debt/Capital Leases 36631 101009 44358 49310  Other Current liabilities, Total 824126 915383 718259 438291","Accounts Payable 448131 482266 481877 502066  Payable/Accrued - - 249945 286000  Accrued Expenses - 36515 87456 108911  Notes Payable/Short Term Debt 59950 11209 10387 13339  Current Port. of LT Debt/Capital Leases 36631 101009 44358 49310  Other Current liabilities, Total 824126 915383 718259 438291","Accounts Payable 448131 482266 481877 502066  Payable/Accrued - - 249945 286000  Accrued Expenses - 36515 87456 108911  Notes Payable/Short Term Debt 59950 11209 10387 13339  Current Port. of LT Debt/Capital Leases 36631 101009 44358 49310  Other Current liabilities, Total 824126 915383 718259 438291","Accounts Payable 448131 482266 481877 502066  Payable/Accrued - - 249945 286000  Accrued Expenses - 36515 87456 108911  Notes Payable/Short Term Debt 59950 11209 10387 13339  Current Port. of LT Debt/Capital Leases 36631 101009 44358 49310  Other Current liabilities, Total 824126 915383 718259 438291","Accounts Payable 448131 482266 481877 502066  Payable/Accrued - - 249945 286000  Accrued Expenses - 36515 87456 108911  Notes Payable/Short Term Debt 59950 11209 10387 13339  Current Port. of LT Debt/Capital Leases 36631 101009 44358 49310  Other Current liabilities, Total 824126 915383 718259 438291"
Accounts Payable,448131,482266,481877,502066
