Period Ending:,202330/04,202230/04,202130/04,202030/04
Total Current Assets,30640,29819,28796.62,33116.26
"Cash and Short Term Investments 18305 17741 17621.36 15720.6  Cash - - - -  Cash & Equivalents 18305 17741 17621.36 15720.6  Short Term Investments - - - -  Total Receivables, Net 9266 8533 8050.68 13419.48  Accounts Receivables - Trade, Net 8586 7946 6528.86 9109.72  Total Inventory 1838 1630 1518.8 1462.73  Prepaid Expenses 468 461 375.16 780.4  Other Current Assets, Total 763 1454 1230.62 1733.05","Cash and Short Term Investments 18305 17741 17621.36 15720.6  Cash - - - -  Cash & Equivalents 18305 17741 17621.36 15720.6  Short Term Investments - - - -  Total Receivables, Net 9266 8533 8050.68 13419.48  Accounts Receivables - Trade, Net 8586 7946 6528.86 9109.72  Total Inventory 1838 1630 1518.8 1462.73  Prepaid Expenses 468 461 375.16 780.4  Other Current Assets, Total 763 1454 1230.62 1733.05","Cash and Short Term Investments 18305 17741 17621.36 15720.6  Cash - - - -  Cash & Equivalents 18305 17741 17621.36 15720.6  Short Term Investments - - - -  Total Receivables, Net 9266 8533 8050.68 13419.48  Accounts Receivables - Trade, Net 8586 7946 6528.86 9109.72  Total Inventory 1838 1630 1518.8 1462.73  Prepaid Expenses 468 461 375.16 780.4  Other Current Assets, Total 763 1454 1230.62 1733.05","Cash and Short Term Investments 18305 17741 17621.36 15720.6  Cash - - - -  Cash & Equivalents 18305 17741 17621.36 15720.6  Short Term Investments - - - -  Total Receivables, Net 9266 8533 8050.68 13419.48  Accounts Receivables - Trade, Net 8586 7946 6528.86 9109.72  Total Inventory 1838 1630 1518.8 1462.73  Prepaid Expenses 468 461 375.16 780.4  Other Current Assets, Total 763 1454 1230.62 1733.05","Cash and Short Term Investments 18305 17741 17621.36 15720.6  Cash - - - -  Cash & Equivalents 18305 17741 17621.36 15720.6  Short Term Investments - - - -  Total Receivables, Net 9266 8533 8050.68 13419.48  Accounts Receivables - Trade, Net 8586 7946 6528.86 9109.72  Total Inventory 1838 1630 1518.8 1462.73  Prepaid Expenses 468 461 375.16 780.4  Other Current Assets, Total 763 1454 1230.62 1733.05"
Cash and Short Term Investments,18305,17741,17621.36,15720.6
Cash,-,-,-,-
Cash & Equivalents,18305,17741,17621.36,15720.6
Short Term Investments,-,-,-,-
"Total Receivables, Net",9266,8533,8050.68,13419.48
"Accounts Receivables - Trade, Net",8586,7946,6528.86,9109.72
Total Inventory,1838,1630,1518.8,1462.73
Prepaid Expenses,468,461,375.16,780.4
"Other Current Assets, Total",763,1454,1230.62,1733.05
Total Assets,35926,35050,34835.98,42472.12
"Property/Plant/Equipment, Total - Net 2475 2482 2660.64 2725.39  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 37 74 114.77 1539.66  Intangibles, Net 352 388 436.24 2132.34  Long Term Investments 60 239 1853.23 1496.28  Note Receivable - Long Term 680 587 1499.94 -  Other Long Term Assets, Total 2 3 -525.47 1462.19  Other Assets, Total -4305 -3404 - -","Property/Plant/Equipment, Total - Net 2475 2482 2660.64 2725.39  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 37 74 114.77 1539.66  Intangibles, Net 352 388 436.24 2132.34  Long Term Investments 60 239 1853.23 1496.28  Note Receivable - Long Term 680 587 1499.94 -  Other Long Term Assets, Total 2 3 -525.47 1462.19  Other Assets, Total -4305 -3404 - -","Property/Plant/Equipment, Total - Net 2475 2482 2660.64 2725.39  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 37 74 114.77 1539.66  Intangibles, Net 352 388 436.24 2132.34  Long Term Investments 60 239 1853.23 1496.28  Note Receivable - Long Term 680 587 1499.94 -  Other Long Term Assets, Total 2 3 -525.47 1462.19  Other Assets, Total -4305 -3404 - -","Property/Plant/Equipment, Total - Net 2475 2482 2660.64 2725.39  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 37 74 114.77 1539.66  Intangibles, Net 352 388 436.24 2132.34  Long Term Investments 60 239 1853.23 1496.28  Note Receivable - Long Term 680 587 1499.94 -  Other Long Term Assets, Total 2 3 -525.47 1462.19  Other Assets, Total -4305 -3404 - -","Property/Plant/Equipment, Total - Net 2475 2482 2660.64 2725.39  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 37 74 114.77 1539.66  Intangibles, Net 352 388 436.24 2132.34  Long Term Investments 60 239 1853.23 1496.28  Note Receivable - Long Term 680 587 1499.94 -  Other Long Term Assets, Total 2 3 -525.47 1462.19  Other Assets, Total -4305 -3404 - -"
"Property/Plant/Equipment, Total - Net",2475,2482,2660.64,2725.39
"Property/Plant/Equipment, Total - Gross",-,-,-,-
"Accumulated Depreciation, Total",-,-,-,-
"Goodwill, Net",37,74,114.77,1539.66
"Intangibles, Net",352,388,436.24,2132.34
Long Term Investments,60,239,1853.23,1496.28
