Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,5195,5774.89,6059.87,4479.96
"Cash and Short Term Investments 2505 3148.8 2858.29 2266.07  Cash - - - -  Cash & Equivalents 2505 3148.8 2858.29 2266.07  Short Term Investments - - - -  Total Receivables, Net 2028 2101 2310.95 1754.56  Accounts Receivables - Trade, Net 2028 2101 2310.95 1754.56  Total Inventory 26 88.08 517.97 47.54  Prepaid Expenses - 223.32 245.56 181.94  Other Current Assets, Total 636 213.67 127.1 229.85","Cash and Short Term Investments 2505 3148.8 2858.29 2266.07  Cash - - - -  Cash & Equivalents 2505 3148.8 2858.29 2266.07  Short Term Investments - - - -  Total Receivables, Net 2028 2101 2310.95 1754.56  Accounts Receivables - Trade, Net 2028 2101 2310.95 1754.56  Total Inventory 26 88.08 517.97 47.54  Prepaid Expenses - 223.32 245.56 181.94  Other Current Assets, Total 636 213.67 127.1 229.85","Cash and Short Term Investments 2505 3148.8 2858.29 2266.07  Cash - - - -  Cash & Equivalents 2505 3148.8 2858.29 2266.07  Short Term Investments - - - -  Total Receivables, Net 2028 2101 2310.95 1754.56  Accounts Receivables - Trade, Net 2028 2101 2310.95 1754.56  Total Inventory 26 88.08 517.97 47.54  Prepaid Expenses - 223.32 245.56 181.94  Other Current Assets, Total 636 213.67 127.1 229.85","Cash and Short Term Investments 2505 3148.8 2858.29 2266.07  Cash - - - -  Cash & Equivalents 2505 3148.8 2858.29 2266.07  Short Term Investments - - - -  Total Receivables, Net 2028 2101 2310.95 1754.56  Accounts Receivables - Trade, Net 2028 2101 2310.95 1754.56  Total Inventory 26 88.08 517.97 47.54  Prepaid Expenses - 223.32 245.56 181.94  Other Current Assets, Total 636 213.67 127.1 229.85","Cash and Short Term Investments 2505 3148.8 2858.29 2266.07  Cash - - - -  Cash & Equivalents 2505 3148.8 2858.29 2266.07  Short Term Investments - - - -  Total Receivables, Net 2028 2101 2310.95 1754.56  Accounts Receivables - Trade, Net 2028 2101 2310.95 1754.56  Total Inventory 26 88.08 517.97 47.54  Prepaid Expenses - 223.32 245.56 181.94  Other Current Assets, Total 636 213.67 127.1 229.85"
Cash and Short Term Investments,2505,3148.8,2858.29,2266.07
Cash,-,-,-,-
Cash & Equivalents,2505,3148.8,2858.29,2266.07
Short Term Investments,-,-,-,-
"Total Receivables, Net",2028,2101,2310.95,1754.56
"Accounts Receivables - Trade, Net",2028,2101,2310.95,1754.56
Total Inventory,26,88.08,517.97,47.54
Prepaid Expenses,-,223.32,245.56,181.94
"Other Current Assets, Total",636,213.67,127.1,229.85
Total Assets,6022,6649.91,6851.7,5332.47
