Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,4277,4549,3679.71,2545.81
"Cash and Short Term Investments 2770 3153 2139.76 1526.42  Cash - - - -  Cash & Equivalents 2770 3153 2139.76 1526.42  Short Term Investments - - - -  Total Receivables, Net 1042 990 1102.99 697.01  Accounts Receivables - Trade, Net 35 15 28.42 36.7  Total Inventory - - - -  Prepaid Expenses 431 373 419.08 314.51  Other Current Assets, Total 34 33 17.88 7.86","Cash and Short Term Investments 2770 3153 2139.76 1526.42  Cash - - - -  Cash & Equivalents 2770 3153 2139.76 1526.42  Short Term Investments - - - -  Total Receivables, Net 1042 990 1102.99 697.01  Accounts Receivables - Trade, Net 35 15 28.42 36.7  Total Inventory - - - -  Prepaid Expenses 431 373 419.08 314.51  Other Current Assets, Total 34 33 17.88 7.86","Cash and Short Term Investments 2770 3153 2139.76 1526.42  Cash - - - -  Cash & Equivalents 2770 3153 2139.76 1526.42  Short Term Investments - - - -  Total Receivables, Net 1042 990 1102.99 697.01  Accounts Receivables - Trade, Net 35 15 28.42 36.7  Total Inventory - - - -  Prepaid Expenses 431 373 419.08 314.51  Other Current Assets, Total 34 33 17.88 7.86","Cash and Short Term Investments 2770 3153 2139.76 1526.42  Cash - - - -  Cash & Equivalents 2770 3153 2139.76 1526.42  Short Term Investments - - - -  Total Receivables, Net 1042 990 1102.99 697.01  Accounts Receivables - Trade, Net 35 15 28.42 36.7  Total Inventory - - - -  Prepaid Expenses 431 373 419.08 314.51  Other Current Assets, Total 34 33 17.88 7.86","Cash and Short Term Investments 2770 3153 2139.76 1526.42  Cash - - - -  Cash & Equivalents 2770 3153 2139.76 1526.42  Short Term Investments - - - -  Total Receivables, Net 1042 990 1102.99 697.01  Accounts Receivables - Trade, Net 35 15 28.42 36.7  Total Inventory - - - -  Prepaid Expenses 431 373 419.08 314.51  Other Current Assets, Total 34 33 17.88 7.86"
Cash and Short Term Investments,2770,3153,2139.76,1526.42
Cash,-,-,-,-
Cash & Equivalents,2770,3153,2139.76,1526.42
Short Term Investments,-,-,-,-
"Total Receivables, Net",1042,990,1102.99,697.01
"Accounts Receivables - Trade, Net",35,15,28.42,36.7
Total Inventory,-,-,-,-
Prepaid Expenses,431,373,419.08,314.51
