Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Current Assets,37934,41376,52594,58195
"Cash and Short Term Investments 2423 3170 4131 3387  Cash - - - -  Cash & Equivalents 2423 3170 4131 3387  Short Term Investments - - - -  Total Receivables, Net 18839 17049 35195 34999  Accounts Receivables - Trade, Net 13886 11746 14511 17265  Total Inventory 15660 11743 12215 17888  Prepaid Expenses - 322 267 974  Other Current Assets, Total 1012 9414 786 947","Cash and Short Term Investments 2423 3170 4131 3387  Cash - - - -  Cash & Equivalents 2423 3170 4131 3387  Short Term Investments - - - -  Total Receivables, Net 18839 17049 35195 34999  Accounts Receivables - Trade, Net 13886 11746 14511 17265  Total Inventory 15660 11743 12215 17888  Prepaid Expenses - 322 267 974  Other Current Assets, Total 1012 9414 786 947","Cash and Short Term Investments 2423 3170 4131 3387  Cash - - - -  Cash & Equivalents 2423 3170 4131 3387  Short Term Investments - - - -  Total Receivables, Net 18839 17049 35195 34999  Accounts Receivables - Trade, Net 13886 11746 14511 17265  Total Inventory 15660 11743 12215 17888  Prepaid Expenses - 322 267 974  Other Current Assets, Total 1012 9414 786 947","Cash and Short Term Investments 2423 3170 4131 3387  Cash - - - -  Cash & Equivalents 2423 3170 4131 3387  Short Term Investments - - - -  Total Receivables, Net 18839 17049 35195 34999  Accounts Receivables - Trade, Net 13886 11746 14511 17265  Total Inventory 15660 11743 12215 17888  Prepaid Expenses - 322 267 974  Other Current Assets, Total 1012 9414 786 947","Cash and Short Term Investments 2423 3170 4131 3387  Cash - - - -  Cash & Equivalents 2423 3170 4131 3387  Short Term Investments - - - -  Total Receivables, Net 18839 17049 35195 34999  Accounts Receivables - Trade, Net 13886 11746 14511 17265  Total Inventory 15660 11743 12215 17888  Prepaid Expenses - 322 267 974  Other Current Assets, Total 1012 9414 786 947"
Cash and Short Term Investments,2423,3170,4131,3387
Cash,-,-,-,-
Cash & Equivalents,2423,3170,4131,3387
Short Term Investments,-,-,-,-
"Total Receivables, Net",18839,17049,35195,34999
"Accounts Receivables - Trade, Net",13886,11746,14511,17265
Total Inventory,15660,11743,12215,17888
Prepaid Expenses,-,322,267,974
"Other Current Assets, Total",1012,9414,786,947
Total Assets,179021,178203,179935,179247
