Period Ending:,202231/07,202131/07,202031/07,201931/07
Total Current Assets,3688,3637.38,4093.01,3633.67
"Cash and Short Term Investments 1336 1334.81 1421.97 1020.81  Cash - - - -  Cash & Equivalents 1336 1334.81 1421.97 1020.81  Short Term Investments - - - -  Total Receivables, Net 312 264.9 266.35 491.44  Accounts Receivables - Trade, Net 312 260.9 260.54 356.59  Total Inventory 1958 1937.7 2328.69 1901.64  Prepaid Expenses 66 62.94 56.05 45.64  Other Current Assets, Total 16 37.04 19.96 174.14","Cash and Short Term Investments 1336 1334.81 1421.97 1020.81  Cash - - - -  Cash & Equivalents 1336 1334.81 1421.97 1020.81  Short Term Investments - - - -  Total Receivables, Net 312 264.9 266.35 491.44  Accounts Receivables - Trade, Net 312 260.9 260.54 356.59  Total Inventory 1958 1937.7 2328.69 1901.64  Prepaid Expenses 66 62.94 56.05 45.64  Other Current Assets, Total 16 37.04 19.96 174.14","Cash and Short Term Investments 1336 1334.81 1421.97 1020.81  Cash - - - -  Cash & Equivalents 1336 1334.81 1421.97 1020.81  Short Term Investments - - - -  Total Receivables, Net 312 264.9 266.35 491.44  Accounts Receivables - Trade, Net 312 260.9 260.54 356.59  Total Inventory 1958 1937.7 2328.69 1901.64  Prepaid Expenses 66 62.94 56.05 45.64  Other Current Assets, Total 16 37.04 19.96 174.14","Cash and Short Term Investments 1336 1334.81 1421.97 1020.81  Cash - - - -  Cash & Equivalents 1336 1334.81 1421.97 1020.81  Short Term Investments - - - -  Total Receivables, Net 312 264.9 266.35 491.44  Accounts Receivables - Trade, Net 312 260.9 260.54 356.59  Total Inventory 1958 1937.7 2328.69 1901.64  Prepaid Expenses 66 62.94 56.05 45.64  Other Current Assets, Total 16 37.04 19.96 174.14","Cash and Short Term Investments 1336 1334.81 1421.97 1020.81  Cash - - - -  Cash & Equivalents 1336 1334.81 1421.97 1020.81  Short Term Investments - - - -  Total Receivables, Net 312 264.9 266.35 491.44  Accounts Receivables - Trade, Net 312 260.9 260.54 356.59  Total Inventory 1958 1937.7 2328.69 1901.64  Prepaid Expenses 66 62.94 56.05 45.64  Other Current Assets, Total 16 37.04 19.96 174.14"
Cash and Short Term Investments,1336,1334.81,1421.97,1020.81
Cash,-,-,-,-
Cash & Equivalents,1336,1334.81,1421.97,1020.81
Short Term Investments,-,-,-,-
"Total Receivables, Net",312,264.9,266.35,491.44
"Accounts Receivables - Trade, Net",312,260.9,260.54,356.59
Total Inventory,1958,1937.7,2328.69,1901.64
Prepaid Expenses,66,62.94,56.05,45.64
"Other Current Assets, Total",16,37.04,19.96,174.14
Total Assets,6681,5798.86,6069.86,5397.59
"Property/Plant/Equipment, Total - Net 2193 1482.1 1347.79 1196.83  Property/Plant/Equipment, Total - Gross - 2815.8 2546.07 -  Accumulated Depreciation, Total - -1333.7 -1198.28 -  Goodwill, Net 16 37.3 57.64 77.98  Intangibles, Net 108 137.72 104.8 106.26  Long Term Investments 674 4.21 6.89 9.09  Note Receivable - Long Term - 0.35 1.86 6.9  Other Long Term Assets, Total 2 499.8 457.87 366.86  Other Assets, Total 1662 - - -","Property/Plant/Equipment, Total - Net 2193 1482.1 1347.79 1196.83  Property/Plant/Equipment, Total - Gross - 2815.8 2546.07 -  Accumulated Depreciation, Total - -1333.7 -1198.28 -  Goodwill, Net 16 37.3 57.64 77.98  Intangibles, Net 108 137.72 104.8 106.26  Long Term Investments 674 4.21 6.89 9.09  Note Receivable - Long Term - 0.35 1.86 6.9  Other Long Term Assets, Total 2 499.8 457.87 366.86  Other Assets, Total 1662 - - -","Property/Plant/Equipment, Total - Net 2193 1482.1 1347.79 1196.83  Property/Plant/Equipment, Total - Gross - 2815.8 2546.07 -  Accumulated Depreciation, Total - -1333.7 -1198.28 -  Goodwill, Net 16 37.3 57.64 77.98  Intangibles, Net 108 137.72 104.8 106.26  Long Term Investments 674 4.21 6.89 9.09  Note Receivable - Long Term - 0.35 1.86 6.9  Other Long Term Assets, Total 2 499.8 457.87 366.86  Other Assets, Total 1662 - - -","Property/Plant/Equipment, Total - Net 2193 1482.1 1347.79 1196.83  Property/Plant/Equipment, Total - Gross - 2815.8 2546.07 -  Accumulated Depreciation, Total - -1333.7 -1198.28 -  Goodwill, Net 16 37.3 57.64 77.98  Intangibles, Net 108 137.72 104.8 106.26  Long Term Investments 674 4.21 6.89 9.09  Note Receivable - Long Term - 0.35 1.86 6.9  Other Long Term Assets, Total 2 499.8 457.87 366.86  Other Assets, Total 1662 - - -","Property/Plant/Equipment, Total - Net 2193 1482.1 1347.79 1196.83  Property/Plant/Equipment, Total - Gross - 2815.8 2546.07 -  Accumulated Depreciation, Total - -1333.7 -1198.28 -  Goodwill, Net 16 37.3 57.64 77.98  Intangibles, Net 108 137.72 104.8 106.26  Long Term Investments 674 4.21 6.89 9.09  Note Receivable - Long Term - 0.35 1.86 6.9  Other Long Term Assets, Total 2 499.8 457.87 366.86  Other Assets, Total 1662 - - -"
"Property/Plant/Equipment, Total - Net",2193,1482.1,1347.79,1196.83
"Property/Plant/Equipment, Total - Gross",-,2815.8,2546.07,-
"Accumulated Depreciation, Total",-,-1333.7,-1198.28,-
"Goodwill, Net",16,37.3,57.64,77.98
"Intangibles, Net",108,137.72,104.8,106.26
Long Term Investments,674,4.21,6.89,9.09
Note Receivable - Long Term,-,0.35,1.86,6.9
"Other Long Term Assets, Total",2,499.8,457.87,366.86
"Other Assets, Total",1662,-,-,-
Total Current Liabilities,3322,3052.78,3780.95,3476.31
